requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;377;684;['F4', 'F5', 'F2', 'F3'];14;45.0
2;741;316;['F1'];1;85.0
3;618;578;['F5', 'F1', 'F3'];9;45.0
4;266;734;['F2', 'F1', 'F3', 'F4'];10;55.00000000000001
5;273;215;['F1'];1;85.0
6;123;29;['F5', 'F3'];8;45.0
7;655;490;['F2', 'F4'];6;55.00000000000001
8;215;598;['F4', 'F3', 'F2'];9;55.00000000000001
9;771;249;['F2', 'F1', 'F5', 'F3', 'F4'];15;45.0
10;516;457;['F3', 'F2'];5;65.0
11;443;576;['F4', 'F1', 'F5', 'F3', 'F2'];15;45.0
12;509;400;['F2', 'F3', 'F4', 'F5'];14;45.0
13;365;154;['F3', 'F4', 'F1'];8;55.00000000000001
14;114;545;['F4'];4;55.00000000000001
15;539;207;['F1', 'F2', 'F3', 'F5', 'F4'];15;45.0
16;593;48;['F4', 'F1', 'F2', 'F3', 'F5'];15;45.0
17;576;107;['F5', 'F4'];9;45.0
18;56;473;['F1', 'F5', 'F2'];8;45.0
19;655;425;['F5', 'F2', 'F3', 'F1'];11;45.0
20;167;419;['F2'];2;75.0
21;204;563;['F3'];3;65.0
22;113;701;['F1'];1;85.0
23;754;153;['F3', 'F1', 'F5', 'F2', 'F4'];15;45.0
24;715;292;['F3', 'F5', 'F4'];12;45.0
25;410;224;['F2', 'F4'];6;55.00000000000001
26;739;660;['F2', 'F4', 'F5', 'F1'];12;45.0
27;788;108;['F5', 'F1', 'F2', 'F4'];12;45.0
28;184;384;['F5', 'F3', 'F1', 'F2', 'F4'];15;45.0
29;482;575;['F3', 'F2', 'F1'];6;65.0
30;470;776;['F5'];5;45.0
31;722;199;['F3'];3;65.0
32;593;64;['F5'];5;45.0
33;316;182;['F2', 'F4', 'F5', 'F3'];14;45.0
34;595;7;['F5'];5;45.0
35;33;415;['F5'];5;45.0
36;571;509;['F1', 'F4', 'F3', 'F5', 'F2'];15;45.0
37;749;657;['F5'];5;45.0
38;203;33;['F4'];4;55.00000000000001
39;749;707;['F4', 'F1', 'F2', 'F3'];10;55.00000000000001
40;554;101;['F5', 'F2'];7;45.0
41;114;714;['F5', 'F2'];7;45.0
42;267;365;['F3', 'F4', 'F5', 'F1'];13;45.0
43;437;510;['F4'];4;55.00000000000001
44;409;695;['F4', 'F1', 'F5', 'F3'];13;45.0
45;198;624;['F4', 'F3', 'F2', 'F5', 'F1'];15;45.0
46;80;582;['F5', 'F1', 'F2'];8;45.0
47;131;292;['F1', 'F4', 'F5', 'F3'];13;45.0
48;230;756;['F3', 'F2'];5;65.0
49;334;664;['F4', 'F3', 'F2', 'F5'];14;45.0
50;199;156;['F5', 'F4', 'F1', 'F3', 'F2'];15;45.0
51;791;80;['F2', 'F3', 'F4'];9;55.00000000000001
52;230;171;['F5'];5;45.0
53;508;620;['F3', 'F5', 'F4', 'F2'];14;45.0
54;559;737;['F2', 'F4'];6;55.00000000000001
55;175;432;['F1', 'F3', 'F2'];6;65.0
56;405;29;['F5'];5;45.0
57;175;435;['F2', 'F3', 'F4', 'F1'];10;55.00000000000001
58;546;459;['F1', 'F2'];3;75.0
59;84;736;['F3'];3;65.0
60;616;620;['F5', 'F4', 'F2', 'F1'];12;45.0
61;138;570;['F1', 'F3'];4;65.0
62;661;674;['F5', 'F2', 'F3', 'F4', 'F1'];15;45.0
63;745;685;['F3', 'F1', 'F2'];6;65.0
64;128;792;['F2'];2;75.0
65;474;524;['F3', 'F2', 'F4', 'F5'];14;45.0
66;607;16;['F1', 'F2', 'F4', 'F3'];10;55.00000000000001
67;65;769;['F3', 'F5'];8;45.0
68;564;755;['F2', 'F1', 'F5', 'F4', 'F3'];15;45.0
69;56;134;['F4', 'F2', 'F3', 'F1', 'F5'];15;45.0
70;722;255;['F2', 'F4', 'F3', 'F1'];10;55.00000000000001
71;301;159;['F2', 'F5'];7;45.0
72;576;341;['F2', 'F1'];3;75.0
