NodeId;Status;Resources[CPU, MEM(RAM)];ProcessingDelay;NodeCost;PercentFailure
1;T;[0, 0];0.7;0.6;0
2;T;[0, 0];0.4;0.8;0
3;T;[0, 0];0.6;0.9;0
4;T;[0, 0];0.5;0.8;0
5;T;[0, 0];0.7;0.9;0
6;T;[0, 0];1.0;0.6;0
7;T;[0, 0];0.2;1.0;0
8;T;[0, 0];0.9;0.9;0
9;T;[0, 0];0.6;1.0;0
10;T;[0, 0];0.1;0.5;0
11;T;[0, 0];0.2;0.5;0
12;T;[0, 0];0.7;0.8;0
13;T;[0, 0];1.0;1.0;0
14;T;[0, 0];0.7;1.0;0
15;T;[0, 0];0.6;0.5;0
16;T;[0, 0];0.7;0.5;0
17;T;[0, 0];0.9;0.8;0
18;T;[0, 0];0.8;0.9;0
19;T;[0, 0];0.4;0.6;0
20;T;[0, 0];0.1;0.7;0
21;T;[0, 0];0.6;0.6;0
22;T;[0, 0];0.9;1.0;0
23;T;[0, 0];0.7;0.5;0
24;T;[0, 0];1.0;0.8;0
25;T;[0, 0];0.7;0.8;0
26;T;[0, 0];0.4;0.8;0
27;T;[0, 0];0.3;0.8;0
28;T;[0, 0];0.6;0.5;0
29;T;[0, 0];0.1;0.7;0
30;T;[0, 0];0.5;0.6;0
31;T;[0, 0];1.0;1.0;0
32;T;[0, 0];0.7;0.6;0
33;T;[0, 0];0.7;1.0;0
34;T;[0, 0];0.2;1.0;0
35;T;[0, 0];0.3;0.9;0
36;T;[0, 0];0.2;0.8;0
37;T;[0, 0];0.7;0.8;0
38;T;[0, 0];1.0;0.5;0
39;T;[0, 0];0.9;0.9;0
40;T;[0, 0];0.4;0.9;0
41;T;[0, 0];0.8;0.7;0
42;T;[0, 0];0.4;0.5;0
43;T;[0, 0];0.8;0.9;0
44;T;[0, 0];0.9;0.5;0
45;T;[0, 0];0.7;0.9;0
46;T;[0, 0];1.0;0.9;0
47;T;[0, 0];0.3;0.8;0
48;T;[0, 0];1.0;0.9;0
49;T;[0, 0];1.0;0.6;0
50;T;[0, 0];0.4;0.9;0
51;T;[0, 0];0.6;0.7;0
52;T;[0, 0];0.2;0.8;0
53;T;[0, 0];0.4;0.7;0
54;T;[0, 0];0.9;0.7;0
55;T;[0, 0];1.0;0.9;0
56;T;[0, 0];0.3;0.9;0
57;T;[0, 0];0.5;0.5;0
58;T;[0, 0];0.2;0.7;0
59;T;[0, 0];0.2;1.0;0
60;T;[0, 0];0.2;0.6;0
61;T;[0, 0];0.2;1.0;0
62;T;[0, 0];0.2;1.0;0
63;T;[0, 0];0.3;0.9;0
64;T;[0, 0];0.3;0.8;0
65;T;[0, 0];0.9;0.7;0
66;T;[0, 0];0.7;1.0;0
67;T;[0, 0];0.1;0.6;0
68;T;[0, 0];0.3;0.9;0
69;T;[0, 0];0.5;0.9;0
70;T;[0, 0];1.0;0.8;0
71;T;[0, 0];0.7;0.9;0
72;T;[0, 0];0.2;0.7;0
73;T;[0, 0];0.4;0.7;0
74;T;[0, 0];0.2;0.7;0
75;T;[0, 0];1.0;0.8;0
76;T;[0, 0];0.4;0.9;0
77;T;[0, 0];0.4;0.7;0
78;T;[0, 0];0.8;0.7;0
79;T;[0, 0];0.8;0.6;0
80;T;[0, 0];1.0;1.0;0
81;T;[0, 0];1.0;0.9;0
82;T;[0, 0];0.2;0.5;0
83;T;[0, 0];0.3;0.6;0
84;T;[0, 0];0.9;0.7;0
85;T;[0, 0];0.4;0.9;0
86;T;[0, 0];0.9;0.5;0
87;T;[0, 0];0.3;1.0;0
88;T;[0, 0];0.5;0.7;0
89;T;[0, 0];1.0;0.7;0
90;T;[0, 0];0.3;0.7;0
91;T;[0, 0];0.3;0.7;0
92;T;[0, 0];0.2;0.8;0
93;T;[0, 0];1.0;1.0;0
94;T;[0, 0];1.0;0.8;0
95;T;[0, 0];0.6;0.9;0
96;T;[0, 0];0.3;0.9;0
97;T;[0, 0];0.4;0.5;0
98;T;[0, 0];0.7;0.7;0
99;T;[0, 0];0.8;0.8;0
100;T;[0, 0];0.3;0.6;0
101;T;[0, 0];0.4;0.8;0
102;T;[0, 0];0.2;0.6;0
103;T;[0, 0];0.6;0.7;0
104;T;[0, 0];0.7;0.7;0
105;T;[0, 0];0.4;0.8;0
106;T;[0, 0];0.8;0.5;0
107;T;[0, 0];0.5;0.5;0
108;T;[0, 0];0.8;0.9;0
109;T;[0, 0];0.7;0.9;0
110;T;[0, 0];0.2;1.0;0
111;T;[0, 0];0.8;0.8;0
112;T;[0, 0];1.0;1.0;0
113;T;[0, 0];0.2;0.6;0
114;T;[0, 0];0.2;1.0;0
115;T;[0, 0];0.8;0.9;0
116;T;[0, 0];1.0;0.7;0
117;T;[0, 0];1.0;0.8;0
118;T;[0, 0];1.0;0.6;0
119;T;[0, 0];0.2;0.9;0
120;T;[0, 0];0.3;0.7;0
121;T;[0, 0];0.4;0.5;0
122;T;[0, 0];0.7;0.8;0
123;T;[0, 0];0.2;0.5;0
124;T;[0, 0];1.0;0.7;0
125;T;[0, 0];0.6;0.8;0
126;T;[0, 0];0.2;0.5;0
127;T;[0, 0];1.0;0.6;0
128;T;[0, 0];0.3;1.0;0
129;T;[0, 0];0.9;0.8;0
130;T;[0, 0];1.0;0.5;0
131;T;[0, 0];0.2;0.5;0
132;T;[0, 0];0.2;0.9;0
133;T;[0, 0];1.0;0.9;0
134;T;[0, 0];0.6;0.5;0
135;T;[0, 0];1.0;0.7;0
136;T;[0, 0];0.2;0.5;0
137;T;[0, 0];0.7;0.8;0
138;T;[0, 0];0.2;0.8;0
139;T;[0, 0];0.2;0.8;0
140;T;[0, 0];0.7;0.8;0
141;T;[0, 0];0.3;0.5;0
142;T;[0, 0];0.5;0.5;0
143;T;[0, 0];0.1;0.9;0
144;T;[0, 0];0.6;0.8;0
145;T;[0, 0];0.6;0.5;0
146;T;[0, 0];0.9;0.8;0
147;T;[0, 0];0.7;0.7;0
148;T;[0, 0];0.5;1.0;0
149;T;[0, 0];0.1;0.7;0
150;T;[0, 0];0.7;0.7;0
151;T;[0, 0];0.7;0.8;0
152;T;[0, 0];1.0;0.9;0
153;T;[0, 0];0.7;0.5;0
154;T;[0, 0];0.3;1.0;0
155;T;[0, 0];0.4;0.5;0
156;T;[0, 0];0.5;0.9;0
157;T;[0, 0];1.0;0.7;0
158;T;[0, 0];0.6;1.0;0
159;T;[0, 0];0.6;0.9;0
160;T;[0, 0];0.2;0.6;0
161;T;[0, 0];0.5;0.8;0
162;T;[0, 0];0.2;0.5;0
163;T;[0, 0];0.9;0.7;0
164;T;[0, 0];0.4;0.8;0
165;T;[0, 0];0.7;0.7;0
166;T;[0, 0];0.7;0.8;0
167;T;[0, 0];0.8;0.5;0
168;T;[0, 0];0.8;0.7;0
169;T;[0, 0];0.5;1.0;0
170;T;[0, 0];0.1;0.5;0
171;T;[0, 0];0.8;0.8;0
172;T;[0, 0];0.8;0.8;0
173;T;[0, 0];0.5;0.6;0
174;T;[0, 0];0.7;0.5;0
175;T;[0, 0];0.5;1.0;0
176;T;[0, 0];1.0;0.8;0
177;T;[0, 0];0.2;0.8;0
178;T;[0, 0];0.5;0.7;0
179;T;[0, 0];0.3;0.5;0
180;T;[0, 0];0.6;0.9;0
181;T;[0, 0];0.2;1.0;0
182;T;[0, 0];0.9;0.7;0
183;T;[0, 0];0.8;1.0;0
184;T;[0, 0];0.1;0.7;0
185;T;[0, 0];0.3;0.6;0
186;T;[0, 0];0.4;1.0;0
187;T;[0, 0];0.7;0.8;0
188;T;[0, 0];0.3;0.9;0
189;T;[0, 0];0.8;0.6;0
190;T;[0, 0];0.2;0.7;0
191;T;[0, 0];0.5;0.6;0
192;T;[0, 0];0.4;0.5;0
193;T;[0, 0];0.6;0.8;0
194;T;[0, 0];0.8;0.9;0
195;T;[0, 0];0.2;0.9;0
196;T;[0, 0];0.7;0.7;0
197;T;[0, 0];0.1;0.9;0
198;T;[0, 0];0.1;0.9;0
199;T;[0, 0];0.7;0.9;0
200;T;[0, 0];0.8;0.7;0
201;T;[0, 0];0.8;0.5;0
202;T;[0, 0];0.7;0.8;0
203;T;[0, 0];0.5;0.8;0
204;T;[0, 0];0.2;0.7;0
205;T;[0, 0];0.5;0.8;0
206;T;[0, 0];0.1;0.7;0
207;T;[0, 0];0.2;0.7;0
208;T;[0, 0];0.9;1.0;0
209;T;[0, 0];0.8;0.9;0
210;T;[0, 0];0.5;0.8;0
211;T;[0, 0];0.1;0.8;0
212;T;[0, 0];0.7;1.0;0
213;T;[0, 0];0.7;0.5;0
214;T;[0, 0];0.9;0.9;0
215;T;[0, 0];0.5;0.5;0
216;T;[0, 0];0.1;0.8;0
217;T;[0, 0];0.6;0.6;0
218;T;[0, 0];0.8;0.8;0
219;T;[0, 0];0.9;1.0;0
220;T;[0, 0];0.9;0.9;0
221;T;[0, 0];0.9;0.5;0
222;T;[0, 0];0.8;0.7;0
223;T;[0, 0];0.5;0.8;0
224;T;[0, 0];0.9;1.0;0
225;T;[0, 0];0.8;0.5;0
226;T;[0, 0];0.6;0.9;0
227;T;[0, 0];0.5;0.6;0
228;T;[0, 0];0.8;1.0;0
229;T;[0, 0];0.6;0.5;0
230;T;[0, 0];0.1;0.9;0
231;T;[0, 0];1.0;0.7;0
232;T;[0, 0];0.1;0.5;0
233;T;[0, 0];0.8;0.7;0
234;T;[0, 0];0.5;0.9;0
235;T;[0, 0];1.0;0.7;0
236;T;[0, 0];0.9;1.0;0
237;T;[0, 0];0.7;0.8;0
238;T;[0, 0];0.8;0.8;0
239;T;[0, 0];0.8;0.7;0
240;T;[0, 0];0.7;0.7;0
241;T;[0, 0];0.5;0.9;0
242;T;[0, 0];0.8;0.5;0
243;T;[0, 0];0.6;0.6;0
244;T;[0, 0];0.6;0.7;0
245;T;[0, 0];1.0;0.6;0
246;T;[0, 0];0.3;0.8;0
247;T;[0, 0];0.4;1.0;0
248;T;[0, 0];0.4;0.7;0
249;T;[0, 0];0.2;0.9;0
250;T;[0, 0];0.6;0.6;0
251;T;[0, 0];0.4;0.9;0
252;T;[0, 0];0.5;0.6;0
253;T;[0, 0];0.6;0.7;0
254;T;[0, 0];1.0;0.8;0
255;T;[0, 0];0.8;0.6;0
256;T;[0, 0];1.0;1.0;0
257;T;[0, 0];1.0;0.8;0
258;T;[0, 0];1.0;0.7;0
259;T;[0, 0];0.5;0.5;0
260;T;[0, 0];0.7;0.5;0
261;T;[0, 0];0.6;0.6;0
262;T;[0, 0];0.7;0.5;0
263;T;[0, 0];0.2;1.0;0
264;T;[0, 0];0.3;0.5;0
265;T;[0, 0];0.2;0.6;0
266;T;[0, 0];0.5;0.7;0
267;T;[0, 0];0.8;0.5;0
268;T;[0, 0];0.6;0.9;0
269;T;[0, 0];0.9;0.6;0
270;T;[0, 0];0.1;0.5;0
271;T;[0, 0];0.7;0.9;0
272;T;[0, 0];0.9;0.8;0
273;T;[0, 0];0.5;0.8;0
274;T;[0, 0];0.2;1.0;0
275;T;[0, 0];0.8;0.7;0
276;T;[0, 0];0.3;0.6;0
277;T;[0, 0];0.1;0.6;0
278;T;[0, 0];0.3;0.8;0
279;T;[0, 0];0.4;0.6;0
280;T;[0, 0];0.5;0.5;0
281;T;[0, 0];0.1;0.5;0
282;T;[0, 0];0.4;0.8;0
283;T;[0, 0];0.6;0.6;0
284;T;[0, 0];0.4;0.9;0
285;T;[0, 0];0.3;0.5;0
286;T;[0, 0];0.6;0.5;0
287;T;[0, 0];0.5;0.9;0
288;T;[0, 0];0.1;0.7;0
289;T;[0, 0];0.8;0.7;0
290;T;[0, 0];0.2;0.6;0
291;T;[0, 0];0.6;1.0;0
292;T;[0, 0];0.3;0.7;0
293;T;[0, 0];0.3;0.7;0
294;T;[0, 0];0.1;1.0;0
295;T;[0, 0];0.2;0.5;0
296;T;[0, 0];0.1;0.7;0
297;T;[0, 0];0.3;0.9;0
298;T;[0, 0];1.0;0.7;0
299;T;[0, 0];0.9;0.9;0
300;T;[0, 0];0.1;0.5;0
301;T;[0, 0];0.7;1.0;0
302;T;[0, 0];0.7;0.9;0
303;T;[0, 0];0.3;0.8;0
304;T;[0, 0];0.5;0.5;0
305;T;[0, 0];0.1;0.6;0
306;T;[0, 0];0.1;1.0;0
307;T;[0, 0];0.8;0.5;0
308;T;[0, 0];0.9;1.0;0
309;T;[0, 0];0.6;1.0;0
310;T;[0, 0];0.7;0.8;0
311;T;[0, 0];0.3;0.5;0
312;T;[0, 0];0.3;0.5;0
313;T;[0, 0];0.3;0.6;0
314;T;[0, 0];0.7;0.6;0
315;T;[0, 0];0.4;1.0;0
316;T;[0, 0];0.5;0.9;0
317;T;[0, 0];0.2;0.9;0
318;T;[0, 0];0.1;0.9;0
319;T;[0, 0];0.7;0.7;0
320;T;[0, 0];0.7;0.5;0
321;T;[0, 0];0.2;0.9;0
322;T;[0, 0];0.1;0.9;0
323;T;[0, 0];0.4;0.7;0
324;T;[0, 0];0.5;0.5;0
325;T;[0, 0];0.1;0.6;0
326;T;[0, 0];0.6;0.6;0
327;T;[0, 0];0.1;0.6;0
328;T;[0, 0];0.7;1.0;0
329;T;[0, 0];0.5;1.0;0
330;T;[0, 0];0.8;0.6;0
331;T;[0, 0];1.0;0.5;0
332;T;[0, 0];0.4;0.7;0
333;T;[0, 0];0.6;1.0;0
334;T;[0, 0];0.9;1.0;0
335;T;[0, 0];0.9;0.8;0
336;T;[0, 0];0.7;1.0;0
337;T;[0, 0];0.4;0.5;0
