requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;238;568;['F1', 'F5'];6;0.45
2;514;529;['F1', 'F2', 'F4', 'F3', 'F5'];15;0.45
3;798;540;['F2'];2;0.75
4;218;104;['F1'];1;0.85
5;501;785;['F2', 'F4', 'F5'];11;0.45
6;796;778;['F4', 'F1', 'F3'];8;0.55
7;662;281;['F3'];3;0.65
8;670;30;['F3'];3;0.65
9;74;452;['F2', 'F3', 'F5', 'F1', 'F4'];15;0.45
10;250;771;['F1', 'F5', 'F4'];10;0.45
11;32;329;['F1', 'F3', 'F5'];9;0.45
12;159;423;['F1', 'F3'];4;0.65
13;768;428;['F4', 'F1', 'F2', 'F5'];12;0.45
14;700;325;['F3', 'F1', 'F4', 'F5'];13;0.45
15;789;355;['F4'];4;0.55
16;716;799;['F5', 'F4', 'F3', 'F2'];14;0.45
17;60;106;['F3'];3;0.65
18;753;91;['F1', 'F2'];3;0.75
19;624;315;['F5', 'F4', 'F2', 'F3'];14;0.45
20;157;411;['F1', 'F5', 'F2'];8;0.45
21;441;705;['F5', 'F3', 'F2', 'F4'];14;0.45
22;654;311;['F4'];4;0.55
23;451;606;['F2', 'F5', 'F4', 'F1', 'F3'];15;0.45
24;201;707;['F3', 'F5', 'F2', 'F4', 'F1'];15;0.45
25;249;264;['F4'];4;0.55
26;659;630;['F2', 'F4', 'F5', 'F3', 'F1'];15;0.45
27;53;633;['F1'];1;0.85
28;402;87;['F5', 'F2'];7;0.45
29;164;447;['F1', 'F2', 'F5', 'F3', 'F4'];15;0.45
30;777;550;['F4', 'F3'];7;0.55
31;743;677;['F1'];1;0.85
32;320;180;['F4', 'F1', 'F2'];7;0.55
33;548;349;['F5', 'F1', 'F2', 'F4', 'F3'];15;0.45
34;530;536;['F5', 'F3', 'F1'];9;0.45
35;523;506;['F3', 'F5', 'F1', 'F2', 'F4'];15;0.45
36;90;601;['F2', 'F1', 'F5', 'F3', 'F4'];15;0.45
37;267;95;['F5', 'F1', 'F4', 'F2'];12;0.45
38;606;531;['F2', 'F5', 'F3', 'F1'];11;0.45
39;553;32;['F5', 'F4', 'F1', 'F3'];13;0.45
40;405;428;['F5', 'F4', 'F2'];11;0.45
41;530;447;['F4', 'F1', 'F3'];8;0.55
42;192;732;['F2', 'F1', 'F4'];7;0.55
43;405;93;['F2', 'F5'];7;0.45
44;562;419;['F5', 'F3', 'F2'];10;0.45
45;376;142;['F3', 'F2'];5;0.65
46;777;620;['F4', 'F5', 'F2'];11;0.45
47;3;617;['F5', 'F3', 'F2', 'F4'];14;0.45
48;214;625;['F1'];1;0.85
49;619;23;['F2', 'F4'];6;0.55
50;362;217;['F2', 'F1', 'F4', 'F3', 'F5'];15;0.45
51;156;583;['F2', 'F3', 'F4'];9;0.55
52;448;393;['F5'];5;0.45
53;590;84;['F1', 'F2'];3;0.75
54;610;256;['F3', 'F4'];7;0.55
55;132;57;['F5', 'F3', 'F2', 'F1'];11;0.45
56;314;487;['F2'];2;0.75
57;192;616;['F3', 'F1', 'F4'];8;0.55
58;528;410;['F4', 'F1', 'F5', 'F3', 'F2'];15;0.45
59;482;743;['F1', 'F4', 'F3'];8;0.55
60;452;423;['F2', 'F5', 'F4', 'F1', 'F3'];15;0.45
61;434;794;['F1', 'F4', 'F2', 'F3'];10;0.55
62;669;505;['F4', 'F5', 'F1'];10;0.45
63;198;437;['F1'];1;0.85
64;93;503;['F3', 'F2', 'F5', 'F1'];11;0.45
65;303;360;['F4', 'F2', 'F3', 'F1'];10;0.55
66;493;546;['F4', 'F2', 'F3', 'F1'];10;0.55
67;754;752;['F2', 'F1'];3;0.75
68;143;380;['F4', 'F5', 'F1', 'F3'];13;0.45
69;431;670;['F5', 'F2', 'F4', 'F1', 'F3'];15;0.45
70;388;278;['F2', 'F5'];7;0.45
71;400;556;['F5', 'F1'];6;0.45
72;310;41;['F1', 'F4', 'F2', 'F3', 'F5'];15;0.45
73;655;462;['F2', 'F4', 'F5', 'F1'];12;0.45
74;102;199;['F5', 'F3', 'F4'];12;0.45
75;350;487;['F2', 'F4', 'F3', 'F1', 'F5'];15;0.45
