requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;386;327;['F1', 'F5', 'F4', 'F2', 'F3'];15;0.45
2;606;180;['F2', 'F3', 'F5', 'F4'];14;0.45
3;407;744;['F1', 'F2'];3;0.75
4;570;51;['F1'];1;0.85
5;633;335;['F1', 'F4', 'F5'];10;0.45
6;265;80;['F5', 'F3', 'F4', 'F2'];14;0.45
7;362;703;['F5', 'F3', 'F2'];10;0.45
8;41;444;['F5', 'F1', 'F4', 'F2'];12;0.45
9;599;553;['F5', 'F2', 'F3', 'F1', 'F4'];15;0.45
10;722;222;['F4'];4;0.55
11;507;683;['F1', 'F4', 'F3'];8;0.55
12;147;577;['F4'];4;0.55
13;766;555;['F2', 'F4', 'F5'];11;0.45
14;127;708;['F1', 'F2', 'F3', 'F5'];11;0.45
15;56;101;['F3', 'F2', 'F5'];10;0.45
16;793;549;['F1'];1;0.85
17;588;541;['F4', 'F5'];9;0.45
18;491;362;['F1', 'F5', 'F4'];10;0.45
19;564;61;['F5', 'F3', 'F2', 'F1'];11;0.45
20;371;78;['F1', 'F4', 'F2', 'F3'];10;0.55
21;645;355;['F4', 'F5'];9;0.45
22;439;165;['F4', 'F2', 'F5'];11;0.45
23;552;782;['F4', 'F5', 'F2', 'F3', 'F1'];15;0.45
24;264;338;['F3', 'F4', 'F5', 'F2'];14;0.45
25;444;315;['F1', 'F2'];3;0.75
26;551;365;['F2', 'F3'];5;0.65
27;755;773;['F1', 'F3', 'F2', 'F5', 'F4'];15;0.45
28;234;363;['F3'];3;0.65
29;758;487;['F1', 'F3'];4;0.65
30;177;74;['F3', 'F4', 'F5', 'F2'];14;0.45
31;656;234;['F3'];3;0.65
32;630;17;['F5', 'F2', 'F4', 'F3', 'F1'];15;0.45
33;412;671;['F4', 'F3', 'F2'];9;0.55
34;522;388;['F4', 'F2', 'F1', 'F3'];10;0.55
35;668;314;['F1', 'F5', 'F4', 'F2', 'F3'];15;0.45
36;606;614;['F4', 'F1', 'F2', 'F3'];10;0.55
37;19;433;['F4', 'F2', 'F1', 'F5', 'F3'];15;0.45
