DATASET=TINY,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
203,47,14.999310344827585,13.112315270935959,35.18853804947643%,6.4926108374384235,[30.3, 44.3],163.805
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,1|,R1P1|,25.737704918032783%|,16.310000000000002|,14.000000000000002|,['F3', 'F1', 'F5', 'F4', 'F2']|,[191, 364, 318, 305, 331, 378, 233]|
DENIED|,2|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F1', 'F2']|,src=157|, dest=246|
APPROVED|,3|,R3P1|,49.34426229508196%|,12.38|,13.9|,['F1', 'F2', 'F4', 'F5', 'F3']|,[114, 338, 366, 394, 398, 367, 200]|
APPROVED|,4|,R4P2|,48.55737704918033%|,17.41|,15.200000000000001|,['F4', 'F1', 'F5']|,[279, 393, 346, 398, 367, 330, 89]|
APPROVED|,5|,R5P1|,36.393442622950815%|,12.6|,12.2|,['F1']|,[286, 396, 368, 400, 340, 118]|
APPROVED|,6|,R6P4|,23.224043715846996%|,17.179999999999996|,17.0|,['F4', 'F1', 'F2', 'F3', 'F5']|,[119, 340, 306, 301, 305, 331, 351, 151]|
APPROVED|,7|,R7P1|,40.32786885245901%|,13.290000000000001|,11.8|,['F4']|,[170, 357, 358, 397, 378, 233]|
APPROVED|,8|,R8P1|,45.01639344262294%|,15.430000000000001|,15.100000000000001|,['F1']|,[184, 362, 391, 363, 378, 346, 136]|
APPROVED|,9|,R9P1|,46.229508196721305%|,12.26|,12.600000000000001|,['F1', 'F3']|,[111, 337, 367, 398, 350, 150]|
APPROVED|,10|,R10P2|,36.010928961748625%|,16.130000000000003|,15.999999999999998|,['F3', 'F1', 'F4', 'F5']|,[150, 350, 356, 326, 338, 383, 347, 139]|
APPROVED|,11|,R11P1|,43.52459016393443%|,16.189999999999994|,11.700000000000001|,['F1', 'F3', 'F5', 'F4', 'F2']|,[26, 309, 382, 379, 369, 207]|
DENIED|,12|,NONE|,NONE|,0|,0|,['F5', 'F2']|,src=294|, dest=255|
APPROVED|,13|,R13P1|,34.19672131147541%|,13.27|,14.499999999999998|,['F4', 'F2']|,[120, 340, 400, 368, 396, 392, 274]|
APPROVED|,14|,R14P1|,34.67213114754098%|,13.280000000000001|,11.4|,['F1', 'F5', 'F2', 'F4']|,[251, 384, 327, 317, 392, 275]|
APPROVED|,15|,R15P1|,29.75409836065574%|,15.059999999999999|,12.100000000000001|,['F1', 'F4', 'F2', 'F5']|,[9, 303, 375, 316, 328, 82]|
APPROVED|,16|,R16P1|,36.63934426229508%|,14.280000000000001|,11.799999999999999|,['F2']|,[95, 332, 361, 339, 317, 50]|
APPROVED|,17|,R17P1|,35.1639344262295%|,11.299999999999999|,12.4|,['F4']|,[108, 336, 306, 340, 382, 246]|
DENIED|,18|,NONE|,NONE|,0|,0|,['F5']|,src=151|, dest=153|
APPROVED|,19|,R19P1|,42.540983606557376%|,15.630000000000003|,12.200000000000001|,['F1', 'F5', 'F3']|,[242, 381, 394, 366, 309, 27]|
APPROVED|,20|,R20P1|,43.9344262295082%|,9.93|,7.799999999999999|,['F2', 'F4']|,[218, 373, 343, 129]|
APPROVED|,21|,R21P1|,35.77049180327869%|,17.880000000000003|,13.9|,['F4', 'F3', 'F5', 'F1']|,[240, 380, 381, 358, 397, 378, 234]|
APPROVED|,22|,R22P1|,39.31147540983606%|,15.42|,13.4|,['F2', 'F5', 'F4', 'F3', 'F1']|,[289, 397, 332, 333, 325, 360, 179]|
APPROVED|,23|,R23P1|,37.62295081967213%|,12.219999999999999|,11.9|,['F5', 'F3']|,[258, 386, 319, 365, 303, 9]|
APPROVED|,24|,R24P1|,39.07103825136611%|,11.82|,9.299999999999999|,['F1', 'F3']|,[239, 380, 344, 359, 175]|
APPROVED|,25|,R25P2|,37.9344262295082%|,16.73|,14.4|,['F2', 'F5']|,[9, 303, 353, 380, 355, 341, 122]|
APPROVED|,26|,R26P1|,41.557377049180324%|,14.360000000000003|,13.0|,['F5', 'F1']|,[229, 377, 341, 393, 346, 136]|
APPROVED|,27|,R27P1|,29.26229508196721%|,14.96|,12.200000000000001|,['F5', 'F2', 'F3', 'F1']|,[222, 374, 339, 361, 388, 264]|
APPROVED|,28|,R28P1|,34.42622950819672%|,12.76|,12.0|,['F1']|,[33, 311, 364, 395, 353, 158]|
DENIED|,29|,NONE|,NONE|,0|,0|,['F5', 'F1']|,src=196|, dest=296|
APPROVED|,30|,R30P1|,31.967213114754095%|,14.79|,12.0|,['F2', 'F3', 'F1']|,[83, 328, 339, 317, 392, 274]|
APPROVED|,31|,R31P1|,28.524590163934427%|,13.07|,11.7|,['F5', 'F3']|,[173, 358, 381, 394, 366, 198]|
APPROVED|,32|,R32P1|,34.42622950819671%|,10.65|,11.7|,['F1']|,[148, 350, 356, 326, 338, 112]|
APPROVED|,33|,R33P2|,39.11475409836066%|,16.8|,14.4|,['F1', 'F3', 'F4']|,[167, 356, 350, 398, 346, 379, 235]|
APPROVED|,34|,R34P1|,37.37704918032787%|,15.180000000000001|,12.1|,['F5', 'F4']|,[47, 316, 375, 350, 372, 216]|
APPROVED|,35|,R35P3|,28.88524590163934%|,16.400000000000002|,14.899999999999999|,['F5', 'F1', 'F4', 'F2', 'F3']|,[225, 375, 350, 398, 394, 381, 241]|
APPROVED|,36|,R36P1|,25.147540983606554%|,13.690000000000001|,14.0|,['F2', 'F1']|,[75, 325, 375, 350, 356, 326, 78]|
APPROVED|,37|,R37P1|,26.174863387978142%|,18.26|,17.900000000000002|,['F5', 'F4']|,[35, 312, 322, 355, 341, 393, 400, 300]|
APPROVED|,38|,R38P1|,47.81420765027322%|,17.0|,16.6|,['F1', 'F4']|,[187, 363, 378, 397, 332, 333, 329, 86]|
APPROVED|,39|,R39P1|,25.300546448087434%|,13.090000000000002|,10.1|,['F2', 'F5', 'F4']|,[216, 372, 350, 356, 166]|
APPROVED|,40|,R40P1|,33.22404371584699%|,20.66|,17.400000000000002|,['F5', 'F4']|,[206, 369, 393, 346, 378, 363, 391, 273]|
APPROVED|,41|,R41P1|,23.11475409836066%|,13.310000000000002|,12.200000000000001|,['F5', 'F4', 'F1', 'F2', 'F3']|,[73, 325, 375, 350, 372, 214]|
DENIED|,42|,NONE|,NONE|,0|,0|,['F1', 'F3']|,src=89|, dest=114|
APPROVED|,43|,R43P1|,55.24590163934426%|,8.89|,7.5|,['F3']|,[158, 353, 380, 239]|
APPROVED|,44|,R44P2|,33.224043715846996%|,17.98|,16.1|,['F3', 'F4']|,[99, 333, 325, 360, 340, 306, 362, 186]|
APPROVED|,45|,R45P1|,24.699453551912566%|,20.22|,16.3|,['F1', 'F3', 'F5']|,[36, 312, 322, 311, 371, 349, 347, 139]|
APPROVED|,46|,R46P1|,49.23497267759562%|,11.3|,9.7|,['F5', 'F1', 'F4', 'F3', 'F2']|,[143, 348, 344, 380, 239]|
APPROVED|,47|,R47P3|,43.715846994535525%|,17.13|,16.5|,['F4', 'F1']|,[135, 345, 308, 316, 328, 385, 397, 289]|
APPROVED|,48|,R48P1|,9.836065573770494%|,11.26|,11.499999999999998|,['F5', 'F3', 'F1']|,[210, 370, 310, 321, 311, 31]|
APPROVED|,49|,R49P2|,26.065573770491802%|,11.72|,12.1|,['F5', 'F4', 'F3', 'F2']|,[41, 314, 312, 322, 384, 251]|
APPROVED|,50|,R50P1|,41.065573770491795%|,10.75|,12.4|,['F2', 'F3', 'F4', 'F5']|,[163, 355, 380, 353, 395, 284]|
APPROVED|,51|,R51P1|,48.442622950819676%|,15.259999999999998|,12.399999999999999|,['F1', 'F4', 'F3', 'F5']|,[86, 329, 352, 388, 361, 181]|
APPROVED|,52|,R52P1|,33.01639344262294%|,17.53|,14.8|,['F4', 'F1']|,[147, 349, 361, 339, 317, 379, 237]|
APPROVED|,53|,R53P1|,54.20765027322404%|,14.29|,16.5|,['F4', 'F5', 'F3']|,[254, 385, 354, 351, 387, 319, 365, 193]|
APPROVED|,54|,R54P1|,10.491803278688526%|,8.27|,7.8|,['F3', 'F5', 'F4', 'F1', 'F2']|,[41, 314, 313, 39]|
APPROVED|,55|,R55P1|,35.18032786885246%|,17.04|,14.3|,['F5', 'F3', 'F1', 'F2']|,[218, 373, 390, 360, 325, 327, 81]|
APPROVED|,56|,R56P1|,36.63934426229508%|,13.75|,12.3|,['F1']|,[94, 332, 361, 339, 317, 49]|
APPROVED|,57|,R57P1|,37.34426229508197%|,14.02|,14.9|,['F1']|,[71, 324, 374, 339, 361, 388, 262]|
APPROVED|,58|,R58P1|,32.622950819672134%|,9.470000000000002|,7.2|,['F1', 'F5', 'F2']|,[73, 325, 333, 97]|
APPROVED|,59|,R59P1|,46.39344262295082%|,11.11|,7.5|,['F4', 'F1', 'F2']|,[208, 370, 307, 19]|
APPROVED|,60|,R60P1|,46.1967213114754%|,17.219999999999995|,14.200000000000001|,['F3', 'F1', 'F4']|,[147, 349, 391, 354, 385, 384, 252]|
APPROVED|,61|,R61P1|,10.819672131147543%|,18.240000000000002|,12.1|,['F4', 'F5', 'F2']|,[28, 310, 313, 327, 325, 75]|
APPROVED|,62|,R62P1|,26.284153005464482%|,13.18|,9.1|,['F4', 'F2', 'F5']|,[5, 302, 305, 318, 54]|
APPROVED|,63|,R63P1|,20.81967213114754%|,18.080000000000002|,14.0|,['F2', 'F1']|,[236, 379, 317, 327, 313, 314, 40]|
APPROVED|,64|,R64P3|,39.4535519125683%|,20.639999999999997|,16.4|,['F2', 'F1', 'F3', 'F5', 'F4']|,[122, 341, 355, 337, 316, 375, 325, 74]|
APPROVED|,65|,R65P1|,45.24590163934426%|,12.879999999999999|,11.7|,['F4']|,[238, 380, 353, 395, 318, 54]|
APPROVED|,66|,R66P1|,43.049180327868854%|,14.77|,13.399999999999997|,['F2', 'F1']|,[266, 389, 338, 326, 368, 396, 287]|
