DATASET=TINY,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
110,140,15.108000000000002,12.413636363636366,36.80034773969199%,6.2272727272727275,[102.0, 148.66666666666666],566.8
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,1|,R1P1|,48.852459016393446%|,8.65|,7.699999999999999|,['F2', 'F3']|,[45, 165, 156, 16]|
APPROVED|,2|,R2P1|,38.114754098360656%|,15.77|,11.900000000000002|,['F5']|,[14, 155, 189, 196, 161, 32]|
APPROVED|,3|,R3P3|,40.76502732240437%|,17.97|,15.9|,['F3', 'F1']|,[10, 154, 165, 167, 198, 159, 155, 15]|
APPROVED|,4|,R4P1|,26.91803278688524%|,18.53|,14.1|,['F3', 'F2', 'F5', 'F4', 'F1']|,[4, 152, 188, 158, 154, 157, 20]|
APPROVED|,5|,R5P1|,35.40983606557377%|,12.629999999999999|,12.6|,['F1', 'F2', 'F3']|,[24, 158, 154, 169, 156, 18]|
APPROVED|,6|,R6P1|,48.852459016393446%|,7.979999999999999|,7.9|,['F1', 'F5']|,[43, 165, 156, 18]|
APPROVED|,7|,R7P1|,36.1639344262295%|,17.429999999999996|,13.9|,['F4', 'F3', 'F1', 'F5', 'F2']|,[11, 154, 169, 170, 197, 161, 31]|
APPROVED|,8|,R8P1|,43.224043715846996%|,22.820000000000004|,15.099999999999998|,['F4', 'F1', 'F5', 'F2', 'F3']|,[44, 165, 167, 198, 159, 155, 164, 42]|
APPROVED|,9|,R9P1|,43.333333333333336%|,11.51|,9.2|,['F2', 'F4']|,[21, 157, 154, 165, 45]|
APPROVED|,10|,R10P1|,35.13661202185792%|,12.989999999999998|,9.2|,['F2', 'F3', 'F1', 'F5']|,[24, 158, 154, 157, 21]|
APPROVED|,11|,R11P1|,34.15300546448087%|,10.18|,9.899999999999999|,['F2', 'F4', 'F3', 'F5']|,[2, 151, 162, 156, 18]|
APPROVED|,12|,R12P1|,32.213114754098356%|,12.47|,12.1|,['F1', 'F2', 'F5']|,[19, 157, 154, 169, 156, 16]|
APPROVED|,13|,R13P3|,33.551912568306015%|,17.970000000000002|,16.3|,['F2']|,[35, 162, 160, 194, 174, 176, 164, 42]|
APPROVED|,14|,R14P1|,26.065573770491802%|,5.640000000000001|,5.5|,['F4', 'F5']|,[39, 163, 37]|
APPROVED|,15|,R15P2|,34.67213114754099%|,14.570000000000002|,11.600000000000001|,['F2', 'F3', 'F1', 'F5', 'F4']|,[40, 164, 172, 191, 152, 4]|
DENIED|,16|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F2', 'F3']|,src=41|, dest=25|
APPROVED|,17|,R17P1|,27.04918032786885%|,14.62|,12.0|,['F1', 'F4']|,[20, 157, 154, 169, 160, 29]|
APPROVED|,18|,R18P1|,35.13661202185792%|,11.699999999999998|,9.7|,['F5', 'F4']|,[19, 157, 154, 158, 24]|
APPROVED|,19|,R19P1|,49.89071038251367%|,10.79|,9.7|,['F2', 'F4', 'F3', 'F1']|,[40, 164, 176, 163, 38]|
DENIED|,20|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F1', 'F4']|,src=12|, dest=21|
DENIED|,21|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F1', 'F5']|,src=10|, dest=20|
APPROVED|,22|,R22P1|,50.32786885245901%|,12.94|,7.0|,['F4', 'F2', 'F1']|,[13, 155, 164, 42]|
DENIED|,23|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F3', 'F5']|,src=7|, dest=11|
APPROVED|,24|,R24P1|,34.15300546448087%|,10.75|,9.9|,['F1', 'F2', 'F3', 'F5']|,[3, 151, 162, 156, 17]|
APPROVED|,25|,R25P1|,49.91803278688525%|,16.759999999999998|,11.8|,['F3', 'F5', 'F1', 'F2', 'F4']|,[15, 155, 164, 176, 163, 39]|
APPROVED|,26|,R26P3|,36.666666666666664%|,17.84|,16.2|,['F5', 'F2', 'F4']|,[14, 155, 159, 198, 167, 165, 160, 30]|
APPROVED|,27|,R27P3|,21.40983606557377%|,15.709999999999999|,14.5|,['F2', 'F4', 'F5']|,[33, 161, 199, 194, 174, 152, 6]|
APPROVED|,28|,R28P1|,33.68852459016393%|,11.719999999999999|,12.099999999999998|,['F4']|,[36, 162, 156, 166, 153, 9]|
APPROVED|,29|,R29P2|,28.491803278688526%|,14.62|,14.400000000000002|,['F4', 'F5', 'F3', 'F2', 'F1']|,[6, 152, 174, 194, 160, 165, 45]|
APPROVED|,30|,R30P1|,39.34426229508197%|,15.379999999999999|,11.9|,['F1', 'F4']|,[8, 153, 166, 198, 159, 26]|
APPROVED|,31|,R31P1|,33.803278688524586%|,14.85|,14.6|,['F4', 'F2', 'F3']|,[15, 155, 159, 198, 166, 156, 18]|
APPROVED|,32|,R32P1|,35.46448087431693%|,12.59|,10.5|,['F3', 'F5', 'F4', 'F2', 'F1']|,[8, 153, 166, 156, 18]|
APPROVED|,33|,R33P1|,36.1639344262295%|,15.810000000000002|,14.4|,['F4', 'F1', 'F5', 'F3', 'F2']|,[37, 163, 173, 197, 170, 151, 3]|
APPROVED|,34|,R34P4|,23.770491803278688%|,15.51|,14.100000000000001|,['F1', 'F4']|,[24, 158, 188, 152, 190, 151, 1]|
DENIED|,35|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F2', 'F3', 'F4']|,src=34|, dest=18|
DENIED|,36|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F1']|,src=1|, dest=9|
APPROVED|,37|,R37P1|,26.612021857923494%|,11.239999999999998|,10.0|,['F5', 'F4']|,[30, 160, 169, 154, 11]|
APPROVED|,38|,R38P4|,40.08196721311475%|,13.079999999999998|,12.000000000000002|,['F5', 'F4', 'F3', 'F1', 'F2']|,[35, 162, 156, 165, 154, 12]|
APPROVED|,39|,R39P2|,37.34426229508196%|,20.13|,14.500000000000002|,['F5', 'F1', 'F2', 'F4']|,[9, 153, 175, 167, 199, 161, 33]|
APPROVED|,40|,R40P1|,36.1639344262295%|,14.07|,13.899999999999999|,['F4', 'F3', 'F1', 'F2']|,[39, 163, 173, 197, 170, 151, 2]|
APPROVED|,41|,R41P4|,37.158469945355186%|,18.099999999999998|,16.499999999999996|,['F1']|,[29, 160, 194, 174, 176, 164, 155, 15]|
APPROVED|,42|,R42P1|,46.22950819672131%|,13.08|,11.6|,['F2', 'F4', 'F5', 'F1']|,[4, 152, 191, 189, 159, 25]|
APPROVED|,43|,R43P2|,42.049180327868854%|,11.789999999999997|,12.0|,['F2', 'F3']|,[2, 151, 162, 156, 165, 45]|
APPROVED|,44|,R44P1|,23.989071038251367%|,10.36|,9.3|,['F3', 'F2', 'F1']|,[6, 152, 188, 158, 22]|
DENIED|,45|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F4', 'F3', 'F5']|,src=19|, dest=1|
APPROVED|,46|,R46P2|,39.61748633879781%|,19.519999999999996|,16.0|,['F3', 'F1', 'F2']|,[41, 164, 172, 191, 200, 158, 154, 11]|
APPROVED|,47|,R47P1|,29.754098360655735%|,11.33|,12.4|,['F2', 'F5']|,[18, 156, 166, 198, 159, 26]|
DENIED|,48|,NONE|,NONE|,0|,0|,['F3', 'F2']|,src=10|, dest=41|
APPROVED|,49|,R49P1|,47.377049180327866%|,17.060000000000002|,13.9|,['F1', 'F2', 'F5']|,[36, 162, 183, 193, 159, 155, 14]|
APPROVED|,50|,R50P1|,46.721311475409834%|,13.959999999999999|,11.7|,['F2']|,[34, 162, 183, 193, 159, 25]|
APPROVED|,51|,R51P1|,36.1639344262295%|,15.41|,14.4|,['F1', 'F4', 'F5']|,[37, 163, 173, 197, 170, 151, 3]|
APPROVED|,52|,R52P2|,29.278688524590162%|,17.62|,14.4|,['F1', 'F4', 'F3', 'F2']|,[31, 161, 199, 167, 175, 157, 20]|
APPROVED|,53|,R53P1|,35.377049180327866%|,18.599999999999994|,14.5|,['F5', 'F2', 'F4']|,[45, 165, 160, 194, 180, 163, 38]|
APPROVED|,54|,R54P1|,54.4808743169399%|,10.360000000000001|,9.9|,['F5', 'F3', 'F1']|,[7, 153, 175, 157, 19]|
APPROVED|,55|,R55P1|,38.60655737704917%|,14.469999999999999|,11.8|,['F2', 'F4', 'F1', 'F3']|,[2, 151, 170, 197, 161, 33]|
APPROVED|,56|,R56P1|,41.69398907103825%|,13.18|,9.599999999999998|,['F3']|,[37, 163, 187, 153, 9]|
APPROVED|,57|,R57P2|,51.90163934426229%|,20.6|,14.200000000000001|,['F5', 'F2', 'F3', 'F1']|,[9, 153, 186, 192, 172, 155, 14]|
