DATASET=TINY,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
165,85,14.165939393939391,11.786060606060603,35.39165424739196%,5.884848484848485,[21.84, 35.84],134.25
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,1|,R1P1|,23.852459016393443%|,19.049999999999997|,12.6|,['F2', 'F1', 'F4', 'F5', 'F3']|,[106, 186, 177, 166, 198, 143]|
APPROVED|,2|,R2P1|,11.573770491803279%|,18.54|,14.8|,['F3', 'F1', 'F2', 'F4', 'F5']|,[145, 199, 167, 198, 166, 177, 81]|
APPROVED|,3|,R3P1|,33.19672131147541%|,13.860000000000001|,11.799999999999999|,['F5']|,[1, 151, 190, 174, 176, 76]|
APPROVED|,4|,R4P1|,27.59562841530055%|,11.840000000000002|,10.0|,['F1', 'F3', 'F2']|,[125, 192, 172, 191, 121]|
APPROVED|,5|,R5P1|,16.229508196721316%|,7.07|,5.6|,['F3', 'F2']|,[122, 191, 121]|
APPROVED|,6|,R6P1|,46.229508196721305%|,15.049999999999997|,12.3|,['F2', 'F4', 'F3']|,[149, 200, 158, 171, 180, 90]|
APPROVED|,7|,R7P1|,34.91803278688524%|,16.01|,12.200000000000001|,['F4', 'F5', 'F1', 'F3']|,[93, 181, 192, 172, 155, 14]|
APPROVED|,8|,R8P1|,41.67213114754098%|,21.69|,13.7|,['F2', 'F5', 'F1', 'F4', 'F3']|,[13, 155, 164, 176, 173, 178, 83]|
APPROVED|,9|,R9P1|,48.44262295081967%|,14.290000000000001|,12.399999999999999|,['F4']|,[115, 189, 196, 179, 184, 101]|
APPROVED|,10|,R10P1|,26.327868852459012%|,11.7|,14.200000000000001|,['F4']|,[53, 168, 198, 167, 199, 194, 130]|
APPROVED|,11|,R11P1|,35.9016393442623%|,6.890000000000001|,5.0|,['F2', 'F3']|,[11, 154, 12]|
APPROVED|,12|,R12P1|,30.245901639344257%|,14.89|,12.799999999999999|,['F5', 'F3']|,[57, 169, 160, 194, 180, 89]|
APPROVED|,13|,R13P1|,38.41530054644808%|,11.700000000000001|,9.799999999999999|,['F4']|,[102, 184, 168, 198, 142]|
APPROVED|,14|,R14P1|,28.278688524590162%|,15.34|,12.399999999999999|,['F3', 'F1', 'F4']|,[56, 169, 154, 158, 188, 113]|
APPROVED|,15|,R15P2|,27.31147540983606%|,15.51|,13.799999999999999|,['F3', 'F5', 'F4']|,[52, 168, 188, 182, 197, 173, 67]|
APPROVED|,16|,R16P1|,38.91803278688525%|,15.92|,13.5|,['F3', 'F5']|,[27, 159, 198, 167, 165, 154, 11]|
APPROVED|,17|,R17P1|,41.67213114754098%|,15.4|,14.4|,['F1', 'F5']|,[117, 189, 155, 172, 192, 181, 93]|
APPROVED|,18|,R18P3|,38.52459016393443%|,14.550000000000002|,13.899999999999999|,['F2', 'F5', 'F1', 'F4']|,[15, 155, 159, 198, 168, 188, 113]|
