Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
1;330;88;100;2.47;1.5;0
2;305;13;100;0.83;1.5;0
3;332;94;100;1.57;1.5;0
4;384;251;100;1.67;1.5;0
5;342;126;100;2.89;1.5;0
6;307;19;100;2.2;1.5;0
7;359;176;100;2.59;1.5;0
8;364;190;100;1.04;1.5;0
9;317;51;100;1.53;1.5;0
10;386;257;100;1.94;1.5;0
11;344;132;100;0.89;1.5;0
12;319;57;100;2.05;1.5;0
13;325;73;100;1.34;1.5;0
14;382;244;100;2.9;1.5;0
15;357;169;100;1.58;1.5;0
16;379;236;100;2.38;1.5;0
17;337;111;100;1.29;1.5;0
18;394;282;100;1.91;1.5;0
19;312;36;100;1.91;1.5;0
20;318;52;100;1.35;1.5;0
21;339;117;100;2.97;1.5;0
22;375;223;100;1.59;1.5;0
23;314;42;100;1.93;1.5;0
24;320;58;100;1.25;1.5;0
25;372;215;100;1.0;1.5;0
26;377;229;100;1.15;1.5;0
27;330;90;100;2.46;1.5;0
28;335;104;100;1.42;1.5;0
29;352;154;100;1.02;1.5;0
30;305;15;100;1.47;1.5;0
31;310;29;100;1.76;1.5;0
32;332;96;100;1.38;1.5;0
33;368;202;100;0.78;1.5;0
34;374;221;100;1.28;1.5;0
35;307;21;100;1.24;1.5;0
36;313;37;100;1.11;1.5;0
37;364;192;100;2.87;1.5;0
38;370;208;100;1.91;1.5;0
39;328;83;100;2.56;1.5;0
40;345;133;100;2.9;1.5;0
41;367;200;100;2.26;1.5;0
42;303;8;100;2.01;1.5;0
43;325;75;100;1.98;1.5;0
44;382;246;100;2.81;1.5;0
45;357;171;100;2.54;1.5;0
46;363;187;100;1.88;1.5;0
47;321;62;100;1.85;1.5;0
48;338;112;100;2.61;1.5;0
49;365;193;100;1.11;1.5;0
50;318;54;100;1.39;1.5;0
51;323;68;100;2.09;1.5;0
52;375;225;100;1.87;1.5;0
53;340;118;100;1.63;1.5;0
54;350;150;100;2.2;1.5;0
55;377;231;100;0.87;1.5;0
56;352;156;100;0.94;1.5;0
57;358;172;100;1.33;1.5;0
58;316;47;100;1.95;1.5;0
59;368;204;100;1.33;1.5;0
60;333;97;100;2.23;1.5;0
61;373;218;100;2.92;1.5;0
62;390;268;100;1.17;1.5;0
63;343;129;100;2.89;1.5;0
64;370;210;100;1.28;1.5;0
65;345;135;100;2.21;1.5;0
66;351;151;100;2.17;1.5;0
67;309;26;100;1.63;1.5;0
68;326;76;100;1.86;1.5;0
69;366;197;100;0.75;1.5;0
70;383;247;100;1.93;1.5;0
71;311;32;100;2.22;1.5;0
72;363;189;100;1.84;1.5;0
73;385;253;100;1.85;1.5;0
74;338;114;100;1.85;1.5;0
75;365;195;100;1.03;1.5;0
76;340;120;100;1.56;1.5;0
77;376;226;100;2.26;1.5;0
78;304;11;100;2.47;1.5;0
79;361;182;100;0.93;1.5;0
80;378;232;100;0.81;1.5;0
81;336;107;100;2.35;1.5;0
82;358;174;100;1.84;1.5;0
83;333;99;100;1.62;1.5;0
84;390;270;100;1.4;1.5;0
85;396;286;100;1.77;1.5;0
86;302;4;100;2.95;1.5;0
87;354;161;100;1.67;1.5;0
88;371;211;100;1.96;1.5;0
89;393;278;100;1.45;1.5;0
90;329;86;100;2.63;1.5;0
91;351;153;100;1.26;1.5;0
92;356;167;100;1.25;1.5;0
93;398;292;100;2.93;1.5;0
94;326;78;100;2.04;1.5;0
95;331;92;100;2.14;1.5;0
96;383;249;100;1.6;1.5;0
97;389;265;100;2.95;1.5;0
98;347;140;100;1.23;1.5;0
99;385;255;100;1.86;1.5;0
100;322;65;100;2.45;1.5;0
101;327;79;100;2.86;1.5;0
102;349;146;100;1.51;1.5;0
103;391;271;100;1.58;1.5;0
104;324;71;100;1.59;1.5;0
105;376;228;100;2.51;1.5;0
106;381;242;100;0.87;1.5;0
107;378;234;100;0.87;1.5;0
108;384;250;100;2.54;1.5;0
109;342;125;100;2.91;1.5;0
110;359;175;100;0.76;1.5;0
111;399;296;100;1.24;1.5;0
112;317;50;100;1.62;1.5;0
113;344;131;100;2.88;1.5;0
114;396;288;100;2.47;1.5;0
115;302;6;100;1.25;1.5;0
116;319;56;100;2.23;1.5;0
117;371;213;100;2.8;1.5;0
118;398;294;100;2.97;1.5;0
119;392;275;100;1.29;1.5;0
120;315;43;100;2.08;1.5;0
121;337;110;100;1.73;1.5;0
122;389;267;100;2.14;1.5;0
123;394;281;100;1.62;1.5;0
124;312;35;100;2.82;1.5;0
