requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;26;267;['F3', 'F4'];7;0.55
2;34;271;['F5'];5;0.45
3;200;293;['F5', 'F4', 'F1', 'F3', 'F2'];15;0.45
4;297;270;['F2'];2;0.75
5;163;18;['F3', 'F5', 'F4'];12;0.45
6;109;196;['F5', 'F2', 'F4', 'F3', 'F1'];15;0.45
7;36;125;['F2', 'F4', 'F1', 'F5', 'F3'];15;0.45
8;244;70;['F2', 'F3', 'F1', 'F4'];10;0.55
9;12;59;['F3'];3;0.65
10;203;210;['F3'];3;0.65
11;176;194;['F2', 'F4', 'F5', 'F3', 'F1'];15;0.45
12;224;55;['F1', 'F2', 'F4'];7;0.55
13;24;274;['F5', 'F3'];8;0.45
14;171;197;['F2', 'F4', 'F5', 'F1', 'F3'];15;0.45
15;117;170;['F3', 'F4'];7;0.55
16;124;151;['F3', 'F1', 'F4'];8;0.55
17;220;127;['F3', 'F1', 'F4', 'F2', 'F5'];15;0.45
18;182;14;['F2'];2;0.75
19;275;119;['F2', 'F5', 'F1', 'F4', 'F3'];15;0.45
20;19;190;['F1', 'F5', 'F2', 'F4'];12;0.45
21;233;27;['F3', 'F2', 'F1'];6;0.65
22;179;111;['F4', 'F5', 'F1', 'F2'];12;0.45
23;163;51;['F3', 'F5', 'F4'];12;0.45
24;167;15;['F3', 'F2', 'F4', 'F1'];10;0.55
25;223;219;['F1', 'F2', 'F4', 'F5', 'F3'];15;0.45
26;123;293;['F5', 'F3', 'F1', 'F2', 'F4'];15;0.45
27;281;9;['F4', 'F2', 'F3'];9;0.55
28;90;113;['F1', 'F5'];6;0.45
29;123;265;['F3'];3;0.65
30;206;202;['F4', 'F5', 'F3', 'F1'];13;0.45
31;74;193;['F1', 'F4', 'F5', 'F3', 'F2'];15;0.45
32;51;44;['F3', 'F2'];5;0.65
33;147;200;['F4', 'F5', 'F1'];10;0.45
34;225;181;['F1', 'F5', 'F2', 'F4'];12;0.45
35;250;167;['F2'];2;0.75
36;293;152;['F3'];3;0.65
37;255;219;['F3', 'F4', 'F5'];12;0.45
38;81;121;['F4', 'F1', 'F3'];8;0.55
39;212;232;['F3', 'F1', 'F2'];6;0.65
40;98;178;['F1', 'F5', 'F4', 'F2', 'F3'];15;0.45
41;29;120;['F2', 'F4', 'F3'];9;0.55
42;53;174;['F2', 'F5', 'F1'];8;0.45
43;5;174;['F4', 'F3', 'F1'];8;0.55
44;144;235;['F3', 'F5', 'F4', 'F2'];14;0.45
45;222;205;['F3', 'F5', 'F4'];12;0.45
46;121;67;['F3'];3;0.65
47;39;125;['F1', 'F4', 'F5', 'F3'];13;0.45
48;296;75;['F1', 'F3'];4;0.65
49;87;98;['F3', 'F5'];8;0.45
50;119;250;['F5', 'F3'];8;0.45
51;32;263;['F4', 'F3', 'F1'];8;0.55
52;255;186;['F5'];5;0.45
53;251;182;['F2', 'F5', 'F4', 'F1'];12;0.45
54;41;13;['F5', 'F1', 'F2', 'F3', 'F4'];15;0.45
55;82;152;['F3', 'F4', 'F2', 'F1', 'F5'];15;0.45
56;182;188;['F3'];3;0.65
57;8;81;['F4', 'F1', 'F3'];8;0.55
58;282;96;['F1', 'F2', 'F4'];7;0.55
59;246;209;['F4', 'F3', 'F5', 'F2', 'F1'];15;0.45
60;20;195;['F4', 'F3', 'F2'];9;0.55
61;62;4;['F1', 'F3'];4;0.65
62;175;49;['F3', 'F4', 'F5', 'F2'];14;0.45
63;228;236;['F1', 'F5', 'F2', 'F4', 'F3'];15;0.45
64;115;93;['F2', 'F3', 'F5', 'F1'];11;0.45
65;280;22;['F4', 'F5', 'F2', 'F3', 'F1'];15;0.45
66;263;17;['F1', 'F2', 'F5', 'F3'];11;0.45
67;129;276;['F1'];1;0.85
68;203;128;['F4'];4;0.55
69;57;143;['F1', 'F5', 'F3', 'F2', 'F4'];15;0.45
70;21;22;['F5', 'F1', 'F3', 'F4', 'F2'];15;0.45
71;126;216;['F2'];2;0.75
72;211;252;['F4', 'F1', 'F3', 'F5', 'F2'];15;0.45
73;200;64;['F2', 'F5'];7;0.45
74;178;293;['F4', 'F2', 'F3', 'F1', 'F5'];15;0.45
75;177;239;['F1', 'F3', 'F4'];8;0.55
76;118;21;['F2', 'F3', 'F5', 'F1'];11;0.45
77;91;241;['F1', 'F4', 'F5', 'F2', 'F3'];15;0.45
78;191;133;['F2', 'F1'];3;0.75
79;62;52;['F3', 'F4', 'F2', 'F5'];14;0.45
80;282;41;['F5', 'F2', 'F4'];11;0.45
81;275;126;['F2', 'F5', 'F3', 'F1'];11;0.45
82;47;90;['F2', 'F3', 'F1'];6;0.65
83;57;291;['F1', 'F2'];3;0.75
84;59;217;['F4', 'F2', 'F1'];7;0.55
85;114;176;['F4', 'F1', 'F5', 'F3', 'F2'];15;0.45
86;171;97;['F5', 'F4', 'F1', 'F2'];12;0.45
87;192;198;['F1', 'F2', 'F3', 'F5'];11;0.45
88;256;259;['F5', 'F2', 'F1', 'F3'];11;0.45
89;129;88;['F3', 'F4', 'F2', 'F5'];14;0.45
90;33;278;['F5', 'F4', 'F1', 'F3', 'F2'];15;0.45
91;117;17;['F2'];2;0.75
92;109;292;['F3', 'F4', 'F2', 'F1'];10;0.55
93;51;117;['F1', 'F3', 'F2'];6;0.65
94;136;59;['F1'];1;0.85
95;79;24;['F5', 'F1', 'F2', 'F3'];11;0.45
96;228;74;['F2', 'F1'];3;0.75
97;123;131;['F4'];4;0.55
98;81;283;['F5'];5;0.45
99;257;189;['F3', 'F4'];7;0.55
100;211;111;['F5', 'F3', 'F1', 'F4', 'F2'];15;0.45
101;119;221;['F5', 'F1', 'F3', 'F2', 'F4'];15;0.45
102;34;209;['F2', 'F5', 'F1', 'F4', 'F3'];15;0.45
103;247;157;['F1', 'F3', 'F5', 'F2'];11;0.45
104;192;213;['F1', 'F2'];3;0.75
105;149;136;['F1', 'F4', 'F3', 'F5'];13;0.45
106;80;178;['F5', 'F2', 'F4'];11;0.45
107;78;61;['F4', 'F3', 'F1'];8;0.55
108;164;102;['F2', 'F1', 'F3', 'F5', 'F4'];15;0.45
109;140;47;['F2', 'F3'];5;0.65
110;274;238;['F4'];4;0.55
111;80;136;['F5'];5;0.45
112;12;79;['F1', 'F5', 'F3', 'F2'];11;0.45
113;107;244;['F5', 'F1', 'F3', 'F4', 'F2'];15;0.45
114;208;109;['F4', 'F2', 'F5', 'F1'];12;0.45
115;225;166;['F4', 'F3', 'F1', 'F5', 'F2'];15;0.45
116;233;36;['F3', 'F2'];5;0.65
117;89;183;['F2'];2;0.75
118;67;197;['F4', 'F1', 'F5', 'F2', 'F3'];15;0.45
119;61;70;['F4', 'F3', 'F5', 'F1'];13;0.45
120;270;279;['F3', 'F1', 'F4', 'F5', 'F2'];15;0.45
121;241;104;['F3', 'F4'];7;0.55
122;202;1;['F4'];4;0.55
123;278;76;['F5', 'F4', 'F2', 'F1', 'F3'];15;0.45
124;73;143;['F4', 'F2'];6;0.55
125;135;152;['F4', 'F1'];5;0.55
126;203;197;['F4'];4;0.55
127;220;197;['F3', 'F4', 'F2'];9;0.55
128;37;52;['F1', 'F3'];4;0.65
129;244;18;['F4', 'F3'];7;0.55
130;161;189;['F5', 'F1', 'F2', 'F3', 'F4'];15;0.45
131;282;199;['F1', 'F3', 'F5', 'F4', 'F2'];15;0.45
132;9;19;['F4', 'F2', 'F3', 'F5'];14;0.45
133;154;238;['F5', 'F4'];9;0.45
134;41;129;['F5', 'F4', 'F1', 'F2', 'F3'];15;0.45
135;58;201;['F4', 'F3', 'F5', 'F1', 'F2'];15;0.45
136;218;300;['F5', 'F3', 'F2', 'F1', 'F4'];15;0.45
137;221;45;['F5', 'F4', 'F3'];12;0.45
138;267;213;['F4', 'F5', 'F3', 'F2', 'F1'];15;0.45
139;140;244;['F2'];2;0.75
140;257;192;['F1'];1;0.85
141;170;150;['F4', 'F5', 'F3', 'F2', 'F1'];15;0.45
142;16;81;['F5', 'F3', 'F2', 'F4', 'F1'];15;0.45
143;265;144;['F4'];4;0.55
144;57;166;['F3', 'F4', 'F2', 'F1', 'F5'];15;0.45
145;168;46;['F2'];2;0.75
146;24;159;['F2'];2;0.75
147;76;179;['F2', 'F1', 'F4'];7;0.55
148;151;121;['F5'];5;0.45
149;122;45;['F5', 'F2'];7;0.45
150;274;277;['F4'];4;0.55
151;88;85;['F5', 'F3', 'F1', 'F4', 'F2'];15;0.45
152;145;171;['F5'];5;0.45
153;132;118;['F5', 'F1', 'F2', 'F3', 'F4'];15;0.45
154;285;8;['F3'];3;0.65
155;153;135;['F2', 'F3', 'F4', 'F5', 'F1'];15;0.45
