TOPOLOGY=MEDIUM,DATASET=5,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=150,LINKS=560,REQUESTS=250
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
71,250,18.025144927536246,16.327536231884054,30.658178150811736%,7.963768115942029,[0, 0],0
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
FAILED|,1|,R1P2|,26.685372005044137%|,14.02|,14.5|,['F5', 'F2', 'F4']|,[275, 32, 11, 30, 69, 68, 422]|
APPROVED|,2|,R2P1|,24.27322404371585%|,19.749999999999996|,16.1|,['F3', 'F1']|,[220, 18, 4, 3, 2, 13, 36, 292]|
FAILED|,3|,R3P2|,33.13544106167057%|,30.240000000000002|,24.399999999999995|,['F1', 'F4', 'F2', 'F5', 'F3']|,[179, 8, 9, 10, 1, 2, 3, 16, 41, 92, 516]|
FAILED|,4|,R4P2|,29.46357012750456%|,14.120000000000001|,10.0|,['F2', 'F3', 'F1', 'F4', 'F5']|,[163, 4, 17, 16, 211]|
FAILED|,5|,R5P2|,36.0160031225605%|,23.81|,23.6|,['F2', 'F5', 'F4']|,[276, 32, 11, 1, 2, 3, 16, 17, 43, 96, 531]|
FAILED|,6|,R6P2|,41.31654957064794%|,28.790000000000003|,23.2|,['F2', 'F5', 'F3', 'F1']|,[512, 91, 41, 16, 17, 4, 5, 6, 7, 24, 245]|
APPROVED|,7|,R7P1|,24.633383010432194%|,13.220000000000002|,11.899999999999999|,['F4', 'F3', 'F5', 'F1']|,[159, 3, 4, 5, 20, 228]|
FAILED|,8|,R8P1|,32.177347242921016%|,15.129999999999999|,11.499999999999998|,['F1', 'F4', 'F5', 'F2']|,[383, 59, 25, 26, 62, 396]|
FAILED|,9|,R9P1|,28.037257824143072%|,17.09|,11.899999999999999|,['F1', 'F5', 'F4']|,[213, 16, 15, 14, 37, 298]|
APPROVED|,10|,R10P1|,31.72572509457755%|,13.44|,14.299999999999997|,['F2']|,[313, 41, 40, 39, 38, 85, 490]|
FAILED|,11|,R11P2|,47.06674473067916%|,24.31|,22.100000000000005|,['F5']|,[586, 109, 50, 20, 21, 6, 7, 8, 26, 62, 396]|
FAILED|,12|,R12P1|,47.4884281581485%|,22.02|,17.8|,['F3', 'F1', 'F5', 'F2', 'F4']|,[218, 17, 4, 5, 6, 7, 8, 26, 253]|
