requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;3;26;['F5', 'F1', 'F4', 'F2', 'F3'];15;25.0
2;39;35;['F5', 'F3'];8;25.0
3;26;36;['F4', 'F5'];9;25.0
4;44;29;['F4', 'F1', 'F3', 'F5'];13;25.0
5;22;15;['F2'];2;55.00000000000001
6;34;28;['F2', 'F5', 'F3', 'F1'];11;25.0
7;27;37;['F5', 'F3', 'F4', 'F2'];14;25.0
8;30;23;['F4', 'F3', 'F1', 'F2'];10;35.0
9;9;35;['F5', 'F3', 'F2'];10;25.0
10;21;18;['F3', 'F2', 'F1', 'F4'];10;35.0
11;45;2;['F3', 'F2', 'F4', 'F5', 'F1'];15;25.0
12;40;12;['F5', 'F2', 'F4', 'F3'];14;25.0
13;15;18;['F5'];5;25.0
14;44;3;['F4'];4;35.0
15;16;37;['F1', 'F2', 'F5'];8;25.0
16;22;36;['F1'];1;65.0
17;44;27;['F2', 'F5'];7;25.0
18;45;8;['F2'];2;55.00000000000001
19;31;21;['F3', 'F4'];7;35.0
20;37;22;['F4', 'F1', 'F5'];10;25.0
21;36;27;['F4', 'F3'];7;35.0
22;38;35;['F5', 'F1', 'F2', 'F4', 'F3'];15;25.0
23;19;8;['F2', 'F5', 'F1', 'F4'];12;25.0
24;33;34;['F1', 'F5'];6;25.0
25;45;7;['F3', 'F4', 'F2', 'F5'];14;25.0
26;4;25;['F3', 'F2', 'F4'];9;35.0
27;21;26;['F4', 'F1', 'F3', 'F5', 'F2'];15;25.0
28;13;43;['F2'];2;55.00000000000001
29;42;13;['F2', 'F1', 'F4', 'F3', 'F5'];15;25.0
30;45;25;['F1', 'F5', 'F3', 'F2', 'F4'];15;25.0
31;20;29;['F3', 'F5'];8;25.0
32;12;15;['F3', 'F5'];8;25.0
33;39;38;['F4', 'F3', 'F1'];8;35.0
34;15;45;['F2', 'F1', 'F3'];6;45.0
35;10;37;['F4'];4;35.0
36;2;21;['F1'];1;65.0
37;24;37;['F5', 'F2', 'F1', 'F4', 'F3'];15;25.0
38;34;15;['F5', 'F4', 'F2'];11;25.0
39;31;33;['F4', 'F2', 'F3', 'F1', 'F5'];15;25.0
40;35;12;['F5'];5;25.0
41;8;25;['F4'];4;35.0
42;19;1;['F4', 'F5'];9;25.0
43;36;30;['F2', 'F5', 'F3', 'F1'];11;25.0
44;11;43;['F2', 'F4', 'F1', 'F3', 'F5'];15;25.0
45;19;32;['F4', 'F5'];9;25.0
46;14;25;['F3', 'F4'];7;35.0
47;9;28;['F3'];3;45.0
48;11;23;['F4', 'F2', 'F3', 'F1', 'F5'];15;25.0
49;44;20;['F5', 'F4', 'F3'];12;25.0
50;32;1;['F5', 'F2'];7;25.0
51;45;3;['F4', 'F2', 'F3', 'F5'];14;25.0
52;26;38;['F5', 'F2', 'F3'];10;25.0
53;43;35;['F3', 'F1'];4;45.0
54;7;32;['F5', 'F3', 'F1', 'F4'];13;25.0
55;38;19;['F2', 'F3', 'F5', 'F4'];14;25.0
56;1;13;['F4', 'F3'];7;35.0
57;23;9;['F2', 'F1', 'F3'];6;45.0
58;2;34;['F5', 'F3', 'F4', 'F1', 'F2'];15;25.0
59;28;17;['F5', 'F1', 'F2'];8;25.0
60;24;15;['F1', 'F3'];4;45.0
61;42;28;['F4', 'F3'];7;35.0
62;4;2;['F5', 'F1', 'F2', 'F3', 'F4'];15;25.0
63;42;40;['F3', 'F5', 'F2'];10;25.0
64;1;7;['F2', 'F3', 'F5', 'F4'];14;25.0
65;45;15;['F1', 'F5', 'F4', 'F3'];13;25.0
66;43;6;['F1', 'F3'];4;45.0
67;16;25;['F5', 'F3'];8;25.0
68;10;40;['F3', 'F1', 'F5', 'F2'];11;25.0
69;12;33;['F3', 'F5', 'F4', 'F1'];13;25.0
70;33;30;['F1'];1;65.0
71;42;45;['F1'];1;65.0
72;14;17;['F3', 'F2'];5;45.0
73;27;36;['F1', 'F2', 'F4'];7;35.0
74;19;28;['F4', 'F3', 'F1', 'F5', 'F2'];15;25.0
75;13;14;['F5', 'F2', 'F1', 'F4'];12;25.0
76;28;11;['F5', 'F3', 'F4'];12;25.0
77;43;2;['F1'];1;65.0
78;6;4;['F1'];1;65.0
79;40;34;['F5', 'F2', 'F1', 'F4'];12;25.0
80;4;27;['F5', 'F4', 'F1', 'F3'];13;25.0
