requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;36;26;['F2', 'F4'];6;0.55
2;21;3;['F2', 'F1', 'F5', 'F3', 'F4'];15;0.45
3;2;17;['F5', 'F3'];8;0.45
4;24;28;['F1', 'F3', 'F2', 'F5', 'F4'];15;0.45
5;29;31;['F3', 'F5', 'F1', 'F4', 'F2'];15;0.45
6;12;22;['F2', 'F1', 'F4'];7;0.55
7;15;7;['F2', 'F5', 'F3'];10;0.45
8;36;5;['F1', 'F3', 'F4', 'F5'];13;0.45
9;28;23;['F2'];2;0.75
10;11;4;['F5', 'F2', 'F3', 'F1'];11;0.45
11;17;28;['F5', 'F2', 'F4', 'F3'];14;0.45
12;7;14;['F5', 'F2', 'F4'];11;0.45
13;14;9;['F3'];3;0.65
14;8;23;['F2', 'F5', 'F4', 'F1', 'F3'];15;0.45
15;32;31;['F1', 'F2', 'F4', 'F3'];10;0.55
16;16;21;['F3', 'F1', 'F2'];6;0.65
17;26;7;['F2', 'F3', 'F1', 'F4'];10;0.55
18;22;30;['F2', 'F1'];3;0.75
19;4;37;['F1', 'F4', 'F2', 'F5', 'F3'];15;0.45
20;28;2;['F2'];2;0.75
21;6;28;['F4', 'F1', 'F3'];8;0.55
22;5;19;['F1'];1;0.85
23;35;21;['F5', 'F4'];9;0.45
24;21;32;['F1', 'F2'];3;0.75
25;40;1;['F3', 'F2'];5;0.65
26;38;26;['F3', 'F5', 'F4', 'F2'];14;0.45
27;36;7;['F2', 'F4', 'F3', 'F1', 'F5'];15;0.45
28;17;12;['F5', 'F1', 'F2', 'F4'];12;0.45
29;5;3;['F4'];4;0.55
30;11;16;['F2', 'F4', 'F5', 'F3'];14;0.45
31;11;27;['F4', 'F1', 'F5'];10;0.45
32;24;40;['F2', 'F4', 'F3'];9;0.55
33;10;12;['F2'];2;0.75
34;36;33;['F4', 'F1', 'F2', 'F5'];12;0.45
35;5;12;['F1', 'F3', 'F5'];9;0.45
36;24;40;['F3', 'F1', 'F2', 'F4', 'F5'];15;0.45
37;1;38;['F4', 'F2'];6;0.55
38;44;17;['F4', 'F1', 'F3', 'F2'];10;0.55
39;41;14;['F1'];1;0.85
40;37;25;['F1', 'F4'];5;0.55
41;16;31;['F4', 'F2'];6;0.55
42;19;37;['F3', 'F2', 'F1', 'F5', 'F4'];15;0.45
43;7;2;['F2', 'F1', 'F3'];6;0.65
44;22;21;['F1', 'F2', 'F4', 'F5'];12;0.45
45;2;35;['F1', 'F3'];4;0.65
46;39;11;['F3', 'F1', 'F5'];9;0.45
47;36;6;['F4', 'F5', 'F3', 'F1', 'F2'];15;0.45
48;15;25;['F4', 'F3', 'F1', 'F2'];10;0.55
49;27;35;['F2'];2;0.75
50;9;2;['F5', 'F4', 'F1', 'F2'];12;0.45
51;38;3;['F2', 'F1', 'F3', 'F5'];11;0.45
52;1;6;['F3', 'F4', 'F2', 'F1'];10;0.55
53;22;42;['F1', 'F3', 'F4'];8;0.55
54;13;23;['F2', 'F3'];5;0.65
55;19;17;['F5', 'F4', 'F3'];12;0.45
56;16;31;['F1', 'F4'];5;0.55
57;14;5;['F2', 'F3', 'F4'];9;0.55
58;31;14;['F5', 'F1', 'F3'];9;0.45
59;10;30;['F5'];5;0.45
60;8;7;['F3', 'F4', 'F1'];8;0.55
61;34;42;['F3'];3;0.65
62;23;17;['F3', 'F5', 'F4', 'F2', 'F1'];15;0.45
