requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;2;30;['F3', 'F5', 'F2'];10;25.0
2;34;22;['F2', 'F4', 'F3', 'F5', 'F1'];15;25.0
3;11;21;['F1'];1;65.0
4;40;1;['F5', 'F4', 'F3', 'F2', 'F1'];15;25.0
5;3;40;['F4', 'F3', 'F2'];9;35.0
6;22;9;['F2', 'F3', 'F1', 'F4', 'F5'];15;25.0
7;28;10;['F1', 'F4'];5;35.0
8;18;10;['F4', 'F5', 'F3', 'F1'];13;25.0
9;35;12;['F4', 'F2', 'F5', 'F3', 'F1'];15;25.0
10;8;10;['F4', 'F3', 'F1'];8;35.0
11;31;7;['F1', 'F5'];6;25.0
12;12;42;['F2', 'F5', 'F4'];11;25.0
13;10;6;['F4'];4;35.0
14;8;40;['F5'];5;25.0
15;35;3;['F5', 'F2', 'F3'];10;25.0
16;21;17;['F5', 'F3', 'F2', 'F1', 'F4'];15;25.0
17;25;27;['F2', 'F5', 'F4'];11;25.0
18;9;25;['F4', 'F1', 'F5', 'F3'];13;25.0
19;17;38;['F1', 'F5', 'F3'];9;25.0
20;16;10;['F1', 'F4', 'F2', 'F3', 'F5'];15;25.0
21;10;45;['F1'];1;65.0
22;19;6;['F1'];1;65.0
23;39;45;['F4', 'F3', 'F1', 'F5', 'F2'];15;25.0
24;7;5;['F2', 'F1', 'F5', 'F4', 'F3'];15;25.0
25;38;31;['F5', 'F2', 'F4'];11;25.0
26;30;43;['F4', 'F3', 'F1', 'F5', 'F2'];15;25.0
27;9;11;['F5', 'F1'];6;25.0
28;42;25;['F5', 'F1', 'F4', 'F2'];12;25.0
29;15;17;['F4', 'F1'];5;35.0
30;32;28;['F4', 'F2'];6;35.0
31;1;26;['F1', 'F2'];3;55.00000000000001
32;6;3;['F4', 'F3', 'F2', 'F5'];14;25.0
33;12;19;['F2'];2;55.00000000000001
34;16;13;['F5', 'F3'];8;25.0
35;17;36;['F5', 'F2', 'F1'];8;25.0
36;4;8;['F1'];1;65.0
37;12;13;['F3', 'F4', 'F5', 'F2', 'F1'];15;25.0
38;40;45;['F3', 'F4'];7;35.0
39;29;18;['F2', 'F4', 'F5'];11;25.0
40;1;17;['F4', 'F1', 'F3', 'F2'];10;35.0
41;17;13;['F1', 'F2', 'F3'];6;45.0
42;11;12;['F4', 'F1', 'F3'];8;35.0
43;16;30;['F1', 'F3', 'F4', 'F5', 'F2'];15;25.0
44;28;41;['F5', 'F4'];9;25.0
45;43;18;['F1', 'F5', 'F4', 'F3', 'F2'];15;25.0
46;27;38;['F3'];3;45.0
47;22;45;['F3', 'F2', 'F1'];6;45.0
48;10;41;['F3', 'F1', 'F5', 'F2'];11;25.0
49;21;36;['F3', 'F1', 'F5', 'F2'];11;25.0
50;3;34;['F3', 'F4', 'F2', 'F5', 'F1'];15;25.0
51;31;29;['F4'];4;35.0
52;21;25;['F5', 'F3', 'F1', 'F4'];13;25.0
53;31;9;['F3', 'F1'];4;45.0
54;44;43;['F1', 'F2'];3;55.00000000000001
55;45;27;['F5'];5;25.0
56;9;40;['F2', 'F4', 'F5', 'F3'];14;25.0
57;24;3;['F4', 'F5', 'F1'];10;25.0
58;42;44;['F4'];4;35.0
59;3;13;['F3', 'F5', 'F1', 'F2', 'F4'];15;25.0
60;2;10;['F3'];3;45.0
61;5;4;['F3', 'F2', 'F1', 'F5', 'F4'];15;25.0
62;29;35;['F3'];3;45.0
63;39;40;['F1', 'F4', 'F2'];7;35.0
64;8;32;['F4', 'F2', 'F5'];11;25.0
65;11;28;['F1'];1;65.0
66;25;33;['F4', 'F1', 'F3', 'F2'];10;35.0
67;30;6;['F4', 'F2', 'F3', 'F1'];10;35.0
68;42;40;['F4', 'F3', 'F5'];12;25.0
69;30;8;['F1', 'F5', 'F4', 'F2'];12;25.0
70;34;38;['F1', 'F3', 'F5'];9;25.0
71;27;33;['F4'];4;35.0
72;9;3;['F5', 'F2', 'F1', 'F4', 'F3'];15;25.0
73;10;40;['F1', 'F3', 'F4', 'F5', 'F2'];15;25.0
74;43;2;['F1', 'F5', 'F3', 'F2'];11;25.0
75;21;44;['F1', 'F2', 'F5', 'F3'];11;25.0
76;44;41;['F2'];2;55.00000000000001
77;23;14;['F4'];4;35.0
78;39;12;['F3', 'F1', 'F5', 'F4'];13;25.0
79;37;41;['F2', 'F3', 'F5'];10;25.0
80;39;43;['F1', 'F4'];5;35.0
81;3;23;['F5'];5;25.0
82;23;12;['F4', 'F5', 'F1', 'F3'];13;25.0
83;31;9;['F5'];5;25.0
84;24;20;['F5', 'F4', 'F3'];12;25.0
85;3;21;['F1', 'F4', 'F5', 'F3', 'F2'];15;25.0
86;32;7;['F3', 'F1', 'F5'];9;25.0
87;36;32;['F3', 'F2', 'F1'];6;45.0
88;38;12;['F4', 'F3', 'F2', 'F5'];14;25.0
89;1;36;['F2', 'F1', 'F5', 'F3'];11;25.0
90;1;16;['F2', 'F1', 'F3'];6;45.0
91;33;38;['F5', 'F3', 'F2', 'F4'];14;25.0
92;26;43;['F2', 'F4', 'F3'];9;35.0
93;9;38;['F1', 'F4', 'F3'];8;35.0
94;27;39;['F3', 'F1', 'F5', 'F4'];13;25.0
95;4;10;['F2', 'F3', 'F5'];10;25.0
96;45;15;['F4'];4;35.0
97;40;39;['F3', 'F2'];5;45.0
98;24;34;['F2', 'F4', 'F3'];9;35.0
99;4;31;['F5', 'F2', 'F1'];8;25.0
100;33;39;['F2', 'F5', 'F4'];11;25.0
101;2;27;['F2', 'F3'];5;45.0
102;8;3;['F4'];4;35.0
103;42;6;['F5'];5;25.0
104;33;25;['F3', 'F4', 'F2', 'F1'];10;35.0
105;22;12;['F2', 'F3', 'F1'];6;45.0
106;38;13;['F2', 'F4', 'F5', 'F3'];14;25.0
107;4;39;['F2', 'F5', 'F1', 'F4'];12;25.0
108;30;28;['F1', 'F4', 'F2'];7;35.0
109;23;25;['F4', 'F1', 'F5', 'F2', 'F3'];15;25.0
110;10;19;['F2'];2;55.00000000000001
111;38;44;['F4', 'F2', 'F1', 'F3'];10;35.0
112;29;34;['F5', 'F3', 'F4'];12;25.0
113;4;36;['F5', 'F1', 'F4', 'F3'];13;25.0
114;39;44;['F5', 'F3', 'F1'];9;25.0
115;29;28;['F2'];2;55.00000000000001
116;20;34;['F1', 'F4'];5;35.0
117;18;37;['F4', 'F5', 'F2', 'F1', 'F3'];15;25.0
118;43;41;['F5', 'F1', 'F3', 'F2'];11;25.0
119;25;5;['F4'];4;35.0
120;33;9;['F1', 'F4', 'F3', 'F2'];10;35.0
121;18;4;['F3', 'F2'];5;45.0
122;28;34;['F5', 'F2'];7;25.0
123;19;18;['F4'];4;35.0
124;8;29;['F3', 'F5', 'F4', 'F1', 'F2'];15;25.0
125;23;22;['F2', 'F4'];6;35.0
126;34;31;['F2', 'F1'];3;55.00000000000001
127;42;26;['F1', 'F2', 'F4'];7;35.0
128;13;11;['F1', 'F2', 'F4'];7;35.0
129;45;27;['F3', 'F1', 'F2'];6;45.0
130;30;11;['F4', 'F5', 'F3', 'F1', 'F2'];15;25.0
131;18;2;['F5', 'F3', 'F4', 'F1'];13;25.0
132;34;19;['F4', 'F2', 'F3', 'F5'];14;25.0
133;38;3;['F5', 'F3'];8;25.0
134;32;5;['F2', 'F5', 'F3'];10;25.0
135;42;34;['F4', 'F5', 'F2', 'F1', 'F3'];15;25.0
136;36;15;['F3', 'F5', 'F4'];12;25.0
137;29;1;['F3', 'F4', 'F1', 'F5'];13;25.0
138;21;28;['F3', 'F2'];5;45.0
139;34;37;['F2', 'F3', 'F1'];6;45.0
140;35;16;['F3', 'F1', 'F5'];9;25.0
141;20;24;['F5', 'F3', 'F2', 'F1', 'F4'];15;25.0
142;28;5;['F3', 'F1', 'F4'];8;35.0
143;27;42;['F1', 'F4', 'F3', 'F5', 'F2'];15;25.0
144;2;14;['F4', 'F1', 'F2', 'F5'];12;25.0
145;20;1;['F1', 'F4', 'F5', 'F2'];12;25.0
146;35;29;['F2', 'F4', 'F5'];11;25.0
147;37;13;['F2', 'F3', 'F5'];10;25.0
148;27;33;['F5'];5;25.0
149;8;13;['F4', 'F2', 'F1', 'F3'];10;35.0
150;31;3;['F5', 'F1', 'F4', 'F3', 'F2'];15;25.0
151;27;1;['F4', 'F2'];6;35.0
152;45;4;['F1', 'F3', 'F2'];6;45.0
153;19;26;['F5', 'F2', 'F4', 'F1'];12;25.0
154;14;10;['F1', 'F4', 'F2'];7;35.0
155;16;1;['F2'];2;55.00000000000001
156;1;13;['F1', 'F3', 'F2', 'F4', 'F5'];15;25.0
157;36;11;['F1'];1;65.0
158;13;20;['F1'];1;65.0
159;41;17;['F4', 'F5'];9;25.0
160;33;14;['F5'];5;25.0
161;12;1;['F2', 'F4', 'F3'];9;35.0
162;12;22;['F5', 'F4', 'F1', 'F3', 'F2'];15;25.0
163;40;37;['F5', 'F3', 'F2'];10;25.0
164;7;22;['F4', 'F5'];9;25.0
165;41;34;['F1', 'F3', 'F2', 'F5'];11;25.0
