requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;7;15;['F3', 'F4', 'F6'];5
2;10;18;['F4', 'F6', 'F5'];5
3;16;3;['F4', 'F3'];5
4;14;6;['F3', 'F1'];5
5;4;17;['F1', 'F2'];5
6;20;2;['F3', 'F5', 'F6'];5
7;12;6;['F5'];5
8;13;12;['F1', 'F3', 'F4', 'F5', 'F6'];5
9;7;12;['F2'];5
10;12;2;['F1', 'F5', 'F4', 'F6'];5
11;1;10;['F2'];5
12;15;10;['F2', 'F6', 'F1'];5
13;18;20;['F6', 'F3', 'F1'];5
14;19;10;['F5', 'F3', 'F1', 'F4'];5
15;5;2;['F6', 'F2'];5
16;18;8;['F3', 'F2', 'F1', 'F4'];5
17;15;3;['F1', 'F2'];5
18;14;13;['F5', 'F3', 'F6', 'F2', 'F4'];5
19;9;15;['F4', 'F3', 'F2', 'F6'];5
20;3;4;['F5', 'F3', 'F6', 'F2'];5
21;10;15;['F5', 'F6', 'F4', 'F1'];5
22;20;16;['F5'];5
23;10;5;['F2', 'F4', 'F5', 'F6'];5
24;3;19;['F2', 'F5', 'F4', 'F3'];5
25;12;13;['F6', 'F1', 'F5', 'F4', 'F2'];5
26;1;18;['F2', 'F6'];5
27;4;3;['F1'];5
28;20;9;['F5', 'F4', 'F2'];5
29;3;13;['F3', 'F4'];5
30;10;17;['F3', 'F4', 'F5'];5
31;10;4;['F6', 'F3', 'F5', 'F4', 'F2'];5
32;19;16;['F6', 'F1', 'F4'];5
33;9;2;['F1', 'F2'];5
34;17;3;['F6', 'F5', 'F2'];5
35;18;1;['F3', 'F4'];5
36;14;16;['F5', 'F1'];5
37;1;8;['F3', 'F6', 'F2'];5
38;4;17;['F4', 'F2'];5
39;7;8;['F1'];5
40;20;4;['F5', 'F4'];5
41;1;5;['F2', 'F5'];5
42;16;9;['F6', 'F1', 'F4'];5
43;4;17;['F6', 'F5'];5
44;8;6;['F5'];5
45;1;3;['F2'];5
46;1;20;['F5', 'F1'];5
47;17;11;['F2', 'F1'];5
48;14;2;['F1'];5
49;15;4;['F4', 'F2', 'F6'];5
50;12;6;['F1', 'F2', 'F3', 'F4'];5
51;12;20;['F5', 'F2'];5
52;9;6;['F2'];5
53;18;10;['F2', 'F3', 'F1', 'F6'];5
54;8;19;['F2'];5
55;11;17;['F3', 'F5', 'F2'];5
56;11;14;['F2', 'F3', 'F4'];5
57;7;13;['F2'];5
58;13;9;['F4'];5
59;12;20;['F4', 'F1', 'F5', 'F2'];5
60;9;20;['F3', 'F2', 'F4'];5
61;13;19;['F5', 'F2', 'F3'];5
62;10;9;['F4', 'F3', 'F5'];5
63;3;15;['F5', 'F4', 'F2', 'F1'];5
64;18;10;['F1', 'F5', 'F6'];5
65;15;10;['F3', 'F1', 'F2'];5
66;5;19;['F2', 'F6', 'F4', 'F1'];5
67;17;7;['F6', 'F5', 'F1'];5
68;4;14;['F3', 'F5'];5
69;9;7;['F5'];5
70;20;13;['F3', 'F2', 'F6', 'F1'];5
71;18;10;['F2'];5
72;10;16;['F1'];5
73;19;18;['F4'];5
74;18;17;['F4', 'F6'];5
75;9;6;['F1', 'F2', 'F4'];5
76;8;20;['F6', 'F4', 'F5', 'F1'];5
77;11;9;['F4'];5
78;19;3;['F6', 'F2', 'F5', 'F1', 'F4'];5
79;13;10;['F6', 'F5', 'F2', 'F3'];5
