requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;8;18;['F1', 'F6', 'F5'];5
2;5;19;['F3', 'F5', 'F2'];5
3;11;7;['F4'];5
4;16;4;['F1'];5
5;11;1;['F1', 'F5', 'F6', 'F2', 'F3', 'F4'];5
6;20;11;['F1', 'F6'];5
7;5;9;['F3', 'F2', 'F1'];5
8;13;8;['F5', 'F4', 'F6'];5
9;8;4;['F6', 'F5'];5
10;12;8;['F5', 'F3', 'F1', 'F6'];5
11;11;15;['F2', 'F1'];5
12;9;10;['F4', 'F2', 'F6', 'F1', 'F5'];5
13;4;20;['F5'];5
14;11;12;['F5', 'F1', 'F6'];5
15;1;15;['F5', 'F1'];5
16;13;12;['F5', 'F1'];5
17;14;3;['F5', 'F1', 'F6'];5
18;3;20;['F2'];5
19;8;4;['F6', 'F1', 'F5', 'F4'];5
20;14;17;['F5', 'F4'];5
21;13;1;['F3', 'F5'];5
22;12;9;['F1', 'F6', 'F5'];5
23;14;2;['F2', 'F5', 'F1', 'F3'];5
24;4;8;['F1'];5
25;9;10;['F5', 'F2', 'F1'];5
26;10;4;['F6', 'F5', 'F1', 'F4', 'F3'];5
27;19;18;['F2', 'F4'];5
28;17;5;['F5', 'F2', 'F3', 'F4'];5
29;14;11;['F3', 'F2'];5
30;3;10;['F4', 'F2', 'F6'];5
31;15;2;['F5', 'F2', 'F4', 'F1'];5
32;14;18;['F2', 'F1'];5
33;20;8;['F4'];5
34;2;11;['F1', 'F2'];5
35;5;3;['F6', 'F2'];5
36;18;9;['F3', 'F5', 'F2'];5
37;8;14;['F6', 'F4', 'F1', 'F2'];5
38;19;2;['F5', 'F6'];5
39;19;10;['F4', 'F2'];5
40;14;18;['F5', 'F4', 'F6'];5
41;1;5;['F1', 'F4', 'F3'];5
42;12;17;['F3', 'F4', 'F1', 'F5'];5
43;14;1;['F5', 'F6', 'F4'];5
44;5;14;['F2', 'F6', 'F1'];5
45;1;6;['F1', 'F2', 'F3'];5
46;9;16;['F2', 'F3'];5
47;3;13;['F5', 'F3', 'F6', 'F4', 'F2'];5
48;15;11;['F4', 'F5', 'F3', 'F1'];5
49;2;9;['F5', 'F1', 'F4'];5
50;19;8;['F6', 'F1'];5
51;2;7;['F4', 'F2'];5
52;4;1;['F5', 'F1', 'F6'];5
53;3;2;['F5', 'F3'];5
54;9;17;['F5', 'F4'];5
55;8;18;['F5', 'F6', 'F4', 'F3'];5
56;19;15;['F5'];5
57;4;13;['F5', 'F3'];5
58;2;13;['F1', 'F3', 'F2', 'F5'];5
59;15;7;['F5', 'F6', 'F4'];5
60;13;3;['F1', 'F3', 'F5', 'F2'];5
61;11;4;['F1', 'F5', 'F6', 'F4', 'F2'];5
62;14;9;['F5'];5
63;9;1;['F2', 'F1', 'F6'];5
64;18;13;['F2'];5
65;1;19;['F6', 'F2', 'F3'];5
66;1;20;['F3', 'F4', 'F6'];5
67;7;20;['F3', 'F2', 'F5'];5
68;11;20;['F5', 'F3', 'F1', 'F6'];5
69;18;13;['F5', 'F2'];5
70;2;1;['F4', 'F6'];5
71;10;11;['F3'];5
72;4;9;['F5', 'F1', 'F3'];5
73;12;11;['F5'];5
74;15;5;['F2'];5
75;13;4;['F5', 'F1'];5
76;7;14;['F6', 'F1', 'F5', 'F2'];5
77;1;17;['F5', 'F1', 'F6'];5
78;15;14;['F6', 'F2', 'F3'];5
79;11;20;['F2'];5
80;3;10;['F2'];5
81;10;8;['F4', 'F5', 'F6', 'F1'];5
82;4;8;['F4', 'F6', 'F3'];5
83;4;3;['F2', 'F3', 'F4', 'F1'];5
84;20;9;['F4'];5
85;13;14;['F1', 'F3', 'F6'];5
86;14;11;['F4', 'F6', 'F1'];5
87;14;1;['F5', 'F6', 'F1'];5
88;3;8;['F1', 'F2', 'F4', 'F6'];5
89;1;4;['F3', 'F1', 'F2'];5
90;19;20;['F6', 'F2'];5
91;3;14;['F5', 'F1', 'F4'];5
92;17;18;['F5'];5
93;18;14;['F3', 'F6', 'F5'];5
94;13;15;['F1'];5
95;16;19;['F5', 'F4', 'F1'];5
96;14;20;['F3'];5
97;5;9;['F2', 'F1', 'F4'];5
98;8;19;['F1', 'F3'];5
99;11;8;['F6', 'F3'];5
100;9;18;['F2', 'F3', 'F5', 'F6'];5
101;8;4;['F6', 'F4'];5
102;13;14;['F3'];5
103;12;18;['F5'];5
104;16;4;['F4', 'F3', 'F5', 'F6'];5
105;13;17;['F6', 'F1'];5
106;17;20;['F1', 'F4', 'F2', 'F6'];5
107;2;16;['F3', 'F1'];5
108;14;15;['F6', 'F1', 'F5'];5
109;4;18;['F2', 'F4', 'F1'];5
110;10;19;['F2'];5
111;15;12;['F5', 'F6', 'F2'];5
112;6;1;['F5', 'F3', 'F6', 'F2', 'F1'];5
113;3;18;['F1', 'F2', 'F4', 'F6', 'F5'];5
114;13;12;['F2', 'F5', 'F3', 'F6'];5
115;8;18;['F6', 'F2', 'F4'];5
116;5;20;['F5', 'F1', 'F6', 'F2'];5
117;18;5;['F2', 'F4', 'F1', 'F3'];5
118;20;12;['F5', 'F1'];5
119;13;2;['F4', 'F1', 'F3'];5
120;20;1;['F6', 'F4'];5
121;10;14;['F2', 'F3'];5
122;17;9;['F6', 'F5', 'F3'];5
123;16;6;['F2', 'F5', 'F3'];5
124;12;17;['F3'];5
125;10;4;['F2', 'F5', 'F4', 'F3'];5
126;12;16;['F6', 'F3', 'F5'];5
127;14;16;['F5', 'F4'];5
128;10;9;['F3', 'F2'];5
