requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;156;143;['F5', 'F3'];8;0.45
2;111;104;['F5', 'F4'];9;0.45
3;2;68;['F4', 'F2', 'F1', 'F5'];12;0.45
4;251;46;['F4', 'F2', 'F3', 'F5', 'F1'];15;0.45
5;146;149;['F4'];4;0.55
6;296;240;['F3', 'F5', 'F4', 'F2'];14;0.45
7;128;148;['F4', 'F3', 'F1', 'F5', 'F2'];15;0.45
8;238;286;['F1', 'F4', 'F3', 'F2'];10;0.55
9;92;25;['F2', 'F5', 'F4', 'F1', 'F3'];15;0.45
10;145;172;['F1', 'F3', 'F2', 'F4', 'F5'];15;0.45
11;97;118;['F3'];3;0.65
12;79;75;['F3', 'F4', 'F2'];9;0.55
13;211;237;['F1'];1;0.85
14;232;49;['F2', 'F5', 'F4', 'F3'];14;0.45
15;14;12;['F2', 'F5', 'F3'];10;0.45
16;82;163;['F4', 'F2', 'F1', 'F3'];10;0.55
17;5;102;['F1', 'F5', 'F2', 'F3', 'F4'];15;0.45
18;71;212;['F4', 'F3'];7;0.55
19;145;216;['F5', 'F1', 'F3', 'F2', 'F4'];15;0.45
20;235;198;['F2', 'F5', 'F1', 'F4'];12;0.45
21;51;294;['F2', 'F3'];5;0.65
22;259;264;['F4', 'F3', 'F2'];9;0.55
23;99;224;['F2', 'F3', 'F4', 'F5', 'F1'];15;0.45
24;227;258;['F1', 'F4', 'F3', 'F2'];10;0.55
25;211;21;['F4'];4;0.55
26;218;130;['F3', 'F5', 'F4', 'F2'];14;0.45
27;47;147;['F4', 'F5', 'F1'];10;0.45
28;215;243;['F4', 'F3'];7;0.55
29;66;186;['F3', 'F1', 'F4', 'F5', 'F2'];15;0.45
30;113;16;['F1', 'F5', 'F3', 'F2'];11;0.45
31;269;120;['F3', 'F5'];8;0.45
32;110;237;['F4', 'F3'];7;0.55
33;297;2;['F4', 'F1', 'F2', 'F3'];10;0.55
34;261;45;['F4', 'F5', 'F2', 'F1'];12;0.45
35;233;152;['F1', 'F5', 'F2', 'F4', 'F3'];15;0.45
36;34;124;['F5', 'F4', 'F2', 'F1', 'F3'];15;0.45
37;229;49;['F3', 'F4', 'F5'];12;0.45
38;292;168;['F3', 'F1', 'F2'];6;0.65
39;150;19;['F4'];4;0.55
40;169;247;['F1', 'F5'];6;0.45
41;287;115;['F4', 'F1', 'F5', 'F2'];12;0.45
42;289;235;['F3', 'F2'];5;0.65
43;130;282;['F1', 'F3', 'F2'];6;0.65
44;207;100;['F4', 'F3', 'F5'];12;0.45
45;187;298;['F4', 'F5', 'F2', 'F3', 'F1'];15;0.45
46;194;104;['F1', 'F5'];6;0.45
47;239;93;['F4', 'F5'];9;0.45
48;189;20;['F1', 'F3', 'F4', 'F5'];13;0.45
49;267;119;['F4', 'F3'];7;0.55
50;15;138;['F1'];1;0.85
51;221;193;['F4', 'F2', 'F1'];7;0.55
52;216;82;['F4', 'F3', 'F2', 'F5', 'F1'];15;0.45
53;52;195;['F1', 'F5', 'F2', 'F4', 'F3'];15;0.45
54;78;87;['F4'];4;0.55
55;15;226;['F1'];1;0.85
56;20;213;['F4'];4;0.55
57;181;242;['F4', 'F1', 'F5'];10;0.45
58;19;88;['F3'];3;0.65
59;208;295;['F4', 'F3', 'F5', 'F1'];13;0.45
60;88;233;['F3', 'F5', 'F2'];10;0.45
61;71;109;['F4', 'F5'];9;0.45
62;150;28;['F1', 'F4', 'F5', 'F3'];13;0.45
63;154;122;['F3'];3;0.65
64;26;6;['F2', 'F3', 'F4', 'F1', 'F5'];15;0.45
65;207;53;['F5', 'F4', 'F1', 'F2', 'F3'];15;0.45
66;230;264;['F5'];5;0.45
67;35;172;['F5'];5;0.45
68;46;85;['F4'];4;0.55
69;4;44;['F1'];1;0.85
70;137;11;['F1'];1;0.85
71;206;191;['F2', 'F4', 'F3'];9;0.55
72;297;78;['F2', 'F3'];5;0.65
73;280;240;['F5', 'F3'];8;0.45
74;158;12;['F5', 'F2', 'F3', 'F4'];14;0.45
75;265;151;['F2', 'F5', 'F1', 'F3', 'F4'];15;0.45
76;224;51;['F5', 'F4', 'F2', 'F1'];12;0.45
77;198;251;['F2', 'F4', 'F3'];9;0.55
78;42;203;['F3', 'F4', 'F1', 'F5', 'F2'];15;0.45
79;44;196;['F5', 'F3'];8;0.45
80;27;135;['F4', 'F1', 'F2', 'F3'];10;0.55
81;238;266;['F1'];1;0.85
82;259;72;['F3', 'F4', 'F5', 'F2', 'F1'];15;0.45
83;37;248;['F4', 'F5', 'F1'];10;0.45
84;155;248;['F4', 'F2', 'F5', 'F1'];12;0.45
85;9;23;['F3'];3;0.65
86;261;296;['F4', 'F5', 'F2', 'F1'];12;0.45
87;179;255;['F1', 'F2'];3;0.75
88;269;47;['F5', 'F4', 'F1'];10;0.45
89;190;299;['F5', 'F3', 'F1', 'F2'];11;0.45
90;46;27;['F3'];3;0.65
91;210;93;['F5', 'F4', 'F2', 'F3'];14;0.45
92;161;132;['F3'];3;0.65
93;167;162;['F4', 'F3', 'F5', 'F2'];14;0.45
94;262;293;['F1', 'F3', 'F5'];9;0.45
95;106;94;['F1', 'F4'];5;0.55
96;172;47;['F4'];4;0.55
97;245;186;['F2', 'F4', 'F5', 'F3'];14;0.45
98;238;217;['F4', 'F2'];6;0.55
99;127;65;['F3', 'F5', 'F1', 'F4', 'F2'];15;0.45
100;36;217;['F5', 'F1', 'F4'];10;0.45
101;219;192;['F1', 'F4', 'F5', 'F2'];12;0.45
102;196;185;['F2', 'F5', 'F4', 'F3'];14;0.45
103;110;29;['F3', 'F4'];7;0.55
104;97;45;['F1', 'F3', 'F5', 'F4', 'F2'];15;0.45
105;152;70;['F1'];1;0.85
106;264;149;['F2', 'F3', 'F1'];6;0.65
107;64;15;['F4', 'F1'];5;0.55
108;230;151;['F3', 'F1', 'F5', 'F4', 'F2'];15;0.45
109;150;163;['F5', 'F2', 'F3', 'F4'];14;0.45
110;233;274;['F2', 'F4', 'F1', 'F5', 'F3'];15;0.45
111;260;266;['F5'];5;0.45
112;37;190;['F5', 'F2'];7;0.45
113;248;16;['F2', 'F5', 'F4', 'F3', 'F1'];15;0.45
114;198;154;['F2'];2;0.75
115;214;90;['F4', 'F2'];6;0.55
116;75;97;['F4', 'F1', 'F2', 'F5'];12;0.45
117;138;45;['F5', 'F4', 'F2', 'F1', 'F3'];15;0.45
118;144;122;['F3', 'F5', 'F1', 'F2'];11;0.45
119;152;114;['F3', 'F2', 'F5'];10;0.45
120;250;205;['F5', 'F3', 'F1', 'F4', 'F2'];15;0.45
121;283;85;['F4'];4;0.55
122;33;28;['F5', 'F1', 'F4', 'F2'];12;0.45
123;297;209;['F5', 'F4', 'F3', 'F1', 'F2'];15;0.45
124;174;291;['F2'];2;0.75
125;297;116;['F1', 'F5', 'F3', 'F2'];11;0.45
126;94;70;['F3', 'F5', 'F1', 'F2', 'F4'];15;0.45
127;76;186;['F2'];2;0.75
128;125;229;['F4', 'F5', 'F1', 'F2'];12;0.45
129;51;28;['F1', 'F3', 'F5'];9;0.45
130;50;189;['F1', 'F3', 'F5', 'F4', 'F2'];15;0.45
131;247;26;['F3', 'F5', 'F2', 'F1', 'F4'];15;0.45
132;58;287;['F5', 'F2', 'F1', 'F3', 'F4'];15;0.45
133;120;229;['F2', 'F3', 'F5', 'F1', 'F4'];15;0.45
134;257;160;['F4', 'F1', 'F5'];10;0.45
135;287;230;['F5', 'F4', 'F2', 'F3', 'F1'];15;0.45
136;143;250;['F1', 'F3', 'F4', 'F2', 'F5'];15;0.45
137;283;90;['F1'];1;0.85
138;34;112;['F4', 'F5', 'F1'];10;0.45
139;124;120;['F5', 'F2', 'F4', 'F1'];12;0.45
140;74;72;['F2', 'F3', 'F4', 'F1', 'F5'];15;0.45
141;40;117;['F4', 'F5', 'F1', 'F3', 'F2'];15;0.45
142;158;49;['F1', 'F4', 'F2'];7;0.55
143;268;35;['F2', 'F4'];6;0.55
144;271;47;['F3'];3;0.65
145;283;296;['F5', 'F2'];7;0.45
146;268;111;['F2', 'F3'];5;0.65
147;260;66;['F5', 'F2', 'F1'];8;0.45
148;149;93;['F4'];4;0.55
149;116;114;['F3'];3;0.65
150;145;118;['F2'];2;0.75
151;181;142;['F5', 'F3', 'F2', 'F4', 'F1'];15;0.45
152;254;276;['F1', 'F5', 'F3'];9;0.45
153;219;84;['F1', 'F5', 'F4'];10;0.45
154;221;161;['F4', 'F3', 'F2', 'F1', 'F5'];15;0.45
155;189;248;['F5', 'F3', 'F2', 'F1', 'F4'];15;0.45
156;45;56;['F1', 'F2', 'F4', 'F5'];12;0.45
157;26;104;['F3', 'F5', 'F2', 'F1', 'F4'];15;0.45
158;205;30;['F5', 'F1'];6;0.45
159;73;63;['F4', 'F5'];9;0.45
160;92;112;['F5', 'F3', 'F1', 'F2'];11;0.45
161;245;159;['F2', 'F3'];5;0.65
162;77;158;['F4', 'F5', 'F2'];11;0.45
163;103;121;['F5'];5;0.45
164;261;183;['F4', 'F5', 'F3', 'F2'];14;0.45
165;289;16;['F5', 'F2'];7;0.45
166;128;248;['F2', 'F3', 'F1', 'F4'];10;0.55
167;89;295;['F4', 'F3', 'F5'];12;0.45
168;159;138;['F1', 'F5', 'F4'];10;0.45
169;285;167;['F2', 'F4', 'F1', 'F5', 'F3'];15;0.45
170;113;105;['F2', 'F4', 'F1', 'F3', 'F5'];15;0.45
171;239;11;['F3', 'F2'];5;0.65
172;196;42;['F2'];2;0.75
173;265;164;['F4', 'F1', 'F3', 'F2'];10;0.55
174;158;182;['F3'];3;0.65
175;291;152;['F2', 'F1', 'F3'];6;0.65
176;222;224;['F4', 'F2', 'F1', 'F5'];12;0.45
177;75;295;['F2', 'F1', 'F4', 'F5'];12;0.45
178;297;254;['F4', 'F3'];7;0.55
179;24;197;['F2'];2;0.75
180;154;247;['F5'];5;0.45
181;220;266;['F1', 'F4', 'F3', 'F2'];10;0.55
182;224;202;['F5', 'F3', 'F1', 'F4', 'F2'];15;0.45
183;117;216;['F5'];5;0.45
184;111;67;['F1', 'F3'];4;0.65
185;288;36;['F3'];3;0.65
186;257;78;['F4', 'F3', 'F5', 'F1', 'F2'];15;0.45
187;42;142;['F5', 'F2', 'F4', 'F3', 'F1'];15;0.45
188;221;241;['F3', 'F5', 'F4'];12;0.45
189;70;51;['F2', 'F4', 'F1', 'F3', 'F5'];15;0.45
190;118;260;['F2'];2;0.75
191;152;111;['F2', 'F1', 'F4', 'F5', 'F3'];15;0.45
192;38;139;['F4', 'F1', 'F2', 'F3', 'F5'];15;0.45
193;35;106;['F5', 'F4', 'F1'];10;0.45
194;141;241;['F2', 'F4', 'F1'];7;0.55
195;279;85;['F5', 'F2', 'F4', 'F3', 'F1'];15;0.45
196;88;270;['F1', 'F4', 'F2'];7;0.55
197;64;213;['F4', 'F5', 'F3'];12;0.45
198;104;70;['F5', 'F4'];9;0.45
199;75;249;['F1', 'F2', 'F4', 'F3'];10;0.55
200;271;161;['F5', 'F3', 'F2', 'F1'];11;0.45
201;183;274;['F1'];1;0.85
202;229;42;['F2', 'F3', 'F5', 'F4', 'F1'];15;0.45
203;106;102;['F2', 'F5', 'F1', 'F3', 'F4'];15;0.45
204;202;79;['F2', 'F1', 'F4', 'F5'];12;0.45
205;131;201;['F4', 'F2'];6;0.55
206;78;208;['F3', 'F5', 'F1'];9;0.45
207;195;162;['F4', 'F1'];5;0.55
208;89;198;['F4', 'F3', 'F1'];8;0.55
209;113;156;['F1', 'F2', 'F4', 'F5', 'F3'];15;0.45
210;200;17;['F1', 'F2', 'F5', 'F4'];12;0.45
211;276;212;['F1', 'F5', 'F4', 'F2'];12;0.45
212;44;116;['F3', 'F1'];4;0.65
213;186;160;['F2', 'F3'];5;0.65
214;22;291;['F1', 'F3', 'F4'];8;0.55
215;49;38;['F4'];4;0.55
216;33;192;['F2', 'F4', 'F1', 'F5', 'F3'];15;0.45
217;26;145;['F1', 'F4', 'F2', 'F5', 'F3'];15;0.45
218;220;245;['F1'];1;0.85
219;144;237;['F1', 'F3', 'F4', 'F2'];10;0.55
220;223;92;['F1', 'F2', 'F5', 'F4', 'F3'];15;0.45
221;19;50;['F4', 'F3', 'F2', 'F1', 'F5'];15;0.45
222;140;290;['F3', 'F1', 'F2', 'F5'];11;0.45
223;90;22;['F4', 'F3', 'F1', 'F2'];10;0.55
224;201;129;['F4'];4;0.55
225;246;218;['F4'];4;0.55
226;146;18;['F3', 'F4', 'F2', 'F1'];10;0.55
227;112;49;['F3', 'F2'];5;0.65
228;79;85;['F4', 'F2', 'F3', 'F1'];10;0.55
229;210;11;['F1', 'F3'];4;0.65
230;184;243;['F4', 'F2'];6;0.55
231;201;236;['F5', 'F2'];7;0.45
232;46;175;['F3', 'F1', 'F4', 'F2'];10;0.55
233;215;254;['F2', 'F5', 'F1', 'F4', 'F3'];15;0.45
234;21;96;['F2', 'F1', 'F4', 'F5'];12;0.45
235;148;209;['F4', 'F2', 'F3'];9;0.55
236;87;218;['F5', 'F2', 'F4', 'F3'];14;0.45
237;111;139;['F4', 'F2', 'F3', 'F5'];14;0.45
238;191;5;['F3'];3;0.65
239;28;142;['F5'];5;0.45
240;206;78;['F5', 'F1', 'F4', 'F2', 'F3'];15;0.45
241;79;107;['F2', 'F1', 'F3', 'F4', 'F5'];15;0.45
242;232;208;['F3', 'F4', 'F2'];9;0.55
243;277;101;['F3', 'F2', 'F5'];10;0.45
244;91;166;['F1', 'F3', 'F5'];9;0.45
245;97;53;['F5', 'F3', 'F1', 'F4', 'F2'];15;0.45
246;179;168;['F3', 'F1', 'F4', 'F5', 'F2'];15;0.45
247;213;7;['F3', 'F1', 'F4'];8;0.55
248;107;105;['F4', 'F5', 'F2', 'F3', 'F1'];15;0.45
249;289;59;['F3', 'F4'];7;0.55
250;225;293;['F5', 'F2', 'F3', 'F4'];14;0.45
