requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;170;482;['F1', 'F3', 'F5', 'F2', 'F4'];15;25.0
2;336;407;['F3'];3;45.0
3;283;346;['F4', 'F5', 'F1', 'F2', 'F3'];15;25.0
4;473;323;['F5', 'F4', 'F2', 'F1'];12;25.0
5;488;191;['F1'];1;65.0
6;280;412;['F4', 'F2', 'F3', 'F5'];14;25.0
7;488;486;['F2', 'F4', 'F3'];9;35.0
8;276;580;['F2', 'F1'];3;55.00000000000001
9;402;393;['F2'];2;55.00000000000001
10;570;560;['F5', 'F2', 'F4'];11;25.0
11;567;558;['F4', 'F1', 'F3'];8;35.0
12;565;316;['F4', 'F2', 'F1', 'F5', 'F3'];15;25.0
13;168;480;['F2'];2;55.00000000000001
14;312;551;['F3', 'F1', 'F4'];8;35.0
15;260;476;['F4', 'F3', 'F5', 'F1'];13;25.0
16;592;522;['F4', 'F1', 'F2', 'F3'];10;35.0
17;174;407;['F3', 'F4', 'F1'];8;35.0
18;302;328;['F3', 'F4', 'F5', 'F1'];13;25.0
19;294;457;['F2'];2;55.00000000000001
20;439;298;['F5', 'F2'];7;25.0
21;189;405;['F5', 'F1'];6;25.0
22;229;383;['F5', 'F3', 'F1', 'F4', 'F2'];15;25.0
23;398;509;['F2', 'F3'];5;45.0
24;219;493;['F1', 'F4', 'F3', 'F2'];10;35.0
25;381;222;['F4', 'F3', 'F5', 'F1', 'F2'];15;25.0
26;546;195;['F4', 'F1', 'F3'];8;35.0
27;410;527;['F3'];3;45.0
28;191;367;['F1', 'F5', 'F2'];8;25.0
29;462;156;['F1', 'F2'];3;55.00000000000001
30;347;236;['F1', 'F3', 'F5'];9;25.0
31;584;320;['F2', 'F3'];5;45.0
32;506;255;['F2'];2;55.00000000000001
33;344;537;['F2', 'F3', 'F1', 'F4'];10;35.0
34;395;534;['F2', 'F3', 'F4', 'F5', 'F1'];15;25.0
35;595;371;['F2', 'F4'];6;35.0
36;559;210;['F3', 'F2', 'F4', 'F5'];14;25.0
37;427;483;['F4', 'F2', 'F3', 'F5'];14;25.0
38;341;562;['F4', 'F1', 'F5', 'F2', 'F3'];15;25.0
39;197;466;['F5', 'F2', 'F3', 'F1', 'F4'];15;25.0
40;349;398;['F2', 'F5', 'F4', 'F1'];12;25.0
41;218;180;['F1', 'F5', 'F3', 'F2', 'F4'];15;25.0
42;401;249;['F1', 'F4'];5;35.0
43;211;519;['F1', 'F2', 'F3', 'F4', 'F5'];15;25.0
44;320;441;['F4', 'F1'];5;35.0
45;485;342;['F3', 'F5', 'F4'];12;25.0
46;206;407;['F2', 'F4'];6;35.0
47;387;302;['F1'];1;65.0
48;388;330;['F1', 'F5', 'F3', 'F4'];13;25.0
49;173;212;['F2'];2;55.00000000000001
50;365;220;['F2', 'F3', 'F5'];10;25.0
51;578;414;['F3', 'F2', 'F1', 'F5', 'F4'];15;25.0
52;407;452;['F1', 'F3', 'F2', 'F5'];11;25.0
53;195;296;['F2', 'F1', 'F3'];6;45.0
54;171;512;['F5'];5;25.0
55;214;177;['F2', 'F4', 'F5', 'F1', 'F3'];15;25.0
56;333;439;['F5', 'F4', 'F1', 'F3'];13;25.0
57;352;332;['F5', 'F2'];7;25.0
58;425;165;['F5'];5;25.0
59;396;534;['F1', 'F5', 'F3', 'F4'];13;25.0
60;579;553;['F4', 'F1', 'F2', 'F3'];10;35.0
61;204;372;['F3', 'F2', 'F1', 'F5'];11;25.0
62;459;264;['F3'];3;45.0
