requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;157;41;['F3', 'F2', 'F1', 'F5'];11;0.45
2;87;266;['F1', 'F3', 'F4', 'F5'];13;0.45
3;39;279;['F5', 'F2', 'F1', 'F4'];12;0.45
4;206;148;['F4', 'F5', 'F2'];11;0.45
5;182;49;['F1', 'F4', 'F2', 'F3'];10;0.55
6;239;8;['F4', 'F3', 'F5', 'F1', 'F2'];15;0.45
7;145;43;['F3'];3;0.65
8;151;17;['F5', 'F4', 'F1', 'F2'];12;0.45
9;245;255;['F5', 'F1', 'F3', 'F2', 'F4'];15;0.45
10;96;110;['F4'];4;0.55
11;45;234;['F4', 'F3'];7;0.55
12;211;11;['F2', 'F5', 'F1', 'F3', 'F4'];15;0.45
13;164;101;['F1'];1;0.85
14;105;208;['F2', 'F4', 'F5', 'F1', 'F3'];15;0.45
15;40;119;['F1', 'F2'];3;0.75
16;26;230;['F3', 'F5', 'F2', 'F1'];11;0.45
17;276;177;['F3'];3;0.65
18;33;104;['F2', 'F4', 'F5', 'F1'];12;0.45
19;299;66;['F5', 'F2', 'F4', 'F3'];14;0.45
20;78;93;['F2', 'F3'];5;0.65
21;285;8;['F1', 'F4', 'F5', 'F3'];13;0.45
22;34;290;['F5', 'F4', 'F2', 'F3', 'F1'];15;0.45
23;195;51;['F5', 'F4'];9;0.45
24;175;197;['F2', 'F3', 'F1', 'F4'];10;0.55
25;122;176;['F5', 'F2', 'F3', 'F4'];14;0.45
26;229;238;['F5', 'F1', 'F4'];10;0.45
27;294;1;['F4', 'F5'];9;0.45
28;12;176;['F4'];4;0.55
29;149;107;['F1'];1;0.85
30;273;126;['F2'];2;0.75
31;183;72;['F5', 'F3', 'F2'];10;0.45
32;236;213;['F1', 'F2', 'F4', 'F5', 'F3'];15;0.45
33;11;77;['F3'];3;0.65
34;79;13;['F4', 'F5'];9;0.45
35;36;184;['F3', 'F5', 'F4', 'F2'];14;0.45
36;59;20;['F1', 'F3'];4;0.65
37;65;73;['F5', 'F4', 'F2', 'F3', 'F1'];15;0.45
38;144;296;['F1', 'F3', 'F5', 'F4', 'F2'];15;0.45
39;177;35;['F3', 'F4', 'F1', 'F5', 'F2'];15;0.45
40;266;190;['F4', 'F3', 'F5', 'F2', 'F1'];15;0.45
41;48;101;['F1', 'F5', 'F2', 'F4', 'F3'];15;0.45
42;263;293;['F4', 'F2', 'F5', 'F1'];12;0.45
43;245;216;['F1', 'F5', 'F3', 'F2', 'F4'];15;0.45
44;139;178;['F1'];1;0.85
45;99;93;['F5', 'F4', 'F3', 'F1'];13;0.45
46;294;1;['F3'];3;0.65
47;156;280;['F4', 'F2', 'F3'];9;0.55
48;93;66;['F1', 'F5', 'F3'];9;0.45
49;116;282;['F3', 'F1'];4;0.65
50;68;195;['F1'];1;0.85
51;39;23;['F5', 'F2', 'F4'];11;0.45
52;276;23;['F1', 'F3'];4;0.65
53;127;162;['F4'];4;0.55
54;51;116;['F3', 'F4', 'F1', 'F5', 'F2'];15;0.45
55;111;300;['F5'];5;0.45
56;23;91;['F2', 'F4', 'F3', 'F5', 'F1'];15;0.45
57;76;219;['F2', 'F3', 'F4', 'F1'];10;0.55
58;163;145;['F5', 'F3', 'F4'];12;0.45
59;80;21;['F1'];1;0.85
60;77;143;['F1', 'F2', 'F4'];7;0.55
61;13;166;['F3', 'F4', 'F2', 'F1', 'F5'];15;0.45
62;205;112;['F1', 'F2', 'F5', 'F4'];12;0.45
63;19;32;['F1', 'F4', 'F3', 'F2'];10;0.55
64;111;108;['F1', 'F3', 'F5', 'F4', 'F2'];15;0.45
65;154;97;['F1', 'F4', 'F3', 'F5'];13;0.45
66;210;46;['F4', 'F5', 'F1'];10;0.45
67;180;139;['F1', 'F5'];6;0.45
68;28;111;['F3', 'F5', 'F4', 'F2', 'F1'];15;0.45
