requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;393;185;['F2', 'F4', 'F3', 'F1', 'F5'];15;25.0
2;182;245;['F3', 'F5', 'F1'];9;25.0
3;264;520;['F4', 'F2'];6;35.0
4;267;415;['F2', 'F3'];5;45.0
5;515;252;['F2'];2;55.00000000000001
6;357;469;['F2', 'F1', 'F5'];8;25.0
7;586;172;['F5', 'F2'];7;25.0
8;278;154;['F2', 'F5', 'F3'];10;25.0
9;407;381;['F1', 'F2', 'F4', 'F3'];10;35.0
10;499;352;['F5', 'F4', 'F1', 'F3'];13;25.0
11;515;346;['F1', 'F4', 'F3'];8;35.0
12;535;436;['F1', 'F4', 'F5'];10;25.0
13;156;597;['F5', 'F2'];7;25.0
14;389;499;['F1'];1;65.0
15;353;310;['F3', 'F2', 'F4', 'F5'];14;25.0
16;221;529;['F4', 'F5'];9;25.0
17;339;294;['F5', 'F2'];7;25.0
18;463;432;['F3', 'F2', 'F1', 'F4'];10;35.0
19;153;347;['F2', 'F4', 'F5', 'F3', 'F1'];15;25.0
20;552;506;['F2'];2;55.00000000000001
21;472;593;['F1', 'F4', 'F2', 'F5', 'F3'];15;25.0
22;304;520;['F5', 'F3', 'F1'];9;25.0
23;276;243;['F4', 'F2'];6;35.0
24;348;544;['F4', 'F2', 'F3'];9;35.0
25;534;418;['F3', 'F2'];5;45.0
26;264;455;['F3', 'F1', 'F5'];9;25.0
27;582;507;['F5', 'F1', 'F2'];8;25.0
28;338;165;['F3', 'F4', 'F5'];12;25.0
29;503;247;['F1', 'F3', 'F4', 'F2'];10;35.0
30;591;596;['F4', 'F5', 'F2', 'F1'];12;25.0
31;345;153;['F5', 'F3', 'F4'];12;25.0
32;574;252;['F5', 'F2', 'F4', 'F1', 'F3'];15;25.0
33;464;274;['F5', 'F4', 'F1', 'F3', 'F2'];15;25.0
34;174;418;['F4', 'F2', 'F3', 'F5'];14;25.0
35;205;370;['F4', 'F3', 'F5', 'F2', 'F1'];15;25.0
36;198;400;['F5', 'F4', 'F2', 'F1'];12;25.0
37;154;522;['F4', 'F3'];7;35.0
38;173;223;['F3'];3;45.0
39;337;512;['F1', 'F4'];5;35.0
40;577;273;['F4', 'F3', 'F2', 'F1', 'F5'];15;25.0
41;355;308;['F2', 'F5', 'F4'];11;25.0
42;267;154;['F3', 'F2', 'F4', 'F1', 'F5'];15;25.0
43;428;254;['F5', 'F1', 'F3'];9;25.0
44;279;170;['F5', 'F1', 'F3', 'F2', 'F4'];15;25.0
45;595;239;['F3', 'F1', 'F2', 'F4', 'F5'];15;25.0
46;271;406;['F3', 'F1'];4;45.0
47;482;157;['F2', 'F5', 'F4', 'F3', 'F1'];15;25.0
48;351;400;['F3', 'F4'];7;35.0
49;403;439;['F2', 'F4', 'F1', 'F5'];12;25.0
50;346;213;['F4', 'F5', 'F3', 'F2'];14;25.0
51;599;541;['F3', 'F4', 'F1', 'F2'];10;35.0
52;544;153;['F2', 'F1', 'F5', 'F4', 'F3'];15;25.0
53;223;214;['F3', 'F1'];4;45.0
54;293;555;['F2', 'F5', 'F1'];8;25.0
55;514;299;['F5', 'F3', 'F1'];9;25.0
56;597;381;['F5', 'F2', 'F3'];10;25.0
57;305;214;['F3', 'F2', 'F4'];9;35.0
58;598;403;['F2', 'F5'];7;25.0
59;435;440;['F4', 'F3', 'F5', 'F1'];13;25.0
60;449;177;['F5', 'F4'];9;25.0
61;301;195;['F3'];3;45.0
62;458;372;['F1'];1;65.0
63;179;495;['F3', 'F1', 'F2', 'F5'];11;25.0
64;443;246;['F5'];5;25.0
65;382;465;['F1', 'F5', 'F4', 'F2', 'F3'];15;25.0
66;371;342;['F3'];3;45.0
67;187;486;['F2', 'F1', 'F5', 'F4', 'F3'];15;25.0
68;486;528;['F3'];3;45.0
69;332;282;['F3'];3;45.0
70;553;155;['F4'];4;35.0
71;548;182;['F2'];2;55.00000000000001
72;320;383;['F1', 'F4'];5;35.0
