requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;197;559;['F5', 'F1', 'F3', 'F4', 'F2'];15;25.0
2;322;572;['F4', 'F5', 'F2', 'F1', 'F3'];15;25.0
3;308;416;['F3'];3;45.0
4;499;488;['F2', 'F3', 'F5'];10;25.0
5;309;571;['F5', 'F3'];8;25.0
6;170;349;['F3', 'F2', 'F1', 'F4', 'F5'];15;25.0
7;209;273;['F2', 'F4'];6;35.0
8;240;386;['F1'];1;65.0
9;514;272;['F4', 'F1', 'F2', 'F5'];12;25.0
10;162;558;['F1', 'F4', 'F5'];10;25.0
11;407;206;['F3'];3;45.0
12;596;429;['F3', 'F2'];5;45.0
13;504;176;['F3', 'F4', 'F2', 'F1'];10;35.0
14;507;265;['F3', 'F2', 'F5', 'F1', 'F4'];15;25.0
15;316;215;['F2', 'F5', 'F1'];8;25.0
16;553;531;['F5', 'F2', 'F1', 'F3', 'F4'];15;25.0
17;544;255;['F4', 'F3', 'F2', 'F1', 'F5'];15;25.0
18;579;448;['F2', 'F1'];3;55.00000000000001
19;303;211;['F4', 'F3'];7;35.0
20;483;189;['F2'];2;55.00000000000001
21;387;226;['F4'];4;35.0
22;400;155;['F5', 'F4', 'F3', 'F1'];13;25.0
23;292;326;['F1', 'F5', 'F4'];10;25.0
24;508;509;['F1'];1;65.0
25;516;190;['F2', 'F3', 'F5', 'F4', 'F1'];15;25.0
26;292;423;['F4'];4;35.0
27;263;514;['F1', 'F4'];5;35.0
28;402;495;['F5'];5;25.0
29;432;282;['F4', 'F3'];7;35.0
30;333;583;['F2', 'F3', 'F1', 'F4', 'F5'];15;25.0
31;363;230;['F1'];1;65.0
32;507;517;['F1', 'F3'];4;45.0
33;176;318;['F2', 'F4'];6;35.0
34;562;533;['F2', 'F5', 'F3'];10;25.0
35;242;460;['F2', 'F4'];6;35.0
36;406;179;['F4', 'F2'];6;35.0
37;494;256;['F5', 'F4', 'F3', 'F1'];13;25.0
38;279;316;['F5', 'F3', 'F4', 'F2', 'F1'];15;25.0
39;157;209;['F4', 'F1', 'F3'];8;35.0
40;482;459;['F3', 'F4', 'F5'];12;25.0
41;315;367;['F5', 'F2', 'F1'];8;25.0
42;160;571;['F2', 'F1', 'F3', 'F4', 'F5'];15;25.0
43;354;557;['F4', 'F5', 'F3'];12;25.0
44;302;324;['F5', 'F2', 'F4', 'F3'];14;25.0
45;579;560;['F5', 'F3', 'F1', 'F2', 'F4'];15;25.0
46;339;481;['F5', 'F1', 'F4', 'F2'];12;25.0
47;557;199;['F5'];5;25.0
48;240;531;['F5', 'F4'];9;25.0
49;186;228;['F2', 'F4'];6;35.0
50;545;388;['F5', 'F1', 'F2', 'F4', 'F3'];15;25.0
51;573;370;['F3', 'F5'];8;25.0
52;383;428;['F3', 'F1'];4;45.0
53;271;540;['F4', 'F2'];6;35.0
54;329;563;['F1', 'F3', 'F5'];9;25.0
55;206;567;['F3', 'F2'];5;45.0
56;394;236;['F3'];3;45.0
57;549;307;['F5', 'F1'];6;25.0
58;190;266;['F2', 'F1', 'F5'];8;25.0
59;310;243;['F4', 'F5', 'F2'];11;25.0
60;412;534;['F4', 'F3', 'F2', 'F1'];10;35.0
61;283;236;['F1', 'F2', 'F4'];7;35.0
62;268;225;['F4', 'F5', 'F2', 'F3', 'F1'];15;25.0
63;585;249;['F5', 'F4', 'F1', 'F2'];12;25.0
64;568;158;['F2', 'F5'];7;25.0
