requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;461;526;['F1', 'F3', 'F4', 'F2'];10;35.0
2;514;448;['F1'];1;65.0
3;484;402;['F3', 'F5', 'F1'];9;25.0
4;151;560;['F2', 'F3', 'F5', 'F1', 'F4'];15;25.0
5;362;496;['F5', 'F2', 'F4', 'F1'];12;25.0
6;522;237;['F3'];3;45.0
7;268;385;['F5'];5;25.0
8;356;509;['F1', 'F2', 'F3', 'F4'];10;35.0
9;315;278;['F4', 'F5', 'F3', 'F1'];13;25.0
10;456;513;['F4', 'F5', 'F2', 'F1'];12;25.0
11;382;325;['F5'];5;25.0
12;169;221;['F2', 'F4', 'F3', 'F1'];10;35.0
13;346;600;['F4', 'F1', 'F2', 'F5'];12;25.0
14;530;550;['F5', 'F1'];6;25.0
15;377;223;['F3'];3;45.0
16;162;386;['F3', 'F4', 'F5', 'F1'];13;25.0
17;448;374;['F3', 'F5', 'F4', 'F1'];13;25.0
18;461;572;['F1'];1;65.0
19;406;267;['F5', 'F4', 'F3', 'F1'];13;25.0
20;234;172;['F3'];3;45.0
21;579;407;['F1', 'F4'];5;35.0
22;212;492;['F1'];1;65.0
23;453;507;['F5'];5;25.0
24;222;469;['F4', 'F3'];7;35.0
25;494;154;['F4', 'F2'];6;35.0
26;350;541;['F4', 'F5'];9;25.0
27;449;398;['F4', 'F5'];9;25.0
28;424;362;['F2', 'F3'];5;45.0
29;297;508;['F2'];2;55.00000000000001
30;240;416;['F1', 'F2', 'F5', 'F4'];12;25.0
31;253;262;['F1', 'F2', 'F5', 'F3', 'F4'];15;25.0
32;506;582;['F3'];3;45.0
33;248;190;['F1', 'F5', 'F3'];9;25.0
34;305;506;['F5', 'F4', 'F2', 'F1'];12;25.0
35;422;239;['F1', 'F5', 'F2', 'F4', 'F3'];15;25.0
36;244;360;['F2', 'F1', 'F5'];8;25.0
37;449;163;['F5', 'F4', 'F1'];10;25.0
38;504;539;['F4', 'F5'];9;25.0
39;548;565;['F4', 'F2', 'F1'];7;35.0
40;248;539;['F4', 'F2', 'F1'];7;35.0
41;324;500;['F1', 'F4', 'F5', 'F3'];13;25.0
42;384;180;['F1', 'F2', 'F4', 'F5'];12;25.0
43;317;484;['F4', 'F1'];5;35.0
44;451;247;['F1', 'F3', 'F5'];9;25.0
45;166;196;['F1', 'F4', 'F2', 'F5', 'F3'];15;25.0
46;523;561;['F1'];1;65.0
47;467;226;['F3', 'F4', 'F2'];9;35.0
48;379;175;['F5', 'F3', 'F4', 'F1'];13;25.0
49;574;277;['F2', 'F1'];3;55.00000000000001
50;243;313;['F4', 'F3'];7;35.0
51;276;399;['F2', 'F1', 'F3', 'F5', 'F4'];15;25.0
52;479;177;['F4', 'F2', 'F5', 'F3'];14;25.0
53;441;207;['F2', 'F4'];6;35.0
54;285;578;['F3'];3;45.0
55;538;172;['F1', 'F4', 'F5', 'F2', 'F3'];15;25.0
56;558;411;['F2', 'F5', 'F1', 'F4', 'F3'];15;25.0
57;594;341;['F5', 'F2', 'F1', 'F3'];11;25.0
58;168;412;['F1', 'F5', 'F4', 'F2', 'F3'];15;25.0
59;517;484;['F1', 'F2'];3;55.00000000000001
60;434;333;['F4', 'F2', 'F1'];7;35.0
61;276;301;['F4'];4;35.0
62;270;340;['F5', 'F1', 'F3', 'F4'];13;25.0
63;301;499;['F5', 'F3', 'F4'];12;25.0
64;447;324;['F3', 'F1', 'F4', 'F2'];10;35.0
65;376;588;['F4'];4;35.0
66;169;446;['F4', 'F2', 'F1', 'F3'];10;35.0
67;356;152;['F2', 'F3', 'F1', 'F4'];10;35.0
68;587;381;['F5', 'F1', 'F4', 'F2', 'F3'];15;25.0
69;564;359;['F5', 'F2'];7;25.0
70;237;178;['F2'];2;55.00000000000001
71;402;560;['F3', 'F4', 'F5', 'F1', 'F2'];15;25.0
72;344;361;['F1'];1;65.0
73;277;439;['F3', 'F5', 'F4', 'F2'];14;25.0
74;446;424;['F1', 'F4', 'F5', 'F2'];12;25.0
75;346;333;['F5', 'F4'];9;25.0
76;203;565;['F4', 'F2', 'F1', 'F3'];10;35.0
77;255;253;['F3', 'F5', 'F2', 'F1'];11;25.0
78;359;151;['F2', 'F1', 'F4', 'F5', 'F3'];15;25.0
79;328;542;['F2', 'F1', 'F3', 'F5', 'F4'];15;25.0
80;420;159;['F4', 'F2', 'F3', 'F1'];10;35.0
81;360;537;['F4'];4;35.0
82;317;436;['F5', 'F1', 'F2', 'F4', 'F3'];15;25.0
83;565;559;['F2', 'F3', 'F5'];10;25.0
84;477;183;['F3', 'F2'];5;45.0
85;335;505;['F3', 'F2'];5;45.0
86;589;192;['F4', 'F5'];9;25.0
87;267;512;['F1', 'F4', 'F3'];8;35.0
88;502;342;['F4', 'F3'];7;35.0
89;418;546;['F5', 'F3', 'F2', 'F1'];11;25.0
90;490;338;['F3'];3;45.0
91;358;338;['F4', 'F2', 'F3', 'F1', 'F5'];15;25.0
92;504;462;['F5', 'F1', 'F3', 'F4', 'F2'];15;25.0
93;231;240;['F3', 'F1', 'F2', 'F5'];11;25.0
94;542;396;['F2', 'F5'];7;25.0
95;469;456;['F3'];3;45.0
96;419;252;['F3', 'F1'];4;45.0
97;378;156;['F3', 'F4', 'F2', 'F5', 'F1'];15;25.0
98;279;168;['F5'];5;25.0
99;557;168;['F4', 'F3', 'F2', 'F1'];10;35.0
100;330;557;['F4', 'F3', 'F2'];9;35.0
101;160;550;['F5', 'F4', 'F2', 'F3'];14;25.0
102;445;573;['F5', 'F3', 'F2', 'F1'];11;25.0
103;284;452;['F1', 'F2', 'F3', 'F5'];11;25.0
104;208;417;['F1'];1;65.0
105;544;253;['F5'];5;25.0
106;266;499;['F5'];5;25.0
107;184;169;['F4', 'F1', 'F5', 'F3', 'F2'];15;25.0
108;251;348;['F5'];5;25.0
109;282;228;['F2', 'F4', 'F5', 'F3'];14;25.0
110;251;227;['F5', 'F1'];6;25.0
111;530;558;['F3', 'F2', 'F1', 'F4'];10;35.0
112;276;247;['F5'];5;25.0
113;269;391;['F2', 'F1'];3;55.00000000000001
114;429;204;['F5', 'F1', 'F4', 'F2', 'F3'];15;25.0
115;225;242;['F2'];2;55.00000000000001
116;386;345;['F1', 'F2'];3;55.00000000000001
117;467;209;['F2'];2;55.00000000000001
118;391;318;['F3', 'F5', 'F4', 'F1'];13;25.0
119;240;305;['F1'];1;65.0
120;400;226;['F3', 'F4', 'F5', 'F1'];13;25.0
121;152;490;['F1', 'F3', 'F2', 'F5'];11;25.0
122;186;240;['F2', 'F3'];5;45.0
123;329;224;['F2', 'F1'];3;55.00000000000001
124;320;222;['F1', 'F2'];3;55.00000000000001
125;388;335;['F1', 'F2', 'F4'];7;35.0
126;447;287;['F4', 'F3'];7;35.0
127;291;330;['F2', 'F5', 'F1', 'F3'];11;25.0
128;484;184;['F3', 'F2', 'F1', 'F4', 'F5'];15;25.0
129;566;538;['F4', 'F1', 'F5', 'F2'];12;25.0
130;326;441;['F4', 'F1', 'F3', 'F2', 'F5'];15;25.0
131;436;199;['F1', 'F3', 'F2'];6;45.0
132;503;308;['F5', 'F2', 'F3'];10;25.0
133;322;499;['F5', 'F2'];7;25.0
134;585;169;['F5', 'F1', 'F2', 'F4', 'F3'];15;25.0
135;536;494;['F1', 'F3', 'F2', 'F5'];11;25.0
