requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;259;246;['F1', 'F2', 'F4', 'F3', 'F5'];15;25.0
2;396;562;['F5'];5;25.0
3;585;437;['F1', 'F4', 'F5', 'F3', 'F2'];15;25.0
4;588;460;['F5', 'F4'];9;25.0
5;505;196;['F4', 'F5'];9;25.0
6;241;323;['F2'];2;55.00000000000001
7;452;445;['F4', 'F2', 'F1', 'F3', 'F5'];15;25.0
8;483;246;['F2', 'F4', 'F1'];7;35.0
9;576;397;['F4', 'F1'];5;35.0
10;439;571;['F4', 'F2', 'F5', 'F1'];12;25.0
11;595;379;['F1', 'F4', 'F5', 'F2'];12;25.0
12;502;549;['F5', 'F4', 'F2', 'F1', 'F3'];15;25.0
13;510;279;['F3', 'F5', 'F4', 'F2'];14;25.0
14;518;288;['F2', 'F1', 'F4', 'F3'];10;35.0
15;463;219;['F3', 'F5', 'F4', 'F1'];13;25.0
16;438;584;['F5'];5;25.0
17;519;282;['F4', 'F2', 'F3', 'F1'];10;35.0
18;171;350;['F3', 'F5', 'F1'];9;25.0
19;167;322;['F4', 'F2'];6;35.0
20;583;541;['F4'];4;35.0
21;191;218;['F3', 'F4', 'F1', 'F2'];10;35.0
22;341;557;['F3', 'F5', 'F4', 'F1'];13;25.0
23;458;192;['F2', 'F1', 'F4', 'F5'];12;25.0
24;462;261;['F5'];5;25.0
25;310;236;['F1', 'F3', 'F4', 'F2', 'F5'];15;25.0
26;289;321;['F5', 'F3'];8;25.0
27;280;362;['F5'];5;25.0
28;206;563;['F4', 'F3', 'F5', 'F1'];13;25.0
29;332;571;['F3'];3;45.0
30;274;315;['F1', 'F5', 'F4', 'F2'];12;25.0
31;431;151;['F3', 'F5', 'F1', 'F4'];13;25.0
32;473;587;['F1', 'F3'];4;45.0
33;218;172;['F2', 'F3', 'F1'];6;45.0
34;291;543;['F5', 'F3', 'F2', 'F1', 'F4'];15;25.0
35;275;227;['F4'];4;35.0
36;236;248;['F4', 'F2'];6;35.0
37;295;381;['F5', 'F4', 'F1', 'F2', 'F3'];15;25.0
38;352;218;['F5', 'F4', 'F2', 'F1'];12;25.0
39;398;335;['F5', 'F4'];9;25.0
40;442;260;['F1', 'F3', 'F4', 'F5', 'F2'];15;25.0
41;414;381;['F3', 'F5', 'F2', 'F1'];11;25.0
42;156;423;['F5', 'F1', 'F3'];9;25.0
43;270;188;['F2', 'F5', 'F4', 'F3'];14;25.0
