requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;384;510;['F1', 'F3', 'F4'];8;35.0
2;289;191;['F4'];4;35.0
3;250;251;['F1', 'F5', 'F2', 'F4'];12;25.0
4;261;241;['F1', 'F2', 'F5', 'F3', 'F4'];15;25.0
5;417;231;['F4', 'F5', 'F1', 'F2'];12;25.0
6;295;594;['F5', 'F3', 'F4', 'F2', 'F1'];15;25.0
7;421;260;['F4', 'F2', 'F5', 'F3'];14;25.0
8;330;568;['F1'];1;65.0
9;339;336;['F3', 'F5', 'F2', 'F4', 'F1'];15;25.0
10;200;355;['F2', 'F3'];5;45.0
11;211;531;['F1', 'F5', 'F2', 'F4'];12;25.0
12;586;200;['F2', 'F1', 'F3', 'F5'];11;25.0
13;307;250;['F5', 'F3', 'F4', 'F2', 'F1'];15;25.0
14;242;481;['F1', 'F3', 'F4', 'F2'];10;35.0
15;202;391;['F2', 'F4', 'F3', 'F1', 'F5'];15;25.0
16;292;375;['F3', 'F4', 'F1', 'F5', 'F2'];15;25.0
17;273;547;['F3', 'F2', 'F5', 'F1'];11;25.0
18;240;517;['F5', 'F1', 'F2', 'F3', 'F4'];15;25.0
19;221;571;['F3', 'F1', 'F5'];9;25.0
20;205;378;['F5', 'F4'];9;25.0
21;297;244;['F1', 'F2', 'F5', 'F4'];12;25.0
22;295;600;['F4'];4;35.0
23;376;460;['F4', 'F1', 'F2', 'F5'];12;25.0
24;380;467;['F4'];4;35.0
25;503;228;['F4'];4;35.0
26;407;184;['F5', 'F3', 'F4'];12;25.0
27;568;298;['F3', 'F5', 'F4'];12;25.0
28;336;528;['F3', 'F4', 'F5', 'F1', 'F2'];15;25.0
29;335;339;['F5', 'F3', 'F2', 'F1'];11;25.0
30;295;460;['F1', 'F2', 'F5', 'F3'];11;25.0
31;600;314;['F4', 'F1', 'F3', 'F2', 'F5'];15;25.0
32;358;572;['F5', 'F3', 'F4'];12;25.0
33;217;595;['F2', 'F4'];6;35.0
34;171;288;['F2', 'F3', 'F5', 'F1', 'F4'];15;25.0
35;348;214;['F3', 'F5', 'F4'];12;25.0
36;429;315;['F1', 'F3'];4;45.0
37;356;374;['F4', 'F3'];7;35.0
38;303;559;['F3', 'F1'];4;45.0
39;319;261;['F3', 'F1', 'F2', 'F5', 'F4'];15;25.0
40;469;156;['F1', 'F4'];5;35.0
41;275;293;['F5', 'F4'];9;25.0
42;590;567;['F1', 'F5', 'F3'];9;25.0
43;278;190;['F1'];1;65.0
44;288;250;['F1', 'F3'];4;45.0
45;464;321;['F1', 'F2', 'F3', 'F4'];10;35.0
46;541;176;['F3', 'F2'];5;45.0
47;175;567;['F5', 'F2', 'F1', 'F3'];11;25.0
48;477;464;['F3', 'F5', 'F1', 'F2', 'F4'];15;25.0
49;279;385;['F3', 'F5', 'F1'];9;25.0
50;556;358;['F4'];4;35.0
51;428;416;['F5', 'F4', 'F3', 'F2'];14;25.0
52;424;501;['F5', 'F3', 'F2', 'F4', 'F1'];15;25.0
53;335;393;['F4', 'F5'];9;25.0
54;450;477;['F5'];5;25.0
55;394;492;['F5', 'F4'];9;25.0
56;502;540;['F2', 'F5'];7;25.0
57;593;346;['F3', 'F5', 'F2', 'F4'];14;25.0
58;538;580;['F1', 'F2'];3;55.00000000000001
59;297;173;['F1', 'F4', 'F3'];8;35.0
60;389;538;['F1'];1;65.0
61;547;189;['F2'];2;55.00000000000001
62;458;543;['F3'];3;45.0
63;522;238;['F2', 'F5', 'F3', 'F1'];11;25.0
64;232;335;['F3', 'F5', 'F4'];12;25.0
65;350;160;['F4', 'F5', 'F2', 'F1'];12;25.0
66;361;371;['F5', 'F2'];7;25.0
67;270;306;['F1', 'F2', 'F4', 'F5', 'F3'];15;25.0
68;498;571;['F4'];4;35.0
69;152;316;['F4', 'F2', 'F5', 'F1'];12;25.0
70;159;168;['F1', 'F3', 'F5'];9;25.0
71;391;426;['F2', 'F3', 'F1', 'F5', 'F4'];15;25.0
72;360;513;['F3'];3;45.0
