requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;599;561;['F3', 'F1', 'F4', 'F2'];10;35.0
2;157;444;['F5', 'F3', 'F2', 'F1', 'F4'];15;25.0
3;494;487;['F4', 'F1', 'F3', 'F2', 'F5'];15;25.0
4;517;237;['F4', 'F1', 'F5', 'F2', 'F3'];15;25.0
5;321;530;['F1', 'F5', 'F2', 'F4'];12;25.0
6;168;577;['F2', 'F4', 'F1'];7;35.0
7;501;342;['F3', 'F5'];8;25.0
8;509;373;['F3', 'F1', 'F2', 'F5', 'F4'];15;25.0
9;588;309;['F5', 'F3', 'F2', 'F1', 'F4'];15;25.0
10;251;340;['F2', 'F3', 'F1', 'F5'];11;25.0
11;162;376;['F5', 'F4', 'F1', 'F2', 'F3'];15;25.0
12;537;458;['F5', 'F1'];6;25.0
13;478;237;['F5'];5;25.0
14;279;242;['F4', 'F3', 'F1', 'F2', 'F5'];15;25.0
15;413;510;['F1'];1;65.0
16;194;287;['F4', 'F3'];7;35.0
17;263;174;['F1', 'F4', 'F2', 'F3'];10;35.0
18;281;333;['F1', 'F2'];3;55.00000000000001
19;295;522;['F1', 'F5', 'F2', 'F3'];11;25.0
20;343;571;['F1'];1;65.0
21;473;203;['F5', 'F2', 'F3', 'F4'];14;25.0
22;402;574;['F5', 'F2', 'F3'];10;25.0
23;406;478;['F5', 'F4', 'F3', 'F1', 'F2'];15;25.0
24;406;377;['F3', 'F1'];4;45.0
25;560;522;['F3', 'F1', 'F5'];9;25.0
26;245;410;['F3', 'F1'];4;45.0
27;211;181;['F2'];2;55.00000000000001
28;565;482;['F5'];5;25.0
29;501;537;['F2'];2;55.00000000000001
30;335;268;['F3', 'F4', 'F2', 'F1'];10;35.0
31;306;280;['F3', 'F5', 'F1', 'F2'];11;25.0
32;361;495;['F2', 'F5', 'F1'];8;25.0
33;164;379;['F2', 'F3', 'F4', 'F1', 'F5'];15;25.0
34;433;307;['F1', 'F3', 'F4', 'F5', 'F2'];15;25.0
35;312;597;['F4'];4;35.0
36;524;296;['F5', 'F2', 'F3', 'F4'];14;25.0
37;153;521;['F5', 'F2', 'F1', 'F4', 'F3'];15;25.0
38;299;234;['F4'];4;35.0
39;175;404;['F5'];5;25.0
40;215;384;['F4', 'F3', 'F5', 'F1', 'F2'];15;25.0
41;564;302;['F4', 'F2', 'F5', 'F1', 'F3'];15;25.0
42;453;364;['F1'];1;65.0
43;187;236;['F5', 'F2', 'F3', 'F1'];11;25.0
44;180;597;['F2', 'F5', 'F1'];8;25.0
45;454;572;['F5', 'F3', 'F4', 'F1'];13;25.0
46;385;473;['F3', 'F5', 'F1'];9;25.0
47;542;164;['F1', 'F2', 'F4'];7;35.0
48;452;161;['F4', 'F1', 'F2'];7;35.0
49;193;416;['F2'];2;55.00000000000001
50;348;293;['F4', 'F1', 'F2', 'F5', 'F3'];15;25.0
51;539;381;['F4'];4;35.0
52;193;416;['F2', 'F4', 'F1', 'F3'];10;35.0
53;464;299;['F4', 'F2'];6;35.0
54;561;297;['F5', 'F2', 'F3', 'F1', 'F4'];15;25.0
55;513;258;['F4', 'F2'];6;35.0
56;316;436;['F5', 'F4', 'F2'];11;25.0
57;595;591;['F1', 'F3'];4;45.0
58;578;204;['F2', 'F5', 'F3', 'F4', 'F1'];15;25.0
59;316;440;['F3'];3;45.0
60;295;163;['F4', 'F2', 'F3', 'F5'];14;25.0
61;172;592;['F2', 'F5', 'F3', 'F1'];11;25.0
62;317;452;['F2'];2;55.00000000000001
63;399;377;['F1', 'F4', 'F3', 'F2'];10;35.0
64;593;485;['F5', 'F2', 'F1', 'F3'];11;25.0
65;356;174;['F5', 'F3', 'F1', 'F4'];13;25.0
66;411;217;['F2'];2;55.00000000000001
67;181;215;['F1', 'F4', 'F2', 'F3', 'F5'];15;25.0
68;516;220;['F2', 'F5', 'F1', 'F3'];11;25.0
69;173;346;['F5', 'F3', 'F4', 'F2'];14;25.0
70;556;486;['F4'];4;35.0
71;424;334;['F4', 'F3', 'F5'];12;25.0
72;196;546;['F3', 'F5'];8;25.0
73;300;494;['F1', 'F5', 'F3', 'F4', 'F2'];15;25.0
74;156;270;['F1'];1;65.0
75;523;460;['F3', 'F4', 'F1', 'F2'];10;35.0
76;594;234;['F1', 'F2', 'F5'];8;25.0
77;358;265;['F3', 'F4', 'F5', 'F1', 'F2'];15;25.0
78;254;471;['F3', 'F2'];5;45.0
79;212;330;['F2', 'F1'];3;55.00000000000001
80;322;372;['F5', 'F2', 'F1', 'F3', 'F4'];15;25.0
81;279;172;['F2', 'F4'];6;35.0
82;422;337;['F4', 'F1', 'F3', 'F2'];10;35.0
83;562;198;['F2', 'F5', 'F4', 'F3'];14;25.0
84;197;189;['F1', 'F3'];4;45.0
85;186;274;['F5', 'F2'];7;25.0
86;518;517;['F1'];1;65.0
87;281;507;['F2', 'F1', 'F3', 'F5', 'F4'];15;25.0
88;471;462;['F5', 'F2', 'F4', 'F3'];14;25.0
89;402;339;['F2', 'F3', 'F4'];9;35.0
90;356;295;['F2'];2;55.00000000000001
91;342;158;['F4', 'F5', 'F3'];12;25.0
92;359;362;['F3', 'F4', 'F2'];9;35.0
93;498;375;['F3', 'F5', 'F2'];10;25.0
94;592;329;['F1', 'F2'];3;55.00000000000001
95;532;312;['F2', 'F5', 'F3', 'F1', 'F4'];15;25.0
96;509;552;['F1'];1;65.0
97;376;399;['F3', 'F1', 'F2'];6;45.0
98;320;391;['F4', 'F1', 'F3'];8;35.0
99;310;201;['F3', 'F2'];5;45.0
100;363;510;['F1'];1;65.0
101;536;173;['F3', 'F2', 'F5', 'F4', 'F1'];15;25.0
102;434;500;['F5', 'F1', 'F3'];9;25.0
103;442;540;['F5', 'F2'];7;25.0
104;414;589;['F5', 'F4', 'F1', 'F2'];12;25.0
105;185;415;['F2', 'F3', 'F4'];9;35.0
106;547;365;['F1'];1;65.0
107;375;325;['F5'];5;25.0
108;419;386;['F4'];4;35.0
109;404;208;['F5'];5;25.0
110;325;263;['F2'];2;55.00000000000001
111;464;380;['F4', 'F2'];6;35.0
112;285;451;['F3'];3;45.0
113;339;560;['F1'];1;65.0
