requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;165;403;['F2', 'F4', 'F3', 'F5', 'F1'];15;25.0
2;296;596;['F3', 'F4', 'F1', 'F2'];10;35.0
3;453;442;['F5', 'F2'];7;25.0
4;169;255;['F5', 'F1', 'F2', 'F4'];12;25.0
5;577;168;['F2'];2;55.00000000000001
6;151;579;['F3', 'F1', 'F5', 'F4'];13;25.0
7;224;399;['F3', 'F1'];4;45.0
8;436;279;['F2'];2;55.00000000000001
9;187;432;['F3', 'F5', 'F2', 'F1', 'F4'];15;25.0
10;204;188;['F3', 'F4'];7;35.0
11;529;378;['F1', 'F5', 'F3'];9;25.0
12;426;275;['F5', 'F3', 'F4'];12;25.0
13;292;237;['F2', 'F5', 'F3', 'F1'];11;25.0
14;459;261;['F2', 'F5', 'F1', 'F4', 'F3'];15;25.0
15;341;222;['F1'];1;65.0
16;152;348;['F1', 'F5', 'F3', 'F2'];11;25.0
17;553;369;['F3'];3;45.0
18;188;579;['F5', 'F2'];7;25.0
19;223;183;['F1', 'F3', 'F2', 'F5', 'F4'];15;25.0
20;255;413;['F5', 'F3', 'F4', 'F2', 'F1'];15;25.0
21;482;566;['F5', 'F1', 'F4', 'F3'];13;25.0
22;453;577;['F1', 'F5'];6;25.0
23;283;550;['F5', 'F3', 'F2', 'F1', 'F4'];15;25.0
24;560;381;['F4', 'F5'];9;25.0
25;570;449;['F3', 'F5'];8;25.0
26;506;483;['F4'];4;35.0
27;286;362;['F1', 'F2', 'F3', 'F4'];10;35.0
28;354;272;['F2', 'F1', 'F5', 'F3'];11;25.0
29;151;308;['F3', 'F4', 'F2', 'F1', 'F5'];15;25.0
30;383;568;['F1', 'F2', 'F3'];6;45.0
31;216;518;['F1', 'F2', 'F3', 'F4', 'F5'];15;25.0
32;168;152;['F1', 'F4', 'F5', 'F3', 'F2'];15;25.0
33;584;372;['F2'];2;55.00000000000001
34;502;599;['F5', 'F3', 'F4', 'F2'];14;25.0
35;221;364;['F5', 'F2', 'F4', 'F3'];14;25.0
36;572;176;['F2', 'F1', 'F5', 'F3'];11;25.0
37;240;418;['F2', 'F3', 'F1', 'F4', 'F5'];15;25.0
38;196;181;['F3', 'F2'];5;45.0
39;323;304;['F5', 'F3', 'F2'];10;25.0
40;541;315;['F2', 'F5'];7;25.0
41;469;253;['F2', 'F4', 'F3', 'F5', 'F1'];15;25.0
42;535;534;['F3', 'F4'];7;35.0
43;342;503;['F1', 'F4', 'F2'];7;35.0
44;468;376;['F4'];4;35.0
45;327;224;['F1', 'F4', 'F2', 'F5', 'F3'];15;25.0
46;474;491;['F2', 'F5', 'F1', 'F3', 'F4'];15;25.0
47;439;182;['F4', 'F2', 'F5', 'F3', 'F1'];15;25.0
48;208;261;['F3', 'F5', 'F1', 'F2'];11;25.0
49;481;203;['F4', 'F5', 'F1', 'F3'];13;25.0
50;589;164;['F3', 'F1', 'F4', 'F5'];13;25.0
51;383;337;['F4', 'F1', 'F2', 'F3', 'F5'];15;25.0
52;434;327;['F4', 'F3', 'F1', 'F2', 'F5'];15;25.0
53;270;248;['F1', 'F4', 'F5', 'F2', 'F3'];15;25.0
54;439;438;['F5', 'F2'];7;25.0
55;343;335;['F5', 'F1'];6;25.0
56;381;366;['F5', 'F3'];8;25.0
57;445;446;['F3', 'F5'];8;25.0
58;187;374;['F4', 'F2', 'F3'];9;35.0
59;280;165;['F5', 'F3', 'F4'];12;25.0
60;223;281;['F1', 'F5', 'F3', 'F4', 'F2'];15;25.0
61;451;528;['F4', 'F5', 'F2'];11;25.0
62;512;221;['F1'];1;65.0
63;406;538;['F5', 'F2', 'F4', 'F1'];12;25.0
64;377;186;['F1', 'F4'];5;35.0
65;308;294;['F5', 'F4'];9;25.0
66;403;375;['F4', 'F2'];6;35.0
67;490;200;['F5', 'F1', 'F2', 'F4', 'F3'];15;25.0
68;575;262;['F4', 'F3', 'F1', 'F2', 'F5'];15;25.0
69;577;471;['F5', 'F3'];8;25.0
70;540;581;['F5', 'F4'];9;25.0
71;505;166;['F1', 'F3', 'F4', 'F2'];10;35.0
72;239;155;['F1', 'F5', 'F2'];8;25.0
73;392;210;['F3', 'F1'];4;45.0
74;163;229;['F2', 'F4', 'F5', 'F3'];14;25.0
75;500;495;['F4', 'F5', 'F1'];10;25.0
76;300;577;['F2', 'F1', 'F5', 'F4'];12;25.0
77;589;187;['F1'];1;65.0
78;227;151;['F4', 'F1', 'F5', 'F3'];13;25.0
79;507;558;['F3', 'F1'];4;45.0
80;263;545;['F3', 'F5', 'F4', 'F2'];14;25.0
81;468;298;['F1', 'F2'];3;55.00000000000001
82;425;247;['F4', 'F1'];5;35.0
83;377;561;['F3', 'F2'];5;45.0
84;285;350;['F1', 'F4', 'F3', 'F2'];10;35.0
85;167;419;['F5', 'F2', 'F3', 'F1', 'F4'];15;25.0
86;445;374;['F4', 'F3', 'F1', 'F2'];10;35.0
87;493;565;['F5', 'F4', 'F3', 'F1'];13;25.0
88;593;490;['F3', 'F1', 'F5', 'F2', 'F4'];15;25.0
89;591;381;['F3', 'F4', 'F1', 'F2', 'F5'];15;25.0
90;397;204;['F4', 'F5', 'F3', 'F2'];14;25.0
91;295;362;['F1', 'F3', 'F5', 'F2'];11;25.0
92;451;161;['F4', 'F2', 'F3'];9;35.0
93;249;300;['F4'];4;35.0
94;388;585;['F4', 'F2', 'F3'];9;35.0
95;212;395;['F4'];4;35.0
96;414;300;['F1'];1;65.0
97;496;287;['F4', 'F1', 'F3', 'F2', 'F5'];15;25.0
98;309;574;['F4', 'F1', 'F2', 'F5', 'F3'];15;25.0
99;269;151;['F3'];3;45.0
100;286;561;['F1', 'F3', 'F5', 'F4'];13;25.0
101;589;559;['F5', 'F1'];6;25.0
102;580;154;['F5'];5;25.0
103;380;257;['F2', 'F1', 'F5', 'F4', 'F3'];15;25.0
104;455;261;['F1', 'F3'];4;45.0
105;164;579;['F3', 'F5'];8;25.0
106;235;479;['F3', 'F2', 'F5', 'F4'];14;25.0
107;494;334;['F4', 'F2', 'F1', 'F5'];12;25.0
108;269;387;['F1', 'F3', 'F5'];9;25.0
109;268;416;['F1', 'F3', 'F4'];8;35.0
110;437;440;['F2', 'F4', 'F5'];11;25.0
111;544;180;['F5'];5;25.0
112;283;444;['F2', 'F4', 'F1', 'F3', 'F5'];15;25.0
113;176;184;['F5'];5;25.0
114;454;510;['F5', 'F3', 'F2', 'F1'];11;25.0
115;299;582;['F3', 'F4'];7;35.0
116;154;207;['F3', 'F5'];8;25.0
117;511;170;['F3', 'F4', 'F1', 'F5'];13;25.0
118;535;454;['F4', 'F2', 'F3', 'F5'];14;25.0
119;287;595;['F3', 'F2', 'F5', 'F1'];11;25.0
120;274;484;['F2', 'F3', 'F5', 'F4', 'F1'];15;25.0
121;485;392;['F4', 'F3'];7;35.0
122;520;324;['F3', 'F2'];5;45.0
123;309;158;['F1', 'F5'];6;25.0
124;255;480;['F5', 'F4', 'F1'];10;25.0
125;155;387;['F5', 'F3'];8;25.0
126;441;385;['F5', 'F1', 'F2', 'F3', 'F4'];15;25.0
127;357;284;['F1', 'F3'];4;45.0
128;251;218;['F1'];1;65.0
129;541;537;['F4', 'F3', 'F1', 'F2', 'F5'];15;25.0
130;465;441;['F5', 'F2', 'F1'];8;25.0
131;448;590;['F3', 'F4', 'F2', 'F1'];10;35.0
132;545;178;['F2', 'F5', 'F1', 'F3'];11;25.0
133;217;422;['F2', 'F5', 'F1', 'F4'];12;25.0
134;458;476;['F3', 'F4', 'F5'];12;25.0
135;320;284;['F4', 'F3', 'F1', 'F2', 'F5'];15;25.0
136;287;398;['F5', 'F3', 'F1', 'F2'];11;25.0
137;538;362;['F2', 'F4', 'F1', 'F5'];12;25.0
138;596;162;['F5', 'F2', 'F3', 'F1'];11;25.0
139;204;182;['F2', 'F4'];6;35.0
140;215;592;['F3', 'F1', 'F4', 'F5'];13;25.0
141;313;532;['F3', 'F5', 'F4', 'F2', 'F1'];15;25.0
142;277;388;['F1', 'F3', 'F5', 'F2'];11;25.0
143;368;427;['F2'];2;55.00000000000001
144;556;295;['F1'];1;65.0
145;544;266;['F3'];3;45.0
146;320;347;['F4', 'F5', 'F1'];10;25.0
147;195;259;['F4', 'F3', 'F1'];8;35.0
148;335;493;['F5'];5;25.0
149;227;153;['F3'];3;45.0
150;267;473;['F2', 'F4'];6;35.0
151;174;328;['F3', 'F4', 'F2', 'F5', 'F1'];15;25.0
152;518;214;['F1', 'F5'];6;25.0
153;533;378;['F2', 'F1'];3;55.00000000000001
154;323;310;['F4', 'F2', 'F1'];7;35.0
155;502;288;['F4'];4;35.0
156;359;465;['F2', 'F3', 'F4'];9;35.0
157;310;320;['F1', 'F2', 'F3', 'F4'];10;35.0
158;499;446;['F3'];3;45.0
159;497;325;['F2', 'F3', 'F1'];6;45.0
160;521;246;['F3'];3;45.0
161;384;566;['F1', 'F4', 'F2', 'F3'];10;35.0
162;555;584;['F5', 'F4', 'F2'];11;25.0
163;159;450;['F4'];4;35.0
164;163;239;['F4', 'F3', 'F5'];12;25.0
165;484;520;['F1'];1;65.0
166;437;249;['F3', 'F2', 'F5', 'F1', 'F4'];15;25.0
167;173;385;['F2', 'F1'];3;55.00000000000001
168;384;275;['F5', 'F2', 'F3', 'F4', 'F1'];15;25.0
169;489;424;['F5', 'F2'];7;25.0
170;536;192;['F3', 'F2', 'F1', 'F5'];11;25.0
171;394;446;['F1'];1;65.0
172;442;306;['F5'];5;25.0
173;295;503;['F3', 'F4'];7;35.0
174;407;454;['F4', 'F3'];7;35.0
175;457;535;['F3', 'F1', 'F4', 'F5'];13;25.0
176;458;445;['F2', 'F3', 'F5'];10;25.0
177;374;471;['F2', 'F1', 'F3'];6;45.0
178;421;585;['F4'];4;35.0
179;518;541;['F2', 'F1', 'F4'];7;35.0
180;288;198;['F3', 'F2', 'F5', 'F1', 'F4'];15;25.0
181;396;502;['F5', 'F2', 'F4', 'F1', 'F3'];15;25.0
182;457;562;['F5', 'F2', 'F1', 'F3', 'F4'];15;25.0
183;249;165;['F1', 'F3', 'F2', 'F5'];11;25.0
184;192;339;['F2', 'F3'];5;45.0
185;187;493;['F4', 'F5', 'F2'];11;25.0
186;387;505;['F1', 'F5'];6;25.0
187;565;598;['F3'];3;45.0
188;201;208;['F2', 'F1', 'F4', 'F3', 'F5'];15;25.0
189;152;169;['F4'];4;35.0
190;550;174;['F4', 'F5', 'F3'];12;25.0
191;544;342;['F3', 'F2', 'F5', 'F1', 'F4'];15;25.0
192;546;265;['F2', 'F1', 'F5', 'F3', 'F4'];15;25.0
193;546;221;['F4', 'F5'];9;25.0
194;277;516;['F3', 'F2', 'F4', 'F5', 'F1'];15;25.0
195;440;365;['F2', 'F5', 'F1', 'F4', 'F3'];15;25.0
196;452;394;['F3'];3;45.0
197;484;373;['F5', 'F4', 'F2', 'F1', 'F3'];15;25.0
198;314;286;['F4'];4;35.0
199;330;342;['F3', 'F1'];4;45.0
200;502;475;['F3', 'F4', 'F5', 'F1'];13;25.0
201;526;550;['F5', 'F2', 'F3', 'F4', 'F1'];15;25.0
202;355;357;['F4', 'F2', 'F3', 'F5', 'F1'];15;25.0
203;590;378;['F1', 'F5', 'F4', 'F2'];12;25.0
204;441;352;['F4', 'F3', 'F1'];8;35.0
205;212;159;['F5', 'F3', 'F4'];12;25.0
206;203;160;['F3', 'F5', 'F1', 'F2'];11;25.0
207;307;266;['F2', 'F5'];7;25.0
208;326;595;['F4'];4;35.0
209;269;288;['F2'];2;55.00000000000001
210;509;365;['F2', 'F1', 'F5'];8;25.0
211;351;411;['F4', 'F5', 'F3'];12;25.0
212;238;220;['F3', 'F1', 'F4', 'F2', 'F5'];15;25.0
213;451;515;['F4', 'F2', 'F5', 'F3'];14;25.0
214;420;187;['F3', 'F2', 'F1'];6;45.0
215;587;420;['F4', 'F5', 'F3'];12;25.0
216;255;365;['F3', 'F5', 'F2'];10;25.0
217;161;373;['F3', 'F1', 'F2', 'F4'];10;35.0
218;479;312;['F5', 'F1', 'F3'];9;25.0
219;486;589;['F4', 'F2', 'F3'];9;35.0
220;557;372;['F4', 'F1'];5;35.0
221;385;592;['F1', 'F5'];6;25.0
222;422;499;['F2', 'F1', 'F4', 'F3', 'F5'];15;25.0
223;362;381;['F4', 'F1', 'F5', 'F3'];13;25.0
224;579;182;['F2', 'F4', 'F5', 'F3'];14;25.0
225;600;193;['F3', 'F5'];8;25.0
226;153;500;['F4', 'F1', 'F2'];7;35.0
227;535;441;['F5', 'F2', 'F1', 'F4', 'F3'];15;25.0
228;417;155;['F5', 'F1', 'F3', 'F2'];11;25.0
229;378;168;['F3', 'F1', 'F4'];8;35.0
