NodeId;Status;Resources[CPU, MEM(RAM)];ProcessingDelay;NodeCost;PercentFailure
1;N;[50, 64];0.9;0.5;31.0
2;N;[50, 64];0.2;0.6;35.0
3;N;[50, 64];1.0;1.0;66.0
4;N;[50, 64];0.4;0.6;28.999999999999996
5;N;[50, 64];1.0;0.7;67.0
6;N;[50, 64];0.4;0.8;18.0
7;N;[50, 64];0.1;0.8;31.0
8;N;[50, 64];0.1;0.6;62.0
9;N;[50, 64];0.6;0.9;22.0
10;N;[50, 64];0.7;1.0;35.0
11;N;[50, 64];1.0;0.8;52.0
12;N;[50, 64];0.3;0.6;18.0
13;N;[50, 64];0.3;0.7;55.00000000000001
14;N;[50, 64];0.9;0.5;78.0
15;N;[50, 64];0.4;0.5;10.0
16;N;[50, 64];0.6;0.6;49.0
17;N;[50, 64];0.4;0.5;60.0
18;N;[50, 64];0.7;1.0;15.0
19;N;[50, 64];0.4;0.9;24.0
20;N;[50, 64];0.3;0.5;55.00000000000001
21;N;[50, 64];0.4;0.5;56.99999999999999
22;N;[50, 64];0.1;0.9;35.0
23;N;[50, 64];0.7;0.7;64.0
24;N;[50, 64];0.4;0.8;80.0
25;N;[50, 64];0.3;0.5;16.0
26;N;[50, 64];0.3;1.0;46.0
27;N;[50, 64];0.8;0.7;79.0
28;N;[50, 64];0.3;0.6;32.0
29;N;[50, 64];0.4;0.5;46.0
30;N;[50, 64];1.0;0.7;21.0
31;N;[50, 64];0.6;1.0;28.999999999999996
32;N;[50, 64];0.4;0.9;65.0
33;N;[50, 64];0.1;0.8;57.99999999999999
34;N;[50, 64];0.7;0.5;65.0
35;N;[50, 64];0.5;1.0;19.0
36;N;[50, 64];0.8;0.9;11.0
37;N;[50, 64];0.5;0.5;50.0
38;N;[50, 64];0.6;1.0;68.0
39;N;[50, 64];0.9;0.9;30.0
40;N;[50, 64];0.3;0.6;24.0
41;N;[50, 64];0.1;1.0;42.0
42;N;[50, 64];1.0;0.5;28.999999999999996
43;N;[50, 64];1.0;0.8;77.0
44;N;[50, 64];0.7;0.9;53.0
45;N;[50, 64];0.9;0.9;76.0
46;N;[50, 64];0.1;0.9;40.0
47;N;[50, 64];0.5;0.9;10.0
48;N;[50, 64];0.1;0.6;21.0
49;N;[50, 64];0.8;0.9;75.0
50;N;[50, 64];0.2;0.9;24.0
51;N;[50, 64];0.9;0.5;34.0
52;N;[50, 64];0.5;1.0;41.0
53;N;[50, 64];1.0;0.8;26.0
54;N;[50, 64];1.0;0.5;30.0
55;N;[50, 64];0.9;0.8;38.0
56;N;[50, 64];0.5;0.9;53.0
57;N;[50, 64];0.8;0.6;27.0
58;N;[50, 64];0.4;1.0;66.0
59;N;[50, 64];1.0;0.9;34.0
60;N;[50, 64];0.5;0.5;40.0
61;N;[50, 64];0.8;0.7;56.00000000000001
62;N;[50, 64];0.2;0.5;12.0
63;N;[50, 64];0.6;0.6;53.0
64;N;[50, 64];0.9;1.0;33.0
65;N;[50, 64];0.1;0.9;51.0
66;N;[50, 64];0.6;0.9;69.0
67;N;[50, 64];0.4;1.0;71.0
68;N;[50, 64];0.8;0.9;70.0
69;N;[50, 64];0.9;0.8;47.0
70;N;[50, 64];1.0;0.5;12.0
71;N;[50, 64];0.2;0.6;19.0
72;N;[50, 64];0.2;0.8;17.0
73;N;[50, 64];0.5;1.0;13.0
74;N;[50, 64];0.8;0.6;13.0
75;N;[50, 64];0.2;0.7;22.0
76;N;[50, 64];0.2;0.7;28.999999999999996
77;N;[50, 64];0.9;1.0;25.0
78;N;[50, 64];1.0;0.8;18.0
79;N;[50, 64];0.4;0.8;23.0
80;N;[50, 64];1.0;0.8;14.000000000000002
81;N;[50, 64];0.2;1.0;16.0
82;N;[50, 64];0.5;0.5;12.0
83;N;[50, 64];0.9;0.7;15.0
84;N;[50, 64];0.5;1.0;20.0
85;N;[50, 64];0.6;0.9;11.0
86;N;[50, 64];0.6;0.9;19.0
87;N;[50, 64];0.3;0.5;24.0
88;N;[50, 64];0.7;0.7;26.0
89;N;[50, 64];0.5;0.9;20.0
90;N;[50, 64];0.2;0.5;21.0
91;N;[50, 64];0.5;1.0;15.0
92;N;[50, 64];0.7;0.7;27.0
93;N;[50, 64];0.6;0.6;12.0
94;N;[50, 64];0.7;0.6;22.0
95;N;[50, 64];0.2;0.9;14.000000000000002
96;N;[50, 64];0.2;0.9;11.0
97;N;[50, 64];0.3;0.9;15.0
98;N;[50, 64];0.3;0.9;26.0
99;N;[50, 64];0.5;1.0;20.0
100;N;[50, 64];1.0;0.8;13.0
101;N;[50, 64];0.6;0.6;25.0
102;N;[50, 64];0.5;0.5;12.0
103;N;[50, 64];1.0;0.5;14.000000000000002
104;N;[50, 64];0.5;0.7;14.000000000000002
105;N;[50, 64];0.6;0.7;18.0
106;N;[50, 64];0.1;0.8;15.0
107;N;[50, 64];0.6;1.0;22.0
108;N;[50, 64];0.6;0.5;28.000000000000004
109;N;[50, 64];0.1;1.0;13.0
110;N;[50, 64];0.6;0.5;22.0
111;N;[50, 64];0.1;1.0;23.0
112;N;[50, 64];0.9;1.0;23.0
113;N;[50, 64];0.3;0.7;23.0
114;N;[50, 64];0.7;0.7;30.0
115;N;[50, 64];0.1;0.5;20.0
116;N;[50, 64];0.8;0.6;27.0
117;N;[50, 64];0.6;0.8;28.999999999999996
118;N;[50, 64];0.9;0.9;24.0
119;N;[50, 64];0.1;0.6;28.000000000000004
120;N;[50, 64];0.7;0.6;28.000000000000004
121;N;[50, 64];0.3;1.0;24.0
122;N;[50, 64];0.2;0.5;28.000000000000004
123;N;[50, 64];0.2;0.6;27.0
124;N;[50, 64];0.2;0.6;19.0
125;N;[50, 64];0.7;0.5;14.000000000000002
126;N;[50, 64];0.4;0.7;28.999999999999996
127;N;[50, 64];0.9;1.0;24.0
128;N;[50, 64];0.2;0.5;21.0
129;N;[50, 64];0.3;0.7;10.0
130;N;[50, 64];1.0;0.9;21.0
131;N;[50, 64];0.5;0.8;25.0
132;N;[50, 64];0.4;0.5;28.999999999999996
133;N;[50, 64];0.2;0.9;13.0
134;N;[50, 64];0.7;0.8;28.999999999999996
135;N;[50, 64];0.8;0.6;28.000000000000004
136;N;[50, 64];0.7;0.9;14.000000000000002
137;N;[50, 64];0.4;0.6;12.0
138;N;[50, 64];0.4;0.5;12.0
139;N;[50, 64];0.5;0.5;23.0
140;N;[50, 64];0.6;0.7;12.0
141;N;[50, 64];0.8;0.8;28.000000000000004
142;N;[50, 64];0.3;0.6;30.0
143;N;[50, 64];0.5;1.0;28.000000000000004
144;N;[50, 64];0.9;0.5;21.0
145;N;[50, 64];0.7;0.8;17.0
146;N;[50, 64];0.4;0.9;22.0
147;N;[50, 64];0.7;1.0;23.0
148;N;[50, 64];0.3;0.5;18.0
149;N;[50, 64];1.0;0.9;28.999999999999996
150;N;[50, 64];0.4;0.8;30.0
152;T;[0, 0];0.6;1.0;0
153;T;[0, 0];0.6;1.0;0
154;T;[0, 0];1.0;1.0;0
155;T;[0, 0];0.2;0.5;0
156;T;[0, 0];0.1;0.7;0
157;T;[0, 0];0.8;0.6;0
158;T;[0, 0];0.9;0.8;0
159;T;[0, 0];0.4;0.7;0
160;T;[0, 0];1.0;0.5;0
161;T;[0, 0];0.1;0.9;0
162;T;[0, 0];0.7;0.5;0
163;T;[0, 0];0.8;1.0;0
164;T;[0, 0];0.8;0.6;0
165;T;[0, 0];0.6;0.6;0
166;T;[0, 0];0.2;0.8;0
167;T;[0, 0];0.3;0.8;0
168;T;[0, 0];0.4;0.7;0
169;T;[0, 0];0.5;0.7;0
170;T;[0, 0];0.4;0.9;0
171;T;[0, 0];0.2;0.8;0
172;T;[0, 0];0.8;0.5;0
173;T;[0, 0];0.1;0.9;0
174;T;[0, 0];1.0;0.8;0
175;T;[0, 0];0.1;0.5;0
176;T;[0, 0];0.7;0.6;0
177;T;[0, 0];0.4;0.6;0
178;T;[0, 0];0.9;0.5;0
179;T;[0, 0];0.8;0.6;0
180;T;[0, 0];0.7;1.0;0
181;T;[0, 0];1.0;0.8;0
182;T;[0, 0];0.6;0.5;0
183;T;[0, 0];0.7;0.9;0
184;T;[0, 0];0.8;0.9;0
185;T;[0, 0];0.6;0.7;0
186;T;[0, 0];0.5;0.8;0
187;T;[0, 0];0.5;0.5;0
188;T;[0, 0];0.1;1.0;0
189;T;[0, 0];0.2;1.0;0
190;T;[0, 0];0.3;0.7;0
191;T;[0, 0];0.5;0.7;0
192;T;[0, 0];1.0;0.7;0
193;T;[0, 0];0.4;0.5;0
194;T;[0, 0];0.8;0.8;0
195;T;[0, 0];0.2;0.6;0
196;T;[0, 0];0.3;0.9;0
197;T;[0, 0];0.3;0.9;0
198;T;[0, 0];0.1;0.5;0
199;T;[0, 0];0.7;0.8;0
200;T;[0, 0];0.2;0.7;0
201;T;[0, 0];1.0;1.0;0
202;T;[0, 0];0.5;0.5;0
203;T;[0, 0];0.5;0.8;0
204;T;[0, 0];0.7;0.6;0
205;T;[0, 0];0.5;0.5;0
206;T;[0, 0];1.0;0.5;0
207;T;[0, 0];0.5;0.5;0
208;T;[0, 0];0.9;0.6;0
209;T;[0, 0];0.8;0.9;0
210;T;[0, 0];1.0;0.8;0
211;T;[0, 0];0.9;0.6;0
212;T;[0, 0];1.0;0.5;0
213;T;[0, 0];0.2;0.6;0
214;T;[0, 0];0.2;0.9;0
215;T;[0, 0];0.4;0.6;0
216;T;[0, 0];0.5;0.7;0
217;T;[0, 0];0.5;0.9;0
218;T;[0, 0];0.3;0.9;0
219;T;[0, 0];0.5;1.0;0
220;T;[0, 0];0.5;0.7;0
221;T;[0, 0];0.7;0.9;0
222;T;[0, 0];0.3;0.7;0
223;T;[0, 0];0.9;1.0;0
224;T;[0, 0];0.3;0.5;0
225;T;[0, 0];0.3;1.0;0
226;T;[0, 0];1.0;0.8;0
227;T;[0, 0];0.9;0.5;0
228;T;[0, 0];0.4;0.6;0
229;T;[0, 0];0.9;0.5;0
230;T;[0, 0];0.2;0.6;0
231;T;[0, 0];0.6;0.6;0
232;T;[0, 0];0.3;0.6;0
233;T;[0, 0];0.2;1.0;0
234;T;[0, 0];0.2;0.9;0
235;T;[0, 0];0.1;0.6;0
236;T;[0, 0];1.0;0.8;0
237;T;[0, 0];0.1;1.0;0
238;T;[0, 0];1.0;0.9;0
239;T;[0, 0];0.8;0.8;0
240;T;[0, 0];0.3;0.7;0
241;T;[0, 0];0.1;0.5;0
242;T;[0, 0];0.4;0.9;0
243;T;[0, 0];0.5;0.7;0
244;T;[0, 0];0.3;0.9;0
245;T;[0, 0];0.1;0.5;0
246;T;[0, 0];0.2;0.6;0
247;T;[0, 0];0.6;0.6;0
248;T;[0, 0];0.2;0.5;0
249;T;[0, 0];0.9;0.8;0
250;T;[0, 0];0.2;0.9;0
251;T;[0, 0];0.6;0.6;0
252;T;[0, 0];0.7;0.9;0
253;T;[0, 0];1.0;0.7;0
254;T;[0, 0];0.2;0.6;0
255;T;[0, 0];0.1;0.5;0
256;T;[0, 0];0.6;0.5;0
257;T;[0, 0];0.2;1.0;0
258;T;[0, 0];0.9;0.6;0
259;T;[0, 0];0.6;0.5;0
260;T;[0, 0];0.1;0.6;0
261;T;[0, 0];0.8;0.8;0
262;T;[0, 0];0.7;0.7;0
263;T;[0, 0];0.5;0.6;0
264;T;[0, 0];0.7;0.6;0
265;T;[0, 0];0.4;0.8;0
266;T;[0, 0];1.0;1.0;0
267;T;[0, 0];0.7;1.0;0
268;T;[0, 0];0.5;0.5;0
269;T;[0, 0];0.9;0.9;0
270;T;[0, 0];0.6;0.5;0
271;T;[0, 0];0.8;0.5;0
272;T;[0, 0];0.8;0.8;0
273;T;[0, 0];0.1;0.5;0
274;T;[0, 0];0.1;0.8;0
275;T;[0, 0];0.4;1.0;0
276;T;[0, 0];0.5;0.6;0
277;T;[0, 0];0.4;0.7;0
278;T;[0, 0];0.4;0.9;0
279;T;[0, 0];0.5;0.7;0
280;T;[0, 0];0.9;0.5;0
281;T;[0, 0];0.4;0.6;0
282;T;[0, 0];1.0;1.0;0
283;T;[0, 0];1.0;0.9;0
284;T;[0, 0];0.6;1.0;0
285;T;[0, 0];1.0;0.5;0
286;T;[0, 0];0.9;0.6;0
287;T;[0, 0];0.9;0.7;0
288;T;[0, 0];0.3;0.5;0
289;T;[0, 0];0.8;1.0;0
290;T;[0, 0];0.4;0.8;0
291;T;[0, 0];0.8;0.6;0
292;T;[0, 0];0.5;0.6;0
293;T;[0, 0];0.4;0.8;0
294;T;[0, 0];0.8;0.5;0
295;T;[0, 0];0.3;0.7;0
296;T;[0, 0];0.2;1.0;0
297;T;[0, 0];1.0;1.0;0
298;T;[0, 0];0.6;0.7;0
299;T;[0, 0];0.3;0.9;0
300;T;[0, 0];1.0;0.5;0
301;T;[0, 0];0.7;0.6;0
302;T;[0, 0];0.9;0.8;0
303;T;[0, 0];0.7;0.9;0
304;T;[0, 0];0.2;0.8;0
305;T;[0, 0];0.9;0.8;0
306;T;[0, 0];0.6;1.0;0
307;T;[0, 0];0.8;0.6;0
308;T;[0, 0];0.9;0.5;0
309;T;[0, 0];0.3;0.5;0
310;T;[0, 0];0.7;0.5;0
311;T;[0, 0];0.2;0.8;0
312;T;[0, 0];1.0;0.8;0
313;T;[0, 0];0.2;0.8;0
314;T;[0, 0];0.2;0.9;0
315;T;[0, 0];0.2;0.8;0
316;T;[0, 0];0.6;0.8;0
317;T;[0, 0];0.5;0.7;0
318;T;[0, 0];0.5;0.6;0
319;T;[0, 0];0.8;0.8;0
320;T;[0, 0];0.9;0.5;0
321;T;[0, 0];1.0;0.6;0
322;T;[0, 0];0.4;0.7;0
323;T;[0, 0];0.8;0.7;0
324;T;[0, 0];0.2;0.9;0
325;T;[0, 0];0.6;0.5;0
326;T;[0, 0];0.2;0.9;0
327;T;[0, 0];0.8;0.7;0
328;T;[0, 0];0.4;0.6;0
329;T;[0, 0];1.0;1.0;0
