Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
1;69;175;100;2.49;1.5;0.05
2;9;170;100;1.61;1.5;0.35
3;3;184;100;1.71;1.5;0.67
4;31;200;100;2.9;1.5;0.93
5;105;171;100;2.87;1.5;0.98
6;96;168;100;2.04;1.5;1.0
7;15;158;100;2.89;1.5;0.07
8;32;174;100;2.87;1.5;0.58
9;18;154;100;1.06;1.5;0.87
10;25;169;100;1.75;1.5;0.03
11;74;183;100;1.08;1.5;0.67
12;99;182;100;2.55;1.5;0.28
13;36;153;100;2.54;1.5;0.66
14;11;188;100;2.55;1.5;0.1
15;10;198;100;1.28;1.5;0.31
16;56;165;100;0.86;1.5;0.11
17;49;199;100;0.96;1.5;0.75
18;26;197;100;2.33;1.5;0.69
19;35;154;100;1.59;1.5;0.78
20;42;178;100;1.32;1.5;0.89
21;72;157;100;2.41;1.5;0.98
22;30;176;100;1.37;1.5;0.5
23;116;191;100;2.67;1.5;0.43
24;88;184;100;1.94;1.5;0.45
25;8;194;100;1.79;1.5;0.67
26;120;170;100;2.1;1.5;0.57
27;51;160;100;0.87;1.5;0.36
28;102;164;100;1.99;1.5;0.25
29;27;164;100;1.64;1.5;0.84
30;104;155;100;2.9;1.5;0.94
31;62;158;100;2.51;1.5;0.77
32;118;190;100;1.55;1.5;0.94
33;29;173;100;2.91;1.5;0.85
34;123;189;100;1.3;1.5;0.16
35;12;166;100;2.54;1.5;0.02
36;7;188;100;0.9;1.5;0.22
37;143;185;100;2.55;1.5;0.93
38;113;151;100;1.13;1.5;0.12
39;106;200;100;1.91;1.5;0.34
40;132;164;100;1.98;1.5;0.54
41;128;151;100;1.69;1.5;0.71
42;57;173;100;1.17;1.5;0.09
43;138;192;100;2.1;1.5;0.53
44;38;178;100;2.82;1.5;0.94
45;67;168;100;1.08;1.5;0.03
46;86;181;100;1.9;1.5;0.78
47;84;193;100;1.35;1.5;0.55
48;136;194;100;2.98;1.5;0.48
49;127;161;100;2.84;1.5;0.97
50;54;186;100;1.29;1.5;0.33
51;144;186;100;1.47;1.5;0.43
52;70;182;100;2.01;1.5;0.25
53;64;196;100;2.24;1.5;0.36
54;28;167;100;2.0;1.5;0.58
55;79;160;100;0.83;1.5;0.38
56;114;154;100;1.15;1.5;0.78
57;108;193;100;1.99;1.5;0.55
58;95;159;100;1.13;1.5;0.41
59;107;197;100;2.58;1.5;0.48
60;24;190;100;1.83;1.5;0.23
61;146;195;100;2.13;1.5;0.22
62;89;179;100;1.96;1.5;0.61
63;119;189;100;1.12;1.5;0.37
64;94;178;100;0.8;1.5;0.22
65;137;158;100;2.37;1.5;0.5
66;23;200;100;2.75;1.5;0.3
67;76;181;100;2.31;1.5;0.41
68;109;151;100;1.71;1.5;0.2
69;46;186;100;1.42;1.5;0.99
70;13;183;100;1.96;1.5;0.35
71;126;157;100;2.95;1.5;0.29
72;147;152;100;1.39;1.5;0.62
73;91;193;100;1.95;1.5;0.42
74;121;182;100;0.84;1.5;0.12
75;112;179;100;2.95;1.5;0.13
76;97;169;100;2.08;1.5;0.28
77;58;162;100;1.85;1.5;0.88
