Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
1;200;149;100;0.75;1.5;0.74
2;153;7;100;2.19;1.5;0.83
3;175;74;100;1.82;1.5;0.65
4;190;120;100;1.77;1.5;0.24
5;165;45;100;2.29;1.5;0.5
6;171;61;100;2.29;1.5;0.47
7;173;67;100;1.59;1.5;0.39
8;183;99;100;1.06;1.5;0.26
9;158;24;100;2.2;1.5;0.46
10;185;105;100;2.29;1.5;0.13
11;160;30;100;2.92;1.5;0.29
12;166;46;100;0.95;1.5;0.74
13;176;78;100;2.46;1.5;0.54
14;168;52;100;1.37;1.5;0.14
15;198;142;100;1.73;1.5;0.84
16;178;84;100;2.16;1.5;0.21
17;153;9;100;1.79;1.5;0.85
18;159;25;100;1.18;1.5;0.45
19;161;31;100;2.12;1.5;0.06
20;171;63;100;1.12;1.5;0.06
21;151;2;100;1.31;1.5;0.17
22;173;69;100;2.37;1.5;0.86
23;154;10;100;2.94;1.5;1.0
24;169;56;100;1.72;1.5;0.14
25;166;48;100;1.59;1.5;0.48
26;198;144;100;1.26;1.5;0.63
27;162;35;100;2.85;1.5;0.02
28;179;85;100;2.9;1.5;0.07
29;159;27;100;1.06;1.5;0.9
30;164;41;100;1.4;1.5;0.14
31;191;123;100;2.23;1.5;0.08
32;155;14;100;1.77;1.5;0.51
33;199;145;100;2.32;1.5;0.15
34;157;20;100;2.02;1.5;0.08
35;184;102;100;1.47;1.5;0.95
36;192;124;100;1.45;1.5;0.82
37;152;5;100;2.21;1.5;0.79
38;179;87;100;1.58;1.5;0.66
39;187;109;100;1.85;1.5;0.37
40;177;80;100;2.27;1.5;0.77
41;199;147;100;1.93;1.5;0.66
42;180;88;100;1.3;1.5;0.9
43;195;134;100;2.12;1.5;0.73
44;170;59;100;1.57;1.5;0.14
45;192;126;100;2.57;1.5;0.22
46;197;140;100;1.97;1.5;0.48
47;172;65;100;0.9;1.5;0.04
48;188;113;100;2.49;1.5;0.72
49;193;127;100;2.12;1.5;0.19
50;163;38;100;2.95;1.5;0.19
51;190;119;100;1.55;1.5;0.57
52;165;44;100;2.19;1.5;0.37
53;186;106;100;1.4;1.5;0.71
54;183;98;100;2.09;1.5;0.2
55;158;23;100;1.86;1.5;0.65
56;185;104;100;1.32;1.5;0.44
57;160;29;100;1.08;1.5;0.5
58;176;77;100;0.88;1.5;0.96
59;181;91;100;0.92;1.5;0.42
60;156;16;100;0.84;1.5;0.71
61;178;83;100;1.87;1.5;0.28
62;153;8;100;2.69;1.5;0.98
63;193;129;100;2.68;1.5;0.55
64;168;54;100;2.73;1.5;0.05
65;174;70;100;2.48;1.5;0.14
66;171;62;100;2.04;1.5;0.01
67;186;108;100;2.21;1.5;0.14
68;151;1;100;1.09;1.5;0.55
69;161;33;100;1.62;1.5;0.63
70;167;49;100;1.46;1.5;0.22
71;169;55;100;0.76;1.5;0.31
72;196;137;100;1.83;1.5;0.66
73;154;12;100;2.77;1.5;0.72
74;181;93;100;2.9;1.5;0.99
75;198;143;100;2.71;1.5;0.45
76;156;18;100;1.52;1.5;0.89
77;162;34;100;2.22;1.5;0.89
78;164;40;100;0.89;1.5;0.93
79;194;130;100;0.8;1.5;1.0
80;174;72;100;1.9;1.5;0.86
81;191;122;100;2.89;1.5;0.07
82;155;13;100;1.43;1.5;0.89
83;151;3;100;1.25;1.5;0.76
84;157;19;100;1.99;1.5;0.66
85;167;51;100;1.28;1.5;0.21
86;184;101;100;1.84;1.5;0.33
87;189;115;100;2.65;1.5;0.55
88;169;57;100;1.31;1.5;0.74
89;182;94;100;2.06;1.5;0.9
90;162;36;100;2.48;1.5;0.2
91;179;86;100;2.78;1.5;0.88
92;194;132;100;2.58;1.5;0.65
93;200;148;100;2.53;1.5;0.45
94;175;73;100;2.99;1.5;0.59
95;155;15;100;2.65;1.5;0.6
96;177;79;100;2.66;1.5;0.05
97;187;111;100;1.44;1.5;0.19
98;189;117;100;2.11;1.5;0.89
99;195;133;100;2.53;1.5;0.13
100;170;58;100;1.02;1.5;0.43
101;180;90;100;1.97;1.5;0.26
102;172;64;100;2.18;1.5;0.11
103;182;96;100;2.49;1.5;0.57
104;188;112;100;1.33;1.5;0.55
105;163;37;100;0.93;1.5;0.15
106;200;150;100;1.79;1.5;0.38
107;165;43;100;1.99;1.5;0.61
108;175;75;100;1.53;1.5;0.53
109;177;81;100;1.49;1.5;0.23
110;183;97;100;2.98;1.5;0.52
111;158;22;100;2.72;1.5;0.95
112;173;68;100;1.14;1.5;0.78
113;195;135;100;1.6;1.5;0.27
114;170;60;100;1.02;1.5;0.91
115;176;76;100;2.38;1.5;0.56
116;166;47;100;1.87;1.5;0.9
117;188;114;100;1.61;1.5;0.5
118;193;128;100;1.91;1.5;0.56
119;163;39;100;2.17;1.5;0.35
120;168;53;100;2.48;1.5;0.81
121;159;26;100;2.11;1.5;0.27
122;186;107;100;1.93;1.5;0.6
123;161;32;100;2.63;1.5;0.45
124;196;136;100;2.19;1.5;0.81
125;154;11;100;1.66;1.5;0.25
126;181;92;100;2.42;1.5;0.58
127;156;17;100;2.02;1.5;0.29
128;152;4;100;2.91;1.5;0.32
129;174;71;100;1.29;1.5;0.14
130;191;121;100;1.66;1.5;0.53
131;164;42;100;1.87;1.5;0.56
132;167;50;100;1.67;1.5;0.92
133;184;100;100;1.37;1.5;0.77
134;199;146;100;1.68;1.5;0.56
135;157;21;100;2.33;1.5;0.2
136;196;138;100;1.03;1.5;0.16
137;192;125;100;0.95;1.5;0.77
