Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
1;330;88;100;0.82;1.5;0.5
2;305;13;100;2.06;1.5;0.88
3;332;94;100;1.82;1.5;0.47
4;384;251;100;1.35;1.5;0.16
5;342;126;100;1.2;1.5;0.42
6;307;19;100;2.84;1.5;0.11
7;359;176;100;1.41;1.5;0.97
8;364;190;100;1.61;1.5;0.9
9;317;51;100;2.74;1.5;0.46
10;386;257;100;1.68;1.5;0.68
11;344;132;100;1.46;1.5;0.37
12;319;57;100;1.7;1.5;0.46
13;325;73;100;1.77;1.5;0.26
14;382;244;100;0.85;1.5;0.6
15;357;169;100;2.67;1.5;0.5
16;379;236;100;1.19;1.5;0.84
17;337;111;100;1.71;1.5;0.92
18;394;282;100;0.89;1.5;0.74
19;312;36;100;2.85;1.5;0.24
20;318;52;100;1.47;1.5;0.23
21;339;117;100;2.53;1.5;0.52
22;375;223;100;1.97;1.5;0.43
23;314;42;100;1.45;1.5;0.18
24;320;58;100;1.52;1.5;0.71
25;372;215;100;1.55;1.5;0.81
26;377;229;100;1.43;1.5;0.6
27;330;90;100;2.89;1.5;0.53
28;335;104;100;1.39;1.5;0.99
29;352;154;100;1.32;1.5;0.4
30;305;15;100;1.0;1.5;0.19
31;310;29;100;1.49;1.5;0.3
32;332;96;100;2.88;1.5;0.26
33;368;202;100;2.35;1.5;0.03
34;374;221;100;2.44;1.5;0.6
35;307;21;100;3.0;1.5;0.91
36;313;37;100;0.97;1.5;0.35
37;364;192;100;1.76;1.5;0.88
38;370;208;100;1.94;1.5;0.84
39;328;83;100;2.88;1.5;0.77
40;345;133;100;2.09;1.5;0.37
41;367;200;100;2.19;1.5;0.15
42;303;8;100;1.08;1.5;0.12
43;325;75;100;1.62;1.5;0.16
44;382;246;100;1.37;1.5;0.15
45;357;171;100;2.55;1.5;0.85
46;363;187;100;1.16;1.5;0.19
47;321;62;100;1.94;1.5;0.75
48;338;112;100;1.31;1.5;0.29
49;365;193;100;1.55;1.5;0.69
50;318;54;100;2.42;1.5;0.14
51;323;68;100;1.74;1.5;0.39
52;375;225;100;1.89;1.5;0.59
53;340;118;100;1.22;1.5;0.05
54;350;150;100;1.99;1.5;0.4
55;377;231;100;0.92;1.5;0.11
56;352;156;100;2.74;1.5;0.15
57;358;172;100;2.57;1.5;0.19
58;316;47;100;1.07;1.5;0.28
59;368;204;100;1.08;1.5;0.4
60;333;97;100;1.51;1.5;0.03
61;373;218;100;1.58;1.5;0.02
62;390;268;100;1.25;1.5;0.93
63;343;129;100;1.66;1.5;0.41
64;370;210;100;2.84;1.5;0.71
65;345;135;100;0.92;1.5;0.73
66;351;151;100;2.02;1.5;0.92
67;309;26;100;2.37;1.5;0.24
68;326;76;100;1.21;1.5;0.46
69;366;197;100;1.35;1.5;0.41
70;383;247;100;1.49;1.5;0.06
71;311;32;100;1.11;1.5;0.52
72;363;189;100;0.99;1.5;0.97
73;385;253;100;2.03;1.5;0.77
74;338;114;100;2.48;1.5;0.11
75;365;195;100;2.55;1.5;0.03
76;340;120;100;2.55;1.5;0.83
77;376;226;100;1.17;1.5;0.38
78;304;11;100;2.81;1.5;0.45
79;361;182;100;2.16;1.5;0.83
80;378;232;100;1.75;1.5;0.41
81;336;107;100;2.57;1.5;0.41
82;358;174;100;2.11;1.5;0.46
83;333;99;100;2.97;1.5;0.35
84;390;270;100;2.21;1.5;0.06
85;396;286;100;2.04;1.5;0.99
86;302;4;100;2.86;1.5;0.8
87;354;161;100;2.26;1.5;0.43
88;371;211;100;2.18;1.5;0.92
89;393;278;100;2.09;1.5;0.38
90;329;86;100;1.65;1.5;0.86
91;351;153;100;2.64;1.5;0.17
92;356;167;100;0.84;1.5;0.2
93;398;292;100;1.71;1.5;0.96
94;326;78;100;1.74;1.5;0.19
95;331;92;100;1.05;1.5;0.81
96;383;249;100;3.0;1.5;0.98
97;389;265;100;2.06;1.5;0.31
98;347;140;100;2.87;1.5;0.03
99;385;255;100;0.9;1.5;0.19
100;322;65;100;2.56;1.5;0.33
101;327;79;100;2.87;1.5;0.92
102;349;146;100;2.92;1.5;0.9
103;391;271;100;1.9;1.5;0.02
