requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;4000;3748;['F3', 'F4', 'F2'];21;1.9500000000000002
2;325;3942;['F3', 'F2'];7;1.4
3;2234;3176;['F3', 'F2'];8;1.4
4;902;2593;['F2', 'F5', 'F4'];9;1.75
5;3346;2630;['F5', 'F3', 'F2'];23;1.85
6;67;3935;['F3'];25;0.65
7;783;161;['F2'];15;0.75
8;2846;3232;['F2', 'F4'];14;1.3
9;3121;3066;['F4', 'F3', 'F1'];25;2.0500000000000003
10;213;3276;['F1', 'F4'];7;1.4
11;1873;1468;['F5', 'F4', 'F2', 'F3'];14;2.4
12;446;2152;['F4', 'F1', 'F3'];20;2.05
13;67;501;['F2', 'F4', 'F1', 'F3', 'F5'];14;3.25
14;3947;1883;['F2'];24;0.75
15;1141;3330;['F4'];9;0.55
16;3149;2692;['F4', 'F2', 'F1', 'F5', 'F3'];8;3.25
17;1663;1214;['F4', 'F3'];14;1.2000000000000002
18;2235;2890;['F3'];10;0.65
19;2233;656;['F1', 'F3', 'F5'];14;1.95
20;188;3927;['F2'];23;0.75
21;789;2881;['F2', 'F1', 'F4', 'F5', 'F3'];13;3.2500000000000004
22;3159;2710;['F1', 'F3', 'F2', 'F5'];19;2.7
23;2944;3397;['F4', 'F5', 'F1', 'F3'];24;2.5
24;2759;2794;['F5'];20;0.45
25;2517;1189;['F1', 'F2', 'F5'];24;2.0500000000000003
26;3803;330;['F2', 'F5', 'F4', 'F1', 'F3'];11;3.25
27;644;2079;['F3', 'F4', 'F1'];21;2.0500000000000003
28;1201;3270;['F4'];20;0.55
29;3921;2333;['F5', 'F2'];17;1.2
30;3028;1620;['F4', 'F2'];17;1.3
31;1822;2807;['F1', 'F3', 'F5', 'F2'];24;2.7
32;3976;3162;['F5', 'F3', 'F1', 'F4'];25;2.5
33;3967;2806;['F3', 'F5', 'F1', 'F2'];7;2.7
34;3603;3876;['F4', 'F5', 'F1'];24;1.85
35;3428;2003;['F1'];15;0.85
