requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;13;7;['F3', 'F5', 'F4'];5
2;4;2;['F5', 'F2', 'F3', 'F4', 'F6'];5
3;4;15;['F2', 'F6'];5
4;19;14;['F5', 'F4', 'F1', 'F3', 'F6'];5
5;2;13;['F5', 'F3', 'F4', 'F6'];5
6;10;2;['F5', 'F6', 'F1'];5
7;7;12;['F5'];5
8;8;20;['F5', 'F1', 'F3'];5
9;13;8;['F3', 'F4'];5
10;5;2;['F2'];5
11;13;2;['F4', 'F6'];5
12;12;7;['F5', 'F6', 'F2', 'F3'];5
13;16;10;['F5'];5
14;19;20;['F5', 'F1', 'F6', 'F4'];5
15;2;5;['F6', 'F4'];5
16;16;3;['F3', 'F5', 'F6'];5
17;16;20;['F5'];5
18;20;12;['F5', 'F4', 'F6'];5
19;15;8;['F1', 'F4'];5
20;17;15;['F6', 'F2', 'F1'];5
21;4;16;['F5', 'F2', 'F3', 'F1'];5
22;11;9;['F5', 'F3'];5
23;2;20;['F6', 'F3', 'F5'];5
24;4;13;['F4', 'F2', 'F6', 'F5'];5
25;14;19;['F3'];5
26;10;17;['F4', 'F6', 'F5', 'F1'];5
27;17;11;['F6', 'F1', 'F4', 'F5'];5
28;12;4;['F4', 'F3', 'F6', 'F1'];5
29;3;2;['F5', 'F2', 'F1'];5
30;4;8;['F6', 'F4', 'F5'];5
31;1;8;['F5', 'F4', 'F2'];5
32;16;2;['F2', 'F6'];5
33;3;4;['F4', 'F3', 'F2', 'F5'];5
34;14;19;['F4', 'F2', 'F5', 'F6'];5
35;9;11;['F6', 'F3', 'F1', 'F2'];5
36;8;11;['F3', 'F5'];5
37;8;12;['F3', 'F5', 'F1', 'F2', 'F6'];5
38;13;6;['F4', 'F5'];5
39;5;3;['F5', 'F6', 'F1'];5
40;19;1;['F2'];5
41;2;11;['F4', 'F2'];5
42;10;20;['F4', 'F1', 'F5', 'F2'];5
43;9;14;['F6'];5
44;6;18;['F6', 'F4', 'F1', 'F5'];5
45;9;7;['F4'];5
46;2;9;['F5', 'F6', 'F2'];5
47;8;1;['F5', 'F3', 'F6'];5
48;16;2;['F2', 'F4', 'F3'];5
49;19;4;['F6'];5
50;4;13;['F4', 'F3', 'F6'];5
51;9;4;['F1', 'F2', 'F6'];5
52;13;14;['F3', 'F5', 'F1'];5
53;13;2;['F5', 'F6', 'F3', 'F2'];5
54;10;18;['F2', 'F5', 'F6', 'F1'];5
55;4;13;['F1', 'F4', 'F6', 'F3', 'F5'];5
56;10;8;['F6'];5
57;3;11;['F1'];5
58;5;4;['F2', 'F5', 'F3', 'F6'];5
59;14;6;['F5', 'F6', 'F2'];5
60;5;13;['F3', 'F1', 'F5', 'F2', 'F6'];5
61;2;4;['F4', 'F1'];5
62;10;4;['F4'];5
63;15;10;['F1', 'F5'];5
64;2;4;['F4', 'F5', 'F1'];5
65;5;1;['F2'];5
66;18;16;['F1', 'F3', 'F6', 'F5', 'F4'];5
67;18;17;['F6', 'F5', 'F1', 'F2'];5
68;4;17;['F3'];5
69;18;14;['F1', 'F3', 'F5', 'F2'];5
70;20;8;['F5'];5
71;3;1;['F2', 'F6', 'F3', 'F5', 'F1'];5
72;7;15;['F6', 'F4', 'F5', 'F3', 'F2'];5
73;2;9;['F1', 'F5'];5
74;15;16;['F2', 'F5', 'F3', 'F6'];5
75;2;7;['F4'];5
76;4;10;['F5', 'F3', 'F2'];5
77;4;11;['F2', 'F4'];5
78;12;3;['F4', 'F2'];5
79;12;16;['F2'];5
80;4;10;['F1', 'F2', 'F5'];5
81;16;5;['F5', 'F6'];5
82;7;10;['F6'];5
83;12;10;['F3'];5
84;14;5;['F3', 'F6'];5
85;17;4;['F3', 'F5', 'F4', 'F2'];5
86;5;2;['F2', 'F3', 'F4', 'F5'];5
87;14;9;['F6', 'F4', 'F3', 'F1'];5
88;13;4;['F1', 'F3', 'F4', 'F2', 'F5'];5
89;8;4;['F3', 'F5'];5
90;1;4;['F3'];5
91;20;11;['F4', 'F1', 'F5', 'F2'];5
92;20;14;['F4', 'F3', 'F5'];5
93;9;17;['F6'];5
94;5;6;['F6', 'F2', 'F5'];5
95;8;15;['F5', 'F2', 'F1', 'F3'];5
96;8;4;['F3', 'F6', 'F5'];5
97;10;15;['F1', 'F3', 'F4', 'F2'];5
98;16;5;['F2', 'F1'];5
99;5;13;['F4', 'F2'];5
100;13;3;['F3', 'F1', 'F5', 'F6'];5
