requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;13;3;['F1'];5
2;16;2;['F3', 'F5', 'F1', 'F4'];5
3;1;11;['F3'];5
4;8;18;['F6', 'F3', 'F2'];5
5;5;4;['F6'];5
6;6;14;['F1', 'F2'];5
7;15;17;['F1', 'F4', 'F2', 'F6'];5
8;2;4;['F5', 'F2', 'F1', 'F3'];5
9;18;20;['F6', 'F5', 'F4', 'F1', 'F3'];5
10;16;9;['F4'];5
11;18;7;['F6', 'F3', 'F4', 'F2'];5
12;11;8;['F5'];5
13;11;16;['F6', 'F4', 'F2', 'F1', 'F5'];5
14;10;5;['F5', 'F4'];5
15;7;3;['F2', 'F4', 'F3'];5
16;9;18;['F5', 'F2'];5
17;17;16;['F1', 'F2'];5
18;13;8;['F5', 'F2', 'F3', 'F4'];5
19;1;12;['F5', 'F1', 'F6', 'F2'];5
20;19;11;['F4'];5
21;12;13;['F5', 'F2', 'F4', 'F1', 'F6'];5
22;16;15;['F3', 'F1', 'F6'];5
23;1;12;['F4', 'F1', 'F3'];5
24;13;16;['F6', 'F3', 'F5'];5
25;5;15;['F2', 'F1'];5
26;7;20;['F5', 'F6', 'F1', 'F4'];5
27;12;18;['F4', 'F1'];5
28;1;15;['F3', 'F6'];5
29;4;17;['F3', 'F4'];5
30;14;11;['F1'];5
31;16;10;['F1', 'F2', 'F3'];5
32;8;20;['F6', 'F3', 'F2'];5
33;12;16;['F5', 'F4', 'F3', 'F2'];5
34;18;3;['F4', 'F1', 'F5', 'F3'];5
35;5;19;['F2', 'F5'];5
36;19;8;['F4'];5
37;7;18;['F4', 'F3', 'F6', 'F5'];5
38;15;14;['F5', 'F2', 'F4'];5
39;19;15;['F3', 'F5', 'F6'];5
40;14;12;['F6', 'F2', 'F5'];5
41;5;15;['F3', 'F2'];5
42;15;20;['F3', 'F5', 'F2', 'F1', 'F4'];5
43;14;10;['F1', 'F2', 'F5'];5
44;5;16;['F1', 'F4', 'F6'];5
45;18;14;['F4', 'F6'];5
46;1;5;['F4', 'F5', 'F6'];5
47;8;4;['F4', 'F3', 'F6', 'F2'];5
48;8;7;['F1'];5
49;17;12;['F2', 'F4', 'F1'];5
50;4;5;['F2', 'F1'];5
51;13;17;['F1'];5
52;10;13;['F1', 'F2'];5
53;1;18;['F6', 'F4', 'F5', 'F1', 'F3'];5
54;1;4;['F6', 'F5', 'F3', 'F4'];5
55;17;18;['F2', 'F3', 'F4', 'F1'];5
56;17;13;['F6', 'F5'];5
57;6;8;['F1', 'F6'];5
58;7;20;['F1', 'F5'];5
59;7;2;['F6', 'F5', 'F3'];5
60;4;20;['F4', 'F1', 'F3'];5
61;2;11;['F1', 'F5', 'F4', 'F6'];5
62;2;5;['F4', 'F1', 'F3', 'F6'];5
63;8;5;['F1', 'F4'];5
64;15;4;['F4'];5
65;2;6;['F2'];5
66;10;8;['F1', 'F3'];5
67;17;9;['F2', 'F1'];5
68;4;3;['F4'];5
69;10;8;['F4', 'F6', 'F5', 'F1'];5
70;1;12;['F1', 'F4', 'F3'];5
71;7;1;['F2', 'F3'];5
72;15;13;['F3', 'F1', 'F6'];5
73;3;11;['F4', 'F5', 'F2'];5
74;3;4;['F4', 'F5', 'F3', 'F1'];5
75;3;10;['F5', 'F4', 'F2', 'F3', 'F6'];5
76;19;9;['F1', 'F6'];5
77;9;17;['F4', 'F3', 'F6'];5
78;12;13;['F5', 'F1'];5
79;3;17;['F2', 'F6', 'F1', 'F5', 'F4'];5
80;9;16;['F3', 'F5', 'F6', 'F4', 'F2'];5
81;14;10;['F3'];5
82;6;19;['F1'];5
83;15;10;['F2', 'F4', 'F6'];5
84;19;14;['F1', 'F3', 'F2'];5
85;3;11;['F1', 'F4', 'F6', 'F5'];5
86;11;14;['F5', 'F2', 'F6', 'F4'];5
87;20;6;['F3'];5
88;3;5;['F4', 'F1'];5
89;19;1;['F2'];5
90;14;12;['F1', 'F6'];5
91;10;2;['F5', 'F1', 'F2'];5
92;1;6;['F3', 'F4'];5
93;2;6;['F1', 'F4', 'F2', 'F3'];5
94;20;4;['F5', 'F1'];5
95;10;16;['F3', 'F5', 'F2', 'F1'];5
96;19;11;['F5', 'F6', 'F4', 'F1'];5
97;14;9;['F5'];5
98;10;20;['F4', 'F2', 'F6'];5
99;18;19;['F1'];5
100;10;15;['F2', 'F4'];5
101;6;15;['F6', 'F1', 'F3'];5
102;4;18;['F2', 'F4'];5
103;10;20;['F6', 'F2', 'F1', 'F3'];5
104;1;20;['F1', 'F4', 'F5', 'F3'];5
105;13;9;['F1', 'F5', 'F3'];5
106;9;10;['F5', 'F4'];5
107;2;19;['F5', 'F3', 'F1'];5
108;19;2;['F5', 'F2', 'F3'];5
109;20;11;['F2', 'F1'];5
110;20;1;['F2', 'F1'];5
111;15;12;['F1', 'F6'];5
112;11;3;['F1', 'F4'];5
113;11;9;['F6', 'F3'];5
114;16;17;['F4', 'F1', 'F3', 'F5'];5
115;18;4;['F6', 'F3', 'F4'];5
116;18;7;['F3', 'F2', 'F1'];5
117;8;12;['F3'];5
118;9;17;['F1', 'F3', 'F6'];5
119;11;15;['F6'];5
120;5;17;['F2', 'F3'];5
121;8;12;['F3', 'F5', 'F1'];5
122;8;2;['F3', 'F2', 'F1', 'F6'];5
123;9;11;['F2'];5
124;18;11;['F1'];5
125;14;20;['F6', 'F1', 'F5'];5
126;6;10;['F4'];5
127;14;12;['F6', 'F1', 'F4', 'F2'];5
128;10;13;['F6', 'F1'];5
129;3;8;['F5', 'F3', 'F6', 'F2'];5
130;14;17;['F2', 'F3'];5
131;12;19;['F5', 'F6', 'F1'];5
132;7;20;['F6', 'F4'];5
133;1;19;['F1', 'F2', 'F6'];5
134;1;3;['F4', 'F2'];5
135;16;13;['F5', 'F3', 'F4'];5
136;16;14;['F4', 'F5', 'F2'];5
137;8;18;['F2', 'F4', 'F1', 'F5'];5
138;1;7;['F1', 'F6', 'F5', 'F4'];5
139;3;12;['F1', 'F3', 'F5'];5
140;6;5;['F1', 'F2'];5
141;19;10;['F4', 'F6'];5
142;16;20;['F1', 'F4', 'F5'];5
143;5;19;['F2', 'F1', 'F3'];5
144;12;18;['F3', 'F1', 'F4'];5
145;8;18;['F3', 'F6', 'F2'];5
146;11;7;['F5', 'F1', 'F3', 'F2'];5
147;6;2;['F6'];5
148;6;8;['F5'];5
149;18;11;['F6', 'F4', 'F5'];5
150;2;5;['F2'];5
151;8;19;['F3', 'F2'];5
152;10;11;['F2', 'F5', 'F3', 'F6'];5
153;16;9;['F5', 'F4', 'F3'];5
154;3;6;['F6', 'F5', 'F2', 'F1'];5
155;13;8;['F2'];5
156;12;13;['F6', 'F5', 'F2', 'F1', 'F3'];5
157;14;18;['F3', 'F5', 'F1'];5
158;1;2;['F6', 'F4', 'F5'];5
159;18;1;['F3', 'F1'];5
160;16;4;['F6', 'F3', 'F1'];5
161;11;12;['F2', 'F1'];5
162;13;9;['F1', 'F5', 'F6'];5
163;12;13;['F4', 'F2', 'F6'];5
164;7;9;['F6', 'F1', 'F3', 'F2'];5
165;9;8;['F4'];5
166;6;5;['F1'];5
167;2;1;['F2', 'F6', 'F4', 'F5'];5
168;20;12;['F5', 'F1', 'F6', 'F3'];5
169;6;16;['F5'];5
170;9;20;['F1'];5
171;8;12;['F5', 'F1', 'F4', 'F6'];5
172;7;6;['F5', 'F6', 'F4', 'F2'];5
173;4;9;['F1'];5
174;6;17;['F5', 'F3', 'F2', 'F4'];5
175;11;7;['F4', 'F5', 'F1'];5
176;13;3;['F1', 'F3', 'F5'];5
177;17;11;['F4', 'F5', 'F3'];5
178;3;15;['F2', 'F1', 'F3'];5
179;9;20;['F6', 'F4', 'F5'];5
180;10;18;['F5', 'F3'];5
181;8;7;['F3'];5
182;9;16;['F6', 'F3'];5
183;20;18;['F2', 'F5', 'F4'];5
184;9;16;['F3', 'F4', 'F6', 'F1'];5
185;11;10;['F4', 'F6'];5
186;1;16;['F1'];5
187;3;15;['F1', 'F4', 'F5'];5
188;2;13;['F6', 'F1', 'F4'];5
189;8;14;['F4', 'F1', 'F2'];5
190;16;10;['F1', 'F6', 'F5'];5
191;10;3;['F6', 'F2', 'F1'];5
192;8;12;['F1', 'F6', 'F2', 'F4'];5
193;20;7;['F4', 'F5'];5
