requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;11;12;['F3', 'F4', 'F2', 'F1'];5
2;4;17;['F3'];5
3;19;5;['F2'];5
4;20;7;['F6'];5
5;18;19;['F4', 'F1', 'F5'];5
6;15;2;['F3', 'F6', 'F1'];5
7;9;10;['F3', 'F2'];5
8;1;19;['F4', 'F1', 'F2', 'F3'];5
9;9;19;['F6', 'F3', 'F5', 'F1'];5
10;4;18;['F5', 'F1', 'F4'];5
11;3;4;['F2', 'F5'];5
12;11;7;['F3', 'F5'];5
13;19;5;['F6', 'F3'];5
14;17;11;['F1', 'F6'];5
15;18;14;['F1'];5
16;7;2;['F3', 'F2', 'F5'];5
17;6;13;['F2', 'F5', 'F6', 'F1'];5
18;9;4;['F6', 'F4', 'F5', 'F3'];5
19;7;19;['F4', 'F2', 'F3', 'F5', 'F6', 'F1'];5
20;8;18;['F6', 'F2', 'F1', 'F5'];5
21;6;3;['F6'];5
22;18;2;['F6', 'F3', 'F2'];5
23;3;14;['F1'];5
24;13;2;['F5'];5
25;10;13;['F4'];5
26;13;16;['F3', 'F6'];5
27;10;5;['F3', 'F1', 'F4', 'F2'];5
28;20;11;['F1'];5
29;10;11;['F5', 'F2'];5
30;18;17;['F2', 'F3', 'F4'];5
31;11;4;['F1'];5
32;15;7;['F1', 'F4', 'F3'];5
33;16;5;['F6'];5
34;1;20;['F2'];5
35;13;18;['F6', 'F5'];5
36;5;10;['F3'];5
37;6;11;['F6', 'F3', 'F5'];5
38;16;17;['F4', 'F1', 'F6', 'F3', 'F5'];5
39;13;5;['F6', 'F5'];5
40;2;20;['F3', 'F2'];5
41;7;6;['F1', 'F3', 'F6', 'F4'];5
42;12;20;['F5', 'F4', 'F6', 'F2'];5
43;7;16;['F6', 'F2'];5
44;11;8;['F6', 'F5', 'F3'];5
45;11;6;['F5', 'F2', 'F3'];5
46;8;3;['F4', 'F3', 'F6', 'F2'];5
47;20;15;['F4', 'F5', 'F6', 'F3'];5
48;8;6;['F2', 'F4', 'F1'];5
49;10;13;['F4', 'F5'];5
50;8;12;['F1', 'F5'];5
51;18;13;['F5'];5
52;5;2;['F1', 'F5', 'F4', 'F2'];5
53;20;18;['F5', 'F4', 'F3', 'F6', 'F1'];5
54;20;19;['F6', 'F2'];5
55;9;18;['F3', 'F2', 'F1', 'F4'];5
56;9;10;['F5', 'F1', 'F4', 'F6', 'F3'];5
57;19;9;['F1', 'F2'];5
58;16;17;['F3', 'F6', 'F5', 'F1', 'F4'];5
59;1;13;['F1', 'F5', 'F2'];5
60;9;14;['F3', 'F5', 'F2', 'F6'];5
61;9;8;['F4', 'F2', 'F6', 'F1'];5
62;8;3;['F2', 'F3'];5
63;5;12;['F6', 'F2', 'F4', 'F1'];5
64;17;15;['F3', 'F4', 'F2'];5
65;17;15;['F5', 'F3', 'F4', 'F2'];5
66;6;20;['F5', 'F4'];5
67;6;20;['F2', 'F5', 'F6'];5
68;17;14;['F1', 'F4'];5
69;19;4;['F1', 'F4', 'F6', 'F2'];5
70;19;11;['F5', 'F3', 'F6'];5
71;13;3;['F5', 'F6', 'F3', 'F4', 'F2'];5
72;16;13;['F2'];5
73;14;8;['F2', 'F6', 'F4', 'F5'];5
74;18;2;['F3', 'F5', 'F2', 'F4'];5
75;20;19;['F5', 'F6'];5
76;14;5;['F4', 'F6'];5
77;5;12;['F3'];5
78;11;7;['F5', 'F3'];5
79;5;4;['F3'];5
80;17;3;['F2', 'F5', 'F4', 'F6', 'F1'];5
81;13;15;['F6', 'F2'];5
82;19;15;['F1', 'F2', 'F3'];5
83;20;12;['F4', 'F3', 'F5', 'F1'];5
84;3;10;['F4', 'F6'];5
85;10;13;['F1', 'F2'];5
86;4;6;['F1', 'F4', 'F5'];5
87;17;10;['F4', 'F3'];5
88;7;13;['F5', 'F4', 'F6'];5
89;9;7;['F5', 'F2', 'F3', 'F1', 'F4', 'F6'];5
90;14;9;['F5', 'F1', 'F4'];5
91;4;14;['F3', 'F2', 'F1'];5
92;3;11;['F5', 'F4', 'F6', 'F1'];5
93;14;3;['F2'];5
94;19;16;['F5'];5
95;16;6;['F4', 'F2', 'F1'];5
96;13;20;['F2', 'F5', 'F1', 'F4'];5
97;18;9;['F1', 'F5', 'F2', 'F4'];5
98;15;4;['F4', 'F2'];5
99;16;7;['F4', 'F6', 'F5', 'F1'];5
100;12;19;['F3', 'F5'];5
101;11;12;['F5', 'F4'];5
102;6;10;['F5'];5
103;4;2;['F5', 'F1', 'F3', 'F6'];5
104;5;1;['F3', 'F2'];5
105;14;19;['F4', 'F3'];5
106;5;1;['F6', 'F1', 'F3', 'F4'];5
107;8;11;['F4', 'F3', 'F1'];5
108;6;20;['F5', 'F6', 'F1'];5
109;20;15;['F5', 'F6', 'F4'];5
110;11;10;['F5', 'F2', 'F6'];5
111;1;12;['F2', 'F6', 'F4', 'F5'];5
112;19;2;['F4', 'F3'];5
113;19;4;['F6', 'F2', 'F4'];5
114;7;17;['F2'];5
115;12;15;['F2', 'F4', 'F5'];5
116;14;16;['F4'];5
117;4;8;['F6', 'F3', 'F4'];5
118;17;6;['F4', 'F5'];5
119;16;2;['F5'];5
120;11;18;['F6', 'F1'];5
121;16;4;['F3', 'F1'];5
122;3;17;['F3'];5
123;2;8;['F4', 'F2'];5
124;3;7;['F6', 'F2'];5
125;15;17;['F5'];5
126;16;3;['F2', 'F3', 'F5'];5
127;3;5;['F6', 'F3', 'F1'];5
128;11;7;['F1', 'F4', 'F2', 'F6', 'F3'];5
129;16;5;['F6', 'F4'];5
130;3;2;['F6', 'F2'];5
131;10;7;['F2', 'F5', 'F4', 'F3'];5
132;3;5;['F1', 'F5', 'F4'];5
133;17;20;['F5', 'F4', 'F3'];5
134;5;6;['F3', 'F6', 'F2', 'F4'];5
135;16;19;['F4'];5
136;15;16;['F6', 'F5', 'F3', 'F1'];5
137;9;18;['F3', 'F4', 'F2'];5
138;4;12;['F5', 'F3', 'F2', 'F4'];5
139;2;12;['F6', 'F5'];5
140;8;18;['F4'];5
141;2;15;['F4', 'F3', 'F5', 'F1'];5
142;6;17;['F3', 'F1', 'F5', 'F4'];5
143;6;14;['F2', 'F5', 'F3'];5
144;6;17;['F4', 'F3', 'F2'];5
145;6;5;['F6', 'F3', 'F5', 'F2'];5
146;6;20;['F2', 'F1', 'F5'];5
147;7;14;['F5'];5
148;11;17;['F2', 'F1', 'F4'];5
149;7;9;['F3', 'F5'];5
150;17;1;['F3', 'F1', 'F5'];5
151;10;5;['F1', 'F5'];5
152;10;14;['F1', 'F3'];5
153;20;2;['F5', 'F4', 'F1', 'F3'];5
154;19;14;['F6', 'F4'];5
155;1;18;['F4', 'F6', 'F2'];5
156;13;17;['F4', 'F5'];5
157;18;16;['F5', 'F2', 'F1', 'F6'];5
158;17;9;['F4', 'F1'];5
159;17;8;['F6', 'F1', 'F5', 'F3'];5
160;17;6;['F5', 'F1'];5
161;20;12;['F6', 'F2', 'F4'];5
162;2;19;['F4', 'F5', 'F2', 'F3'];5
163;1;7;['F1'];5
164;20;16;['F4', 'F1'];5
165;8;14;['F5', 'F6', 'F1', 'F4', 'F2'];5
166;14;12;['F6', 'F4'];5
167;17;3;['F1'];5
168;17;2;['F6'];5
169;7;4;['F5'];5
170;6;4;['F3', 'F6'];5
171;16;11;['F1', 'F3', 'F4', 'F6', 'F2'];5
172;4;9;['F1', 'F6', 'F3'];5
173;4;2;['F1'];5
174;18;11;['F3'];5
175;6;16;['F4', 'F3'];5
176;15;12;['F6', 'F2'];5
177;20;10;['F1', 'F3', 'F4', 'F2', 'F6'];5
178;16;3;['F2', 'F4', 'F6', 'F1'];5
179;15;9;['F2'];5
180;1;11;['F3', 'F6'];5
181;6;10;['F2', 'F6'];5
182;6;12;['F1', 'F6'];5
183;18;12;['F1', 'F5'];5
184;5;6;['F5', 'F4', 'F1', 'F6', 'F3'];5
185;12;13;['F1', 'F3', 'F5', 'F6'];5
186;11;18;['F6', 'F4'];5
187;10;7;['F5', 'F4'];5
188;12;19;['F3'];5
189;15;4;['F1'];5
190;2;4;['F1', 'F6', 'F2', 'F3'];5
191;8;12;['F4', 'F3', 'F6'];5
192;14;15;['F4'];5
193;15;14;['F2', 'F5', 'F3'];5
194;6;5;['F4', 'F6', 'F2', 'F5', 'F3'];5
195;15;9;['F3', 'F6', 'F4'];5
196;3;4;['F6', 'F5', 'F3'];5
197;9;19;['F6', 'F2', 'F4', 'F1'];5
198;7;19;['F4'];5
199;11;2;['F3', 'F1', 'F2'];5
200;20;17;['F1', 'F2', 'F3', 'F4', 'F6'];5
201;8;11;['F2', 'F6'];5
202;17;5;['F1', 'F5'];5
203;12;3;['F2', 'F1'];5
204;14;1;['F1', 'F2'];5
205;2;15;['F6', 'F2', 'F5'];5
206;11;16;['F3', 'F5', 'F6', 'F1'];5
207;16;2;['F2', 'F5'];5
208;18;7;['F2'];5
209;14;11;['F2', 'F1'];5
210;6;14;['F4', 'F5'];5
211;10;4;['F3', 'F5', 'F4'];5
212;12;17;['F1', 'F2', 'F5', 'F4'];5
213;6;17;['F1', 'F5'];5
214;15;4;['F4'];5
215;16;14;['F1', 'F6', 'F3'];5
216;11;8;['F6', 'F1', 'F4'];5
217;18;1;['F6'];5
218;3;10;['F6', 'F2', 'F1'];5
219;20;12;['F4', 'F1', 'F2'];5
220;11;2;['F1', 'F4', 'F5'];5
221;10;19;['F5', 'F6', 'F2'];5
222;7;14;['F1', 'F2'];5
223;13;9;['F2'];5
224;18;13;['F2', 'F1'];5
225;6;11;['F2', 'F5', 'F4'];5
226;18;4;['F1', 'F3', 'F4', 'F6'];5
227;15;3;['F2', 'F6'];5
228;12;9;['F1', 'F5'];5
229;12;16;['F2', 'F6', 'F5'];5
230;10;18;['F5'];5
231;4;1;['F3', 'F6', 'F2', 'F4', 'F5'];5
232;16;10;['F1', 'F6'];5
233;4;11;['F3'];5
234;7;3;['F6', 'F5', 'F1'];5
235;16;20;['F1', 'F5'];5
236;7;15;['F2', 'F1', 'F6'];5
237;1;16;['F4', 'F6', 'F1', 'F3'];5
238;3;6;['F5'];5
239;17;7;['F6', 'F3', 'F1'];5
240;6;10;['F5'];5
241;1;6;['F3', 'F6', 'F5'];5
242;14;18;['F3', 'F4', 'F2'];5
243;15;16;['F2'];5
244;1;15;['F2'];5
245;13;15;['F3'];5
246;15;9;['F6'];5
247;17;1;['F3', 'F4', 'F5'];5
248;14;10;['F3', 'F2', 'F1'];5
249;4;20;['F3'];5
250;17;10;['F2', 'F6', 'F1'];5
251;11;15;['F6', 'F3'];5
252;16;14;['F2', 'F3'];5
253;9;20;['F6', 'F4', 'F2', 'F5'];5
254;2;16;['F6', 'F2'];5
255;3;16;['F3'];5
256;11;19;['F6', 'F5', 'F2'];5
257;20;18;['F6', 'F1', 'F3'];5
258;4;15;['F4', 'F5'];5
259;4;16;['F2', 'F4', 'F6', 'F1'];5
260;13;2;['F4', 'F3', 'F6'];5
261;6;17;['F2'];5
262;13;3;['F4'];5
263;19;1;['F5', 'F4', 'F2'];5
264;7;11;['F5', 'F3', 'F6'];5
265;19;20;['F3'];5
266;6;3;['F6', 'F3', 'F4', 'F1'];5
267;15;14;['F6', 'F3'];5
268;13;4;['F6', 'F5', 'F2'];5
269;20;12;['F1'];5
270;2;5;['F1', 'F2', 'F6', 'F3'];5
271;15;11;['F6'];5
272;3;10;['F3', 'F4', 'F6'];5
273;13;15;['F3', 'F1', 'F5'];5
274;20;13;['F4', 'F3'];5
275;4;13;['F1', 'F2', 'F6'];5
276;6;4;['F4', 'F3'];5
277;13;14;['F4', 'F5', 'F6'];5
278;5;6;['F5'];5
279;3;12;['F5', 'F6'];5
280;19;1;['F5', 'F6'];5
281;1;14;['F2', 'F6'];5
282;9;16;['F3'];5
283;16;17;['F1'];5
284;16;17;['F6', 'F2', 'F1', 'F3'];5
285;20;19;['F3'];5
286;20;15;['F3', 'F5', 'F1', 'F2'];5
287;12;20;['F5', 'F4'];5
288;4;13;['F6', 'F2'];5
289;14;1;['F6', 'F3'];5
290;4;19;['F4', 'F6', 'F1'];5
291;12;20;['F3', 'F2'];5
292;16;20;['F1', 'F6'];5
293;3;14;['F6', 'F4'];5
294;19;8;['F5', 'F3'];5
295;5;11;['F6', 'F2', 'F4'];5
296;20;1;['F1', 'F6', 'F2', 'F4'];5
297;17;15;['F2'];5
298;4;8;['F6', 'F1'];5
299;16;13;['F6', 'F2'];5
300;20;15;['F1', 'F3', 'F4', 'F5'];5
301;11;3;['F1', 'F3', 'F2', 'F6'];5
302;16;19;['F4', 'F3', 'F2'];5
303;17;12;['F2'];5
304;15;11;['F5'];5
305;15;7;['F3', 'F6', 'F2', 'F1'];5
306;11;7;['F2', 'F1', 'F5'];5
307;12;9;['F1', 'F2', 'F5', 'F3'];5
308;19;11;['F3', 'F2', 'F5'];5
309;15;8;['F5', 'F2', 'F1', 'F6', 'F4'];5
310;5;3;['F4', 'F5'];5
311;11;10;['F4'];5
312;18;5;['F1'];5
313;1;7;['F3', 'F1'];5
314;1;20;['F4'];5
315;14;2;['F5', 'F2', 'F1'];5
316;3;13;['F2', 'F4', 'F1', 'F6'];5
317;4;14;['F5', 'F3', 'F2'];5
318;9;17;['F2'];5
319;19;10;['F2'];5
320;17;16;['F4', 'F2', 'F3', 'F6'];5
321;20;8;['F1'];5
322;17;2;['F6', 'F5'];5
323;8;13;['F1', 'F2', 'F4'];5
324;12;7;['F3'];5
325;10;14;['F5', 'F2', 'F1'];5
326;13;12;['F4', 'F6', 'F2', 'F3'];5
327;15;12;['F4', 'F1'];5
328;6;10;['F6', 'F5', 'F4', 'F1'];5
329;7;20;['F2'];5
330;1;17;['F2'];5
331;20;14;['F6'];5
332;20;16;['F6', 'F2', 'F3', 'F1', 'F4'];5
333;13;9;['F2', 'F5', 'F1', 'F6', 'F3'];5
334;13;10;['F5', 'F6'];5
335;8;20;['F3', 'F6', 'F5'];5
336;9;13;['F3', 'F4', 'F6', 'F1'];5
337;15;16;['F2'];5
338;19;9;['F5', 'F1', 'F4'];5
339;16;3;['F1', 'F5', 'F4', 'F3'];5
340;11;18;['F4', 'F1', 'F2', 'F3'];5
341;15;14;['F2', 'F4'];5
342;1;11;['F1', 'F6', 'F4', 'F5'];5
343;13;3;['F4', 'F6', 'F3'];5
344;12;10;['F4'];5
345;20;6;['F4', 'F5'];5
346;5;19;['F3', 'F5'];5
347;10;8;['F6', 'F5'];5
348;3;11;['F2', 'F5'];5
349;10;6;['F1', 'F4'];5
350;9;16;['F2', 'F6', 'F5'];5
351;4;7;['F3', 'F4'];5
352;20;3;['F1', 'F4'];5
353;2;10;['F3', 'F2'];5
354;4;6;['F4', 'F1', 'F3', 'F6'];5
355;2;13;['F6', 'F3'];5
356;12;1;['F4', 'F6', 'F2'];5
357;19;11;['F3', 'F1', 'F6', 'F5'];5
358;16;4;['F2', 'F4'];5
359;15;18;['F1', 'F5', 'F6'];5
360;16;14;['F4'];5
361;12;15;['F1', 'F4', 'F6'];5
362;1;3;['F4', 'F5'];5
363;20;2;['F4', 'F6', 'F3', 'F5'];5
364;1;11;['F4', 'F5', 'F1', 'F3'];5
365;17;1;['F2', 'F5', 'F1', 'F3'];5
366;5;6;['F5', 'F6', 'F3'];5
367;18;13;['F3'];5
368;19;6;['F2', 'F4', 'F3'];5
369;16;10;['F6', 'F5', 'F2', 'F1'];5
370;12;6;['F1', 'F4', 'F2', 'F3'];5
371;2;8;['F5', 'F2', 'F1', 'F4'];5
372;11;13;['F5', 'F6', 'F2', 'F3', 'F1', 'F4'];5
373;5;2;['F1'];5
374;18;9;['F5', 'F4'];5
375;5;3;['F2', 'F4'];5
376;18;15;['F4', 'F2'];5
377;2;17;['F4', 'F6', 'F3', 'F1'];5
378;8;12;['F4', 'F3'];5
379;14;7;['F4', 'F6'];5
380;20;3;['F4', 'F3'];5
381;2;1;['F6'];5
382;1;20;['F4', 'F1', 'F2', 'F6'];5
383;3;6;['F2', 'F6', 'F1'];5
384;2;18;['F4', 'F6'];5
385;19;8;['F1', 'F5', 'F6'];5
386;8;7;['F4', 'F1', 'F5'];5
387;13;18;['F4', 'F3', 'F1', 'F5', 'F2'];5
388;20;11;['F6', 'F5', 'F1'];5
389;3;14;['F4', 'F5'];5
390;3;1;['F3', 'F2'];5
391;9;19;['F2', 'F1', 'F4'];5
392;3;14;['F3', 'F4', 'F6', 'F1'];5
393;8;1;['F6', 'F3', 'F2'];5
394;10;6;['F5'];5
395;5;8;['F3', 'F6', 'F5', 'F1', 'F2'];5
396;6;8;['F4', 'F3', 'F2', 'F1'];5
397;4;15;['F1', 'F2', 'F3'];5
398;16;15;['F4', 'F5', 'F1'];5
399;8;4;['F3', 'F1', 'F6', 'F2'];5
400;7;6;['F2', 'F5', 'F3', 'F6'];5
401;19;16;['F4'];5
402;18;11;['F5', 'F6', 'F1'];5
403;13;1;['F4', 'F1'];5
404;17;13;['F1', 'F6', 'F5', 'F4'];5
405;4;19;['F4', 'F6', 'F2'];5
406;14;11;['F6', 'F2', 'F4'];5
407;5;10;['F4'];5
408;2;16;['F5'];5
409;12;18;['F3', 'F1', 'F6', 'F5', 'F4'];5
410;12;1;['F3'];5
411;13;6;['F6', 'F2', 'F4'];5
412;8;7;['F6', 'F5', 'F2'];5
413;17;8;['F5', 'F1', 'F2'];5
414;3;19;['F4', 'F2'];5
415;19;7;['F4', 'F5', 'F1'];5
416;14;16;['F5', 'F4'];5
417;20;3;['F2', 'F3', 'F1'];5
418;5;12;['F5', 'F6'];5
419;12;14;['F3', 'F5', 'F2', 'F6'];5
420;20;8;['F4'];5
421;20;2;['F1', 'F5', 'F3'];5
422;13;19;['F5', 'F6', 'F1'];5
423;3;12;['F4'];5
424;6;19;['F2', 'F1'];5
425;8;1;['F3', 'F1', 'F6', 'F2'];5
426;4;5;['F6', 'F3', 'F2'];5
427;14;3;['F2', 'F3', 'F5'];5
428;9;12;['F4', 'F2', 'F6', 'F3'];5
429;5;1;['F5', 'F6'];5
430;18;3;['F1', 'F4', 'F3', 'F5'];5
431;10;5;['F3', 'F6'];5
432;14;20;['F2'];5
433;1;13;['F6', 'F1'];5
434;1;16;['F1', 'F5'];5
435;6;1;['F1', 'F4', 'F3', 'F2'];5
436;1;18;['F3', 'F2', 'F6', 'F5'];5
437;12;1;['F2'];5
438;15;16;['F3', 'F1', 'F4'];5
439;2;11;['F2'];5
440;7;13;['F3', 'F4'];5
441;6;1;['F4', 'F1', 'F6', 'F5'];5
442;1;7;['F5', 'F6'];5
443;19;15;['F3', 'F1', 'F4', 'F5'];5
444;17;6;['F1', 'F6', 'F5'];5
445;20;10;['F5', 'F2', 'F4', 'F6'];5
446;5;7;['F6', 'F5'];5
447;1;16;['F2', 'F5', 'F1'];5
448;8;13;['F2'];5
449;5;16;['F5', 'F3', 'F1', 'F6'];5
450;15;13;['F2', 'F1', 'F3', 'F5'];5
451;4;19;['F2', 'F5', 'F6'];5
452;15;7;['F3', 'F5', 'F6', 'F1'];5
453;11;18;['F1', 'F6', 'F4', 'F5', 'F2'];5
454;17;3;['F6', 'F1'];5
455;18;4;['F6', 'F3', 'F2'];5
456;1;2;['F1', 'F3', 'F2'];5
457;4;9;['F4', 'F1', 'F2', 'F6'];5
458;8;2;['F5'];5
459;7;3;['F4', 'F5', 'F6'];5
