Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
1;943;129;100;2.27;1.5;0.79
2;1163;788;100;2.79;1.5;0.81
3;1099;596;100;2.67;1.5;0.4
4;918;54;100;1.44;1.5;0.64
5;981;241;100;0.78;1.5;0.66
6;956;166;100;1.42;1.5;0.65
7;936;108;100;1.68;1.5;0.48
8;1156;767;100;0.9;1.5;0.82
9;1062;485;100;2.05;1.5;0.94
10;911;33;100;2.02;1.5;0.71
11;1037;410;100;2.21;1.5;0.36
12;1149;746;100;2.83;1.5;0.52
13;1055;464;100;1.35;1.5;0.42
14;991;272;100;0.78;1.5;0.17
15;1124;671;100;2.11;1.5;0.5
16;1030;389;100;2.02;1.5;0.59
17;966;197;100;1.58;1.5;0.68
18;1166;798;100;2.93;1.5;0.87
19;1141;723;100;2.17;1.5;0.6
20;1048;443;100;2.38;1.5;0.51
21;984;251;100;2.16;1.5;0.62
22;1023;368;100;0.96;1.5;0.39
23;929;86;100;2.57;1.5;0.99
24;904;11;100;1.74;1.5;0.8
25;1159;777;100;2.84;1.5;0.43
26;1134;702;100;1.58;1.5;0.34
27;977;230;100;1.35;1.5;0.24
28;922;65;100;1.27;1.5;0.82
29;1142;724;100;2.05;1.5;0.12
30;1152;756;100;0.78;1.5;0.52
31;1117;649;100;0.8;1.5;0.31
32;1127;681;100;1.98;1.5;0.05
33;1033;399;100;1.06;1.5;0.89
34;1008;324;100;0.99;1.5;0.93
35;915;44;100;1.04;1.5;0.72
36;1135;703;100;1.42;1.5;0.57
37;1041;421;100;1.42;1.5;0.74
38;1071;511;100;1.22;1.5;0.95
39;1110;628;100;2.45;1.5;0.91
40;1016;346;100;1.76;1.5;0.51
41;1026;378;100;2.03;1.5;0.01
42;932;96;100;2.53;1.5;0.88
43;1001;303;100;2.03;1.5;0.99
44;907;21;100;1.12;1.5;0.96
45;1128;682;100;0.92;1.5;0.97
46;970;208;100;2.45;1.5;0.28
47;1103;607;100;0.93;1.5;0.74
48;1009;325;100;1.34;1.5;0.97
49;945;133;100;2.1;1.5;0.84
50;1019;357;100;0.91;1.5;0.95
51;925;75;100;2.56;1.5;0.94
52;1145;734;100;1.21;1.5;0.18
53;994;282;100;1.07;1.5;0.4
54;1120;659;100;1.01;1.5;0.9
55;1002;304;100;2.35;1.5;0.11
56;908;22;100;2.44;1.5;0.25
57;938;112;100;0.79;1.5;0.1
58;1138;713;100;2.31;1.5;0.7
59;1113;638;100;0.91;1.5;0.54
60;901;1;100;1.03;1.5;0.9
61;1131;692;100;2.45;1.5;0.46
62;1106;617;100;2.03;1.5;0.06
63;1012;335;100;0.88;1.5;0.14
64;987;260;100;2.6;1.5;0.8
65;1187;861;100;1.49;1.5;0.18
66;1162;786;100;1.43;1.5;0.57
67;1005;314;100;1.04;1.5;0.16
68;980;239;100;2.56;1.5;0.05
69;1200;898;100;1.49;1.5;0.99
70;1180;840;100;2.37;1.5;0.64
71;1155;765;100;1.18;1.5;0.8
72;998;293;100;2.33;1.5;0.02
73;973;218;100;2.5;1.5;0.98
74;1193;877;100;1.67;1.5;0.34
75;1099;595;100;1.34;1.5;0.95
76;1173;819;100;0.82;1.5;0.67
77;1148;744;100;0.78;1.5;0.94
78;1054;462;100;2.32;1.5;0.9
79;1186;856;100;2.41;1.5;0.73
80;1092;574;100;1.32;1.5;0.32
81;1047;441;100;1.69;1.5;0.56
82;953;159;100;2.1;1.5;0.12
83;928;84;100;2.5;1.5;0.1
84;1085;553;100;1.03;1.5;0.54
85;991;271;100;0.9;1.5;0.42
86;966;196;100;2.86;1.5;0.32
87;1040;420;100;2.85;1.5;0.47
88;946;138;100;1.46;1.5;0.49
89;1166;797;100;1.44;1.5;0.2
