requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;56;578;['F4'];20;0.55
2;303;201;['F2', 'F5'];6;1.2
3;64;574;['F1'];20;0.85
4;63;691;['F3', 'F5', 'F2', 'F1'];19;2.7
5;505;318;['F3', 'F2'];22;1.4
6;748;372;['F2', 'F5', 'F1', 'F4', 'F3'];5;3.2499999999999996
7;128;162;['F3', 'F4', 'F2', 'F1'];22;2.8000000000000003
8;369;572;['F2', 'F1', 'F4', 'F5'];19;2.6000000000000005
9;386;290;['F5', 'F1'];20;1.3
10;714;39;['F5', 'F1', 'F3'];17;1.9500000000000002
11;378;784;['F4', 'F3', 'F5', 'F2'];17;2.4000000000000004
12;229;323;['F1', 'F4', 'F5', 'F3', 'F2'];8;3.25
13;136;766;['F4', 'F5', 'F3', 'F1'];16;2.5
14;9;598;['F4', 'F3', 'F5', 'F2'];17;2.4000000000000004
15;277;571;['F4', 'F3', 'F2'];21;1.9500000000000002
16;345;92;['F2'];18;0.75
17;490;673;['F3', 'F1', 'F4', 'F2'];23;2.8
18;730;134;['F1', 'F5'];23;1.3
19;195;551;['F3', 'F5', 'F2'];7;1.85
20;485;40;['F2', 'F4'];6;1.3
21;430;779;['F3', 'F1', 'F4', 'F5'];5;2.5
22;279;117;['F1', 'F5'];17;1.3
23;662;654;['F5', 'F4'];18;1.0
24;161;571;['F3'];17;0.65
25;522;504;['F5'];16;0.45
26;44;625;['F5'];6;0.45
27;105;486;['F1', 'F2', 'F5', 'F3'];23;2.7
28;795;33;['F3', 'F1'];11;1.5
29;702;577;['F4', 'F5', 'F1', 'F3'];10;2.5
30;266;23;['F4', 'F3', 'F5', 'F1'];25;2.5
31;9;24;['F3', 'F1'];14;1.5
32;362;503;['F2', 'F1', 'F3', 'F5'];10;2.7
33;246;331;['F5', 'F4', 'F1', 'F3', 'F2'];9;3.25
34;643;464;['F2'];11;0.75
35;237;704;['F5'];5;0.45
36;210;300;['F5'];14;0.45
37;795;513;['F3', 'F1', 'F4', 'F2', 'F5'];17;3.25
38;724;310;['F2'];16;0.75
39;119;689;['F1', 'F2'];16;1.6
40;545;531;['F2'];19;0.75
41;227;339;['F5', 'F1'];18;1.3
42;581;423;['F2', 'F4', 'F3', 'F5', 'F1'];18;3.2500000000000004
43;555;365;['F5', 'F4'];15;1.0
44;690;736;['F4'];7;0.55
45;656;198;['F4', 'F5'];8;1.0
46;677;650;['F3', 'F4', 'F2', 'F1', 'F5'];24;3.2500000000000004
47;203;449;['F5', 'F4', 'F3', 'F1'];19;2.5
48;136;249;['F5', 'F1', 'F2', 'F3', 'F4'];19;3.25
49;671;485;['F2'];13;0.75
50;356;455;['F5', 'F3', 'F1'];23;1.9500000000000002
51;673;29;['F4'];23;0.55
52;461;677;['F4', 'F3'];11;1.2000000000000002
53;728;358;['F1', 'F3', 'F5', 'F2', 'F4'];11;3.25
54;50;137;['F2'];19;0.75
55;495;79;['F2', 'F3'];6;1.4
56;295;757;['F3', 'F5', 'F1', 'F4', 'F2'];6;3.25
57;798;407;['F2'];25;0.75
58;239;149;['F4', 'F1'];18;1.4
59;111;9;['F2', 'F3', 'F5'];23;1.8499999999999999
60;529;791;['F3', 'F5', 'F2', 'F1', 'F4'];19;3.25
61;210;561;['F1'];10;0.85
62;639;398;['F1', 'F2', 'F5', 'F4'];24;2.6000000000000005
63;768;616;['F3'];18;0.65
64;786;537;['F1', 'F3'];24;1.5
65;726;556;['F5', 'F3', 'F1'];11;1.9500000000000002
66;375;594;['F2', 'F1'];21;1.6
67;147;621;['F3'];7;0.65
68;656;50;['F2', 'F3', 'F5', 'F1'];17;2.6999999999999997
69;44;120;['F4', 'F1'];14;1.4
70;739;276;['F4', 'F5', 'F3'];7;1.65
71;552;297;['F3', 'F2', 'F1', 'F4'];10;2.8
72;297;24;['F5', 'F3', 'F1', 'F2'];13;2.7
73;633;118;['F5', 'F4', 'F1'];8;1.85
74;181;360;['F1'];17;0.85
75;83;124;['F4', 'F2', 'F1', 'F3'];20;2.8
76;233;600;['F2', 'F5', 'F4'];13;1.75
77;58;715;['F3'];8;0.65
78;595;443;['F4'];10;0.55
79;620;617;['F4'];10;0.55
80;260;28;['F1', 'F2', 'F5', 'F3', 'F4'];5;3.25
81;384;530;['F1', 'F3', 'F4', 'F5'];11;2.5
82;122;324;['F4', 'F2', 'F1', 'F3', 'F5'];15;3.25
83;575;242;['F2'];15;0.75
84;121;482;['F5'];16;0.45
85;459;528;['F1', 'F5', 'F2', 'F4'];5;2.5999999999999996
86;543;416;['F4', 'F1'];20;1.4
87;614;673;['F2', 'F1', 'F4'];17;2.1500000000000004
88;491;345;['F3', 'F1', 'F2'];8;2.25
89;773;746;['F3', 'F1', 'F2'];7;2.25
90;763;553;['F3', 'F4', 'F5'];20;1.6500000000000001
91;715;446;['F1', 'F5', 'F2', 'F3', 'F4'];18;3.25
92;295;384;['F4', 'F5', 'F2', 'F3', 'F1'];19;3.25
93;576;769;['F4', 'F3', 'F2', 'F1'];6;2.8000000000000003
94;478;511;['F4'];17;0.55
95;199;599;['F5', 'F1', 'F3'];12;1.9500000000000002
96;162;618;['F1', 'F5', 'F2', 'F3', 'F4'];7;3.25
97;407;428;['F5', 'F2', 'F3', 'F4'];7;2.4000000000000004
98;237;720;['F2', 'F4', 'F3', 'F5'];12;2.4000000000000004
99;531;726;['F1', 'F5', 'F3', 'F4'];8;2.5
100;374;302;['F2', 'F1', 'F4', 'F3'];16;2.8000000000000003
101;528;160;['F2', 'F4', 'F1', 'F3'];16;2.8
102;60;155;['F3', 'F4'];14;1.2000000000000002
103;602;692;['F3', 'F4', 'F2', 'F1'];24;2.8000000000000003
104;153;631;['F2', 'F3', 'F5', 'F1'];23;2.6999999999999997
105;70;259;['F4', 'F1'];14;1.4
106;450;565;['F3'];18;0.65
107;309;298;['F3', 'F2', 'F5', 'F1', 'F4'];13;3.25
108;550;298;['F4', 'F1', 'F3'];12;2.05
109;69;107;['F3', 'F5', 'F4'];9;1.6500000000000001
110;743;344;['F2', 'F3', 'F1'];10;2.25
111;441;732;['F2', 'F3', 'F4', 'F5'];11;2.4
112;310;414;['F5', 'F2'];13;1.2
113;239;320;['F3'];19;0.65
114;647;704;['F4', 'F2'];12;1.3
115;23;228;['F3', 'F4', 'F2', 'F1'];5;2.8000000000000003
116;560;373;['F4', 'F1', 'F5', 'F2', 'F3'];7;3.2499999999999996
117;513;468;['F2', 'F1'];9;1.6
118;366;708;['F4', 'F2', 'F5', 'F1', 'F3'];23;3.25
119;569;101;['F2', 'F4'];6;1.3
120;649;310;['F3', 'F4'];22;1.2000000000000002
121;544;644;['F2'];15;0.75
122;641;374;['F1', 'F3', 'F5'];7;1.95
123;83;79;['F1', 'F4'];18;1.4
124;532;344;['F4', 'F1', 'F3'];7;2.05
125;619;407;['F1', 'F2', 'F5', 'F4'];21;2.6000000000000005
126;552;775;['F4', 'F5'];10;1.0
127;457;530;['F4', 'F5', 'F3'];19;1.65
128;586;310;['F3', 'F2'];9;1.4
129;480;84;['F1', 'F3', 'F4', 'F2', 'F5'];23;3.25
130;394;389;['F3', 'F2', 'F1', 'F4', 'F5'];21;3.25
131;754;62;['F3', 'F1'];14;1.5
132;410;733;['F3', 'F4', 'F2', 'F5'];18;2.4000000000000004
133;72;513;['F1'];17;0.85
134;800;204;['F2', 'F4'];20;1.3
135;539;514;['F2', 'F3', 'F5'];18;1.8499999999999999
136;342;15;['F2', 'F4'];18;1.3
137;720;426;['F4'];12;0.55
138;306;675;['F2', 'F3', 'F5', 'F1', 'F4'];16;3.25
139;135;708;['F1'];19;0.85
140;676;677;['F4', 'F1', 'F5', 'F3'];24;2.5
141;501;229;['F1', 'F4'];14;1.4
142;464;471;['F1'];19;0.85
143;138;736;['F4', 'F3'];15;1.2000000000000002
144;90;487;['F3', 'F1', 'F5', 'F2', 'F4'];20;3.25
145;779;546;['F4'];5;0.55
146;277;280;['F3', 'F1', 'F5', 'F4', 'F2'];24;3.25
147;261;31;['F5', 'F1'];12;1.3
148;771;428;['F2', 'F5', 'F3', 'F4'];22;2.4000000000000004
149;630;3;['F2', 'F4'];18;1.3
150;516;404;['F2', 'F3', 'F5', 'F1'];16;2.6999999999999997
151;92;4;['F3', 'F2', 'F1'];22;2.25
152;785;79;['F3', 'F4', 'F2'];13;1.9500000000000002
153;595;649;['F5', 'F2', 'F3'];13;1.85
154;429;55;['F5', 'F4', 'F1', 'F2', 'F3'];16;3.25
155;92;66;['F1', 'F2', 'F4', 'F3', 'F5'];19;3.2500000000000004
156;779;188;['F5', 'F3', 'F1', 'F2', 'F4'];22;3.25
157;131;599;['F4', 'F2', 'F5', 'F3', 'F1'];14;3.25
158;391;426;['F5', 'F3'];12;1.1
159;41;51;['F5', 'F2'];24;1.2
160;63;179;['F2', 'F5', 'F3', 'F4', 'F1'];25;3.2500000000000004
161;462;691;['F4'];5;0.55
162;789;695;['F2', 'F1'];9;1.6
163;195;587;['F1', 'F2', 'F4', 'F5', 'F3'];16;3.2500000000000004
164;540;332;['F2'];17;0.75
165;482;30;['F4', 'F1', 'F3', 'F5'];13;2.5
166;16;388;['F1', 'F3', 'F5', 'F4', 'F2'];21;3.25
167;224;165;['F1', 'F3', 'F4', 'F2'];6;2.8
168;529;363;['F4', 'F3', 'F2', 'F1', 'F5'];12;3.2500000000000004
169;710;146;['F1', 'F3'];7;1.5
170;4;547;['F2', 'F5', 'F1'];13;2.05
171;112;238;['F3', 'F1', 'F5', 'F2'];18;2.7
172;508;132;['F4', 'F5', 'F3', 'F2', 'F1'];11;3.25
173;464;455;['F2', 'F5', 'F1'];9;2.05
174;299;640;['F5', 'F4', 'F3'];19;1.65
175;173;600;['F2'];5;0.75
176;650;22;['F3', 'F2', 'F4', 'F1'];20;2.8
177;307;446;['F4', 'F3', 'F2', 'F5', 'F1'];12;3.2500000000000004
178;360;681;['F3', 'F5', 'F4', 'F1', 'F2'];16;3.25
179;375;194;['F4', 'F1', 'F3', 'F2', 'F5'];21;3.25
180;596;263;['F3', 'F2', 'F4'];23;1.95
181;292;736;['F3', 'F5', 'F2', 'F4', 'F1'];18;3.2500000000000004
182;650;293;['F5', 'F3', 'F4', 'F1', 'F2'];8;3.25
183;701;557;['F5', 'F2', 'F1', 'F3'];24;2.6999999999999997
184;654;279;['F4', 'F5', 'F2', 'F3'];7;2.4
185;295;79;['F1', 'F5', 'F3'];10;1.9500000000000002
186;793;496;['F3', 'F5', 'F2', 'F4', 'F1'];7;3.2500000000000004
187;76;230;['F5', 'F4', 'F3'];8;1.65
188;236;755;['F3', 'F4', 'F5', 'F1', 'F2'];11;3.25
189;767;487;['F2', 'F1'];15;1.6
190;109;8;['F3', 'F5', 'F4', 'F2', 'F1'];18;3.2500000000000004
191;365;265;['F2', 'F4', 'F1', 'F5', 'F3'];16;3.25
192;685;568;['F1', 'F2', 'F5'];21;2.0500000000000003
193;302;593;['F3', 'F4', 'F5', 'F1'];20;2.5
194;439;126;['F3', 'F5', 'F1'];8;1.9500000000000002
195;706;124;['F2'];10;0.75
196;765;114;['F3', 'F5', 'F1', 'F2'];11;2.7
197;641;23;['F3', 'F1'];15;1.5
198;96;776;['F1', 'F2', 'F5', 'F4'];17;2.6000000000000005
199;36;413;['F5', 'F4', 'F1'];25;1.85
200;234;300;['F1', 'F4', 'F5'];5;1.8499999999999999
201;44;369;['F4', 'F3', 'F5', 'F2'];16;2.4000000000000004
202;200;132;['F3', 'F5', 'F4'];5;1.6500000000000001
203;557;194;['F3', 'F5', 'F4'];12;1.6500000000000001
204;486;37;['F5', 'F4', 'F2', 'F3'];23;2.4
205;308;614;['F3', 'F5', 'F2', 'F1'];8;2.7
206;315;499;['F5', 'F3', 'F2'];6;1.85
207;128;660;['F2', 'F4'];13;1.3
208;377;636;['F1', 'F3', 'F4', 'F2'];13;2.8
209;611;277;['F4', 'F3', 'F2', 'F5'];10;2.4000000000000004
210;689;654;['F1', 'F5', 'F2'];18;2.05
211;709;399;['F4', 'F2'];6;1.3
212;689;51;['F2'];10;0.75
213;318;757;['F2'];22;0.75
214;354;24;['F2', 'F4', 'F5', 'F1', 'F3'];18;3.25
215;385;558;['F2', 'F4', 'F3'];12;1.9500000000000002
216;317;387;['F1', 'F2', 'F3', 'F4'];25;2.8
217;91;434;['F5', 'F1'];23;1.3
218;299;668;['F2', 'F1', 'F3', 'F5', 'F4'];17;3.25
219;86;382;['F1', 'F5', 'F2'];16;2.05
220;616;728;['F4', 'F5', 'F2'];15;1.75
221;646;104;['F5', 'F2', 'F1', 'F4'];5;2.5999999999999996
222;578;609;['F1', 'F4', 'F3', 'F5'];9;2.5
223;578;341;['F3', 'F5', 'F2', 'F4'];19;2.4000000000000004
224;231;76;['F1', 'F3', 'F5', 'F2'];19;2.7
225;417;664;['F5', 'F4', 'F2', 'F3', 'F1'];9;3.25
226;337;481;['F2', 'F1', 'F5', 'F4'];8;2.6000000000000005
227;306;141;['F3', 'F4', 'F5'];22;1.6500000000000001
228;318;689;['F1', 'F3', 'F2'];8;2.25
229;526;44;['F1', 'F2', 'F5', 'F3', 'F4'];13;3.25
230;720;223;['F1', 'F2', 'F3', 'F4', 'F5'];9;3.25
231;145;338;['F2'];11;0.75
232;318;627;['F1', 'F5', 'F4', 'F3'];8;2.5
233;22;12;['F4', 'F1', 'F5', 'F2', 'F3'];23;3.2499999999999996
234;361;367;['F1', 'F2', 'F4', 'F3'];17;2.8000000000000003
235;451;625;['F5', 'F3', 'F1', 'F2'];21;2.7
236;703;625;['F1', 'F4', 'F5', 'F2', 'F3'];13;3.2499999999999996
237;154;466;['F4', 'F5', 'F2', 'F3'];14;2.4
238;142;100;['F3', 'F4', 'F5', 'F1', 'F2'];6;3.25
239;282;208;['F2', 'F3', 'F5', 'F1'];17;2.6999999999999997
240;501;79;['F3'];7;0.65
241;592;532;['F1', 'F4'];17;1.4
242;406;469;['F5', 'F4', 'F1', 'F3', 'F2'];25;3.25
243;474;401;['F1', 'F3'];12;1.5
244;315;89;['F5'];20;0.45
245;431;121;['F4'];14;0.55
246;144;119;['F2'];22;0.75
247;63;248;['F3'];8;0.65
248;263;537;['F4', 'F1'];23;1.4
249;261;409;['F2'];23;0.75
250;605;710;['F1', 'F5', 'F2', 'F4', 'F3'];23;3.2499999999999996
