requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;281;201;['F3', 'F5', 'F4', 'F1', 'F2'];14;3.25
2;278;143;['F2', 'F4', 'F1', 'F3', 'F5'];14;3.25
3;49;22;['F1', 'F3', 'F5', 'F2', 'F4'];6;3.25
4;180;131;['F5'];18;0.45
5;36;221;['F4', 'F5'];16;1.0
6;163;273;['F1'];15;0.85
7;119;161;['F2', 'F5', 'F1', 'F3'];17;2.6999999999999997
8;22;170;['F5', 'F3', 'F1', 'F2'];10;2.7
9;129;95;['F3', 'F4'];13;1.2000000000000002
10;193;107;['F4'];24;0.55
11;248;292;['F3'];8;0.65
12;133;101;['F4'];21;0.55
13;234;88;['F4', 'F2', 'F5', 'F1'];14;2.6
14;42;161;['F1', 'F4', 'F5', 'F3', 'F2'];14;3.25
15;241;66;['F1'];20;0.85
16;259;120;['F3'];19;0.65
17;151;78;['F2', 'F5', 'F3', 'F1'];5;2.7
18;171;233;['F5'];25;0.45
19;12;44;['F1', 'F2', 'F3', 'F5'];12;2.7
20;289;167;['F5'];6;0.45
21;242;274;['F3', 'F4', 'F1', 'F2', 'F5'];15;3.2500000000000004
22;251;194;['F3', 'F2', 'F4'];8;1.95
23;284;17;['F1', 'F5', 'F3', 'F2', 'F4'];11;3.25
24;7;120;['F5', 'F3', 'F1', 'F2', 'F4'];8;3.25
25;208;238;['F5', 'F2', 'F1', 'F4'];5;2.5999999999999996
26;222;117;['F1', 'F3'];24;1.5
27;142;8;['F4', 'F3', 'F5', 'F1', 'F2'];25;3.25
28;263;99;['F2', 'F4', 'F1', 'F5'];7;2.6
29;298;216;['F1', 'F4', 'F3', 'F2', 'F5'];6;3.25
30;114;207;['F3'];8;0.65
31;98;17;['F5', 'F2', 'F1', 'F3'];23;2.6999999999999997
32;89;138;['F5', 'F2', 'F3'];6;1.85
33;100;29;['F5', 'F1'];24;1.3
34;232;195;['F1', 'F4', 'F3', 'F2'];22;2.8
35;145;273;['F3'];5;0.65
36;227;70;['F3', 'F2', 'F4', 'F5', 'F1'];16;3.25
37;29;221;['F2', 'F3', 'F1', 'F5', 'F4'];9;3.25
38;63;268;['F2', 'F1', 'F5', 'F4', 'F3'];21;3.2500000000000004
39;19;234;['F5', 'F3', 'F2'];17;1.85
40;168;188;['F5', 'F1', 'F3', 'F2', 'F4'];20;3.25
41;212;70;['F3', 'F4', 'F1'];21;2.0500000000000003
42;245;105;['F1', 'F2', 'F4', 'F5', 'F3'];10;3.2500000000000004
43;193;174;['F5', 'F4', 'F2', 'F1'];18;2.6
44;59;71;['F5', 'F2', 'F1', 'F4'];5;2.5999999999999996
45;31;110;['F2', 'F1', 'F5', 'F3'];9;2.7
46;22;300;['F1', 'F5'];6;1.3
47;251;151;['F3', 'F5', 'F1', 'F2', 'F4'];17;3.25
48;175;230;['F3', 'F1'];10;1.5
49;216;177;['F1', 'F4', 'F5', 'F3', 'F2'];18;3.25
50;296;283;['F3', 'F1'];21;1.5
51;67;152;['F4', 'F3', 'F1', 'F5'];17;2.5000000000000004
52;262;281;['F1', 'F2', 'F4', 'F3'];18;2.8000000000000003
53;34;163;['F4', 'F3', 'F1'];16;2.0500000000000003
54;173;100;['F2', 'F1', 'F3', 'F4'];12;2.8
55;112;165;['F2', 'F5', 'F1', 'F3'];12;2.6999999999999997
56;79;152;['F3'];25;0.65
57;239;245;['F2', 'F4', 'F5'];7;1.75
58;186;166;['F4', 'F2', 'F1', 'F5', 'F3'];17;3.25
59;211;155;['F4', 'F5', 'F2', 'F3', 'F1'];24;3.25
60;292;140;['F4', 'F5', 'F2'];8;1.75
61;295;294;['F3', 'F5', 'F4', 'F1', 'F2'];13;3.25
62;28;31;['F4', 'F3', 'F1', 'F2'];16;2.8000000000000003
63;143;279;['F5'];16;0.45
64;267;222;['F3', 'F2'];19;1.4
65;240;261;['F2'];21;0.75
66;73;16;['F5', 'F2', 'F3'];17;1.85
67;233;10;['F4'];19;0.55
68;110;51;['F4', 'F5', 'F2'];19;1.75
69;65;132;['F5', 'F4'];9;1.0
70;39;172;['F1', 'F3', 'F4', 'F2', 'F5'];21;3.25
71;35;265;['F5', 'F4', 'F1'];6;1.85
72;107;228;['F2', 'F3'];25;1.4
73;146;161;['F3', 'F2', 'F5'];16;1.8499999999999999
74;147;140;['F2', 'F4', 'F3', 'F5'];13;2.4000000000000004
75;170;114;['F5', 'F2', 'F3', 'F4', 'F1'];20;3.2500000000000004
76;255;121;['F4', 'F5', 'F3', 'F1'];20;2.5
77;286;142;['F4', 'F1'];13;1.4
78;174;153;['F3', 'F4'];6;1.2000000000000002
79;138;52;['F1', 'F2', 'F5'];21;2.0500000000000003
80;151;21;['F4', 'F3', 'F5', 'F1'];23;2.5
81;85;220;['F1', 'F5'];5;1.3
82;154;204;['F4', 'F2', 'F5', 'F3'];7;2.4
83;262;214;['F2', 'F3', 'F4', 'F1'];15;2.8
84;78;298;['F3', 'F4'];21;1.2000000000000002
85;237;49;['F2', 'F5', 'F4', 'F1', 'F3'];7;3.25
86;236;295;['F2', 'F3', 'F5', 'F4', 'F1'];18;3.25
87;244;104;['F4', 'F1', 'F5', 'F2', 'F3'];11;3.2499999999999996
88;243;16;['F5'];22;0.45
89;101;289;['F4', 'F5', 'F3', 'F1'];24;2.5
90;185;165;['F5', 'F3', 'F4', 'F1', 'F2'];20;3.25
91;272;173;['F2', 'F5', 'F4'];14;1.75
92;256;216;['F1'];9;0.85
93;2;191;['F2', 'F5', 'F4', 'F1', 'F3'];6;3.25
94;23;187;['F1'];23;0.85
95;165;252;['F1', 'F5', 'F2'];10;2.05
96;195;57;['F2'];25;0.75
97;122;128;['F3'];15;0.65
98;150;93;['F3', 'F5', 'F4'];24;1.6500000000000001
99;294;227;['F5', 'F4', 'F2'];21;1.75
100;145;33;['F1', 'F2', 'F5', 'F3', 'F4'];20;3.25
101;45;190;['F4', 'F2'];8;1.3
102;70;187;['F1', 'F2', 'F5', 'F4'];17;2.6000000000000005
103;27;68;['F2', 'F5', 'F4'];17;1.75
104;120;300;['F4', 'F2', 'F5'];23;1.75
105;173;277;['F4', 'F3', 'F5', 'F2', 'F1'];9;3.2500000000000004
106;194;263;['F1', 'F5', 'F3', 'F4', 'F2'];21;3.25
107;48;100;['F4', 'F3', 'F1'];23;2.0500000000000003
108;170;15;['F1', 'F2', 'F4', 'F3', 'F5'];22;3.2500000000000004
109;293;229;['F4', 'F5', 'F3'];19;1.65
110;83;240;['F1', 'F4', 'F5', 'F2', 'F3'];12;3.2499999999999996
111;236;237;['F4', 'F3', 'F2', 'F5', 'F1'];19;3.2500000000000004
112;12;261;['F4', 'F1', 'F5'];22;1.8499999999999999
113;17;129;['F5', 'F1', 'F2', 'F4', 'F3'];13;3.2499999999999996
114;18;156;['F1', 'F5', 'F3', 'F4', 'F2'];13;3.25
115;264;106;['F1', 'F2'];7;1.6
116;269;65;['F5', 'F1'];11;1.3
117;74;167;['F1', 'F4', 'F2', 'F5'];25;2.6
118;110;248;['F5', 'F4'];25;1.0
119;48;170;['F2', 'F4', 'F3', 'F1', 'F5'];7;3.2500000000000004
120;28;107;['F4', 'F1', 'F5'];23;1.8499999999999999
121;15;194;['F4'];12;0.55
122;7;250;['F2', 'F1'];8;1.6
123;201;92;['F1', 'F4'];15;1.4
124;273;266;['F1'];15;0.85
125;47;235;['F2', 'F4', 'F5', 'F1', 'F3'];17;3.25
126;36;232;['F1'];14;0.85
127;284;11;['F4', 'F2', 'F1', 'F5'];12;2.6
128;276;25;['F1'];13;0.85
129;239;54;['F4', 'F5'];10;1.0
130;152;106;['F1', 'F2'];22;1.6
131;164;284;['F4'];24;0.55
132;8;103;['F4', 'F3', 'F5'];22;1.6500000000000001
133;110;18;['F3'];12;0.65
134;61;271;['F2', 'F1'];9;1.6
135;234;257;['F2', 'F1'];11;1.6
136;283;100;['F3'];10;0.65
137;237;65;['F5', 'F1', 'F3'];13;1.9500000000000002
138;96;66;['F1', 'F2'];19;1.6
139;108;23;['F3', 'F2', 'F4', 'F1', 'F5'];24;3.25
140;292;125;['F2', 'F4', 'F3', 'F1', 'F5'];10;3.2500000000000004
141;64;28;['F1', 'F3', 'F5', 'F4'];18;2.5
142;129;153;['F5', 'F3', 'F2', 'F4'];9;2.4000000000000004
143;284;268;['F3', 'F5', 'F1'];25;1.9500000000000002
144;105;203;['F5', 'F4', 'F2', 'F3', 'F1'];11;3.25
145;57;82;['F1', 'F4', 'F2', 'F3'];20;2.8
146;16;288;['F4', 'F3', 'F1', 'F5', 'F2'];23;3.2500000000000004
147;172;121;['F2', 'F1', 'F4', 'F5', 'F3'];5;3.2500000000000004
148;227;6;['F4', 'F2', 'F5', 'F1'];12;2.6
149;279;174;['F2', 'F3', 'F1', 'F5', 'F4'];16;3.25
150;24;216;['F5'];8;0.45
151;249;254;['F5', 'F1', 'F3'];5;1.9500000000000002
152;177;36;['F2'];22;0.75
153;206;235;['F2', 'F5', 'F3'];15;1.85
