requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;9;8;['F4', 'F2'];5
2;2;15;['F1', 'F2', 'F4', 'F5'];5
3;16;18;['F5', 'F3'];5
4;15;7;['F2', 'F3', 'F1'];5
5;7;4;['F5', 'F4', 'F6', 'F2'];5
6;7;1;['F1', 'F4', 'F2', 'F5'];5
7;11;15;['F4', 'F6'];5
8;16;9;['F1', 'F2'];5
9;8;16;['F4', 'F3'];5
10;18;20;['F1', 'F3', 'F5'];5
11;15;18;['F2', 'F4'];5
12;6;14;['F2', 'F6', 'F4', 'F1'];5
13;11;15;['F2', 'F3', 'F1'];5
14;2;7;['F5', 'F2'];5
15;16;5;['F1', 'F6'];5
16;11;14;['F4'];5
17;8;2;['F1'];5
18;2;14;['F2', 'F3', 'F1'];5
19;7;15;['F4', 'F5', 'F3'];5
20;1;8;['F4', 'F3'];5
21;8;12;['F2', 'F1'];5
22;7;18;['F6', 'F2', 'F5'];5
23;20;10;['F3', 'F5', 'F6'];5
24;7;12;['F3', 'F1', 'F6'];5
25;16;8;['F2', 'F6', 'F4'];5
26;20;13;['F1', 'F3'];5
27;12;7;['F1', 'F5'];5
28;3;2;['F4', 'F2', 'F1', 'F3'];5
29;18;12;['F6', 'F4', 'F2'];5
30;3;1;['F1', 'F2', 'F4'];5
31;20;11;['F2', 'F3'];5
32;19;9;['F1', 'F3', 'F6'];5
33;1;2;['F6', 'F2'];5
34;8;7;['F5', 'F4'];5
35;8;2;['F2', 'F1'];5
36;9;8;['F3'];5
37;18;20;['F6'];5
38;1;13;['F3', 'F4', 'F1', 'F6'];5
39;12;3;['F4', 'F2', 'F3', 'F1'];5
40;20;2;['F6', 'F4', 'F1', 'F3'];5
41;19;18;['F4', 'F5', 'F3'];5
42;13;2;['F2', 'F4', 'F3'];5
43;15;11;['F1', 'F6', 'F3', 'F2', 'F5'];5
44;1;10;['F6', 'F1', 'F2'];5
45;6;4;['F3', 'F4', 'F2', 'F6'];5
46;20;6;['F1', 'F5', 'F6'];5
47;4;7;['F4', 'F2'];5
48;10;7;['F1', 'F2', 'F6'];5
49;4;18;['F6'];5
50;13;17;['F6', 'F2', 'F5'];5
51;1;20;['F1', 'F6', 'F5', 'F3'];5
52;16;9;['F1', 'F6'];5
53;17;12;['F1', 'F5', 'F2', 'F3'];5
54;19;16;['F2', 'F1', 'F6', 'F3'];5
55;7;8;['F4'];5
56;15;13;['F1', 'F4', 'F3'];5
57;15;17;['F1', 'F6', 'F4'];5
