Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
1;917;467;100;2.83;1.5;0.3
2;829;116;100;2.44;1.5;0.67
3;812;45;100;0.94;1.5;0.98
4;954;614;100;0.78;1.5;0.03
5;866;263;100;2.69;1.5;0.81
6;822;86;100;2.27;1.5;0.6
7;925;498;100;2.85;1.5;0.07
8;876;304;100;1.47;1.5;0.88
9;859;233;100;1.33;1.5;0.76
10;962;645;100;0.77;1.5;0.5
11;979;716;100;1.19;1.5;0.23
12;869;274;100;1.4;1.5;0.54
13;972;686;100;1.38;1.5;0.97
14;921;482;100;1.23;1.5;0.97
15;894;376;100;0.93;1.5;0.24
16;877;305;100;2.19;1.5;0.76
17;975;700;100;1.33;1.5;0.43
18;832;126;100;1.88;1.5;0.23
19;931;523;100;1.58;1.5;0.09
20;886;344;100;2.06;1.5;0.21
21;842;167;100;2.81;1.5;0.07
22;968;670;100;1.13;1.5;0.46
23;890;360;100;2.28;1.5;0.09
24;873;289;100;2.06;1.5;0.65
25;828;110;100;2.97;1.5;0.37
26;801;4;100;2.88;1.5;0.52
27;887;345;100;2.65;1.5;0.63
28;986;742;100;1.07;1.5;0.39
29;941;563;100;2.08;1.5;0.53
30;853;212;100;2.76;1.5;0.14
31;978;710;100;1.7;1.5;0.45
32;951;604;100;2.25;1.5;0.18
33;934;533;100;2.66;1.5;0.93
34;846;182;100;1.25;1.5;0.26
35;988;751;100;2.63;1.5;0.66
36;900;400;100;1.01;1.5;0.06
37;883;329;100;1.46;1.5;0.91
38;856;223;100;0.81;1.5;0.76
39;982;726;100;1.26;1.5;0.02
40;937;547;100;1.96;1.5;0.77
41;893;370;100;2.83;1.5;0.18
42;996;782;100;1.08;1.5;0.23
43;805;19;100;1.11;1.5;0.33
44;947;588;100;1.13;1.5;0.46
45;930;517;100;2.68;1.5;0.35
46;999;796;100;1.28;1.5;0.48
47;852;207;100;2.69;1.5;0.56
48;955;619;100;2.99;1.5;0.24
49;992;766;100;0.99;1.5;0.09
50;965;660;100;1.26;1.5;0.11
51;948;589;100;1.58;1.5;0.84
52;903;410;100;1.48;1.5;0.72
53;815;59;100;2.1;1.5;0.7
54;914;456;100;0.9;1.5;0.65
55;825;100;100;1.9;1.5;0.9
56;808;29;100;2.76;1.5;0.5
57;862;247;100;2.86;1.5;0.89
58;961;644;100;2.79;1.5;0.84
59;818;70;100;2.19;1.5;0.36
60;944;573;100;2.92;1.5;0.24
61;899;394;100;2.64;1.5;0.07
62;855;217;100;2.76;1.5;0.28
63;958;629;100;2.09;1.5;0.97
64;821;84;100;2.75;1.5;0.49
65;924;496;100;1.31;1.5;0.85
66;907;425;100;1.56;1.5;0.04
67;880;319;100;2.97;1.5;0.18
68;814;54;100;2.66;1.5;0.62
69;917;466;100;1.07;1.5;0.59
70;971;684;100;2.63;1.5;0.23
71;954;613;100;1.91;1.5;0.26
72;866;262;100;2.74;1.5;0.1
73;927;507;100;1.16;1.5;0.96
74;839;156;100;1.68;1.5;0.83
75;822;85;100;1.48;1.5;0.35
76;964;654;100;2.17;1.5;0.52
77;876;303;100;2.34;1.5;0.85
78;869;273;100;1.33;1.5;0.71
79;972;685;100;2.27;1.5;0.32
80;923;491;100;2.91;1.5;0.67
81;849;196;100;1.49;1.5;0.33
82;832;125;100;2.21;1.5;0.91
83;974;694;100;1.03;1.5;0.43
84;886;343;100;1.68;1.5;0.73
85;985;740;100;1.25;1.5;0.59
86;842;166;100;2.39;1.5;0.6
87;968;669;100;1.05;1.5;0.79
88;896;384;100;1.0;1.5;0.78
89;879;313;100;1.78;1.5;0.87
90;933;531;100;0.9;1.5;0.47
91;845;180;100;2.11;1.5;0.27
92;828;109;100;2.76;1.5;0.22
93;889;354;100;0.83;1.5;0.32
94;801;3;100;2.9;1.5;0.54
95;838;150;100;1.14;1.5;0.04
96;941;562;100;1.44;1.5;0.43
