requestID;source;destination;Requested VNFs;Requested Bandwidth;Requested VNF failure-threshold
1;18;33;['F2'];16;0.75
2;44;15;['F4', 'F3', 'F1'];15;2.0500000000000003
3;38;18;['F5', 'F2', 'F1', 'F4', 'F3'];7;3.2499999999999996
4;31;29;['F1'];8;0.85
5;17;37;['F3', 'F1'];9;1.5
6;6;16;['F4', 'F3', 'F1', 'F5'];25;2.5000000000000004
7;8;19;['F4'];21;0.55
8;42;30;['F1', 'F4', 'F5'];24;1.8499999999999999
9;17;5;['F1'];19;0.85
10;40;42;['F3', 'F4', 'F2'];19;1.9500000000000002
11;45;21;['F1', 'F4', 'F5'];14;1.8499999999999999
12;13;23;['F1', 'F5', 'F2'];13;2.05
13;44;7;['F3'];11;0.65
14;14;27;['F2', 'F5', 'F1', 'F4', 'F3'];10;3.2499999999999996
15;25;1;['F1', 'F4'];19;1.4
16;2;45;['F5', 'F3', 'F4'];16;1.6500000000000001
17;40;7;['F1', 'F4', 'F3'];5;2.05
18;29;28;['F3'];6;0.65
19;3;38;['F3', 'F1'];19;1.5
20;12;23;['F3', 'F2', 'F5'];16;1.8499999999999999
21;38;11;['F3', 'F5', 'F4', 'F1', 'F2'];23;3.25
22;13;12;['F5', 'F2', 'F1', 'F3'];14;2.6999999999999997
23;35;9;['F4', 'F5', 'F2'];8;1.75
24;11;28;['F4', 'F2'];21;1.3
25;40;2;['F5', 'F3', 'F2'];16;1.85
26;5;32;['F3', 'F4', 'F2', 'F5', 'F1'];9;3.2500000000000004
27;13;4;['F3', 'F5'];10;1.1
28;43;15;['F4', 'F2', 'F5'];6;1.75
29;19;9;['F3'];9;0.65
30;17;7;['F4', 'F5', 'F1', 'F3'];12;2.5
31;19;1;['F2', 'F3', 'F1'];15;2.25
32;2;30;['F2', 'F5', 'F3', 'F1', 'F4'];23;3.25
33;19;10;['F4'];9;0.55
34;35;9;['F4', 'F5', 'F2'];7;1.75
35;38;29;['F4', 'F1', 'F5', 'F2', 'F3'];17;3.2499999999999996
36;11;19;['F3'];6;0.65
37;25;36;['F3'];17;0.65
38;38;18;['F1'];22;0.85
39;25;2;['F1'];11;0.85
40;30;19;['F4', 'F1', 'F2'];16;2.15
41;11;1;['F1', 'F4', 'F5', 'F3', 'F2'];18;3.25
42;27;21;['F4', 'F5', 'F3', 'F2', 'F1'];18;3.25
43;43;13;['F5', 'F1', 'F3', 'F4'];15;2.5
44;8;37;['F2', 'F3', 'F1', 'F5', 'F4'];23;3.25
45;28;26;['F5', 'F1', 'F3', 'F2'];8;2.7
46;40;35;['F1', 'F5', 'F4', 'F2'];17;2.6
47;42;21;['F4'];18;0.55
48;5;3;['F2', 'F1'];13;1.6
49;36;45;['F1', 'F4'];25;1.4
50;29;19;['F2', 'F4', 'F5', 'F1', 'F3'];24;3.25
51;9;21;['F5', 'F2', 'F1'];23;2.05
52;3;37;['F3', 'F2', 'F5', 'F4', 'F1'];18;3.25
53;44;14;['F1', 'F2', 'F5', 'F4', 'F3'];13;3.2500000000000004
54;40;24;['F3'];19;0.65
55;20;45;['F1', 'F2', 'F3'];14;2.25
56;5;38;['F2'];5;0.75
57;29;31;['F5'];21;0.45
58;24;18;['F1', 'F3', 'F5'];9;1.95
59;12;43;['F3', 'F5', 'F2', 'F4', 'F1'];18;3.2500000000000004
60;16;34;['F5', 'F2'];21;1.2
61;12;23;['F2', 'F3', 'F1', 'F5'];5;2.7
62;45;19;['F5', 'F1'];12;1.3
63;28;33;['F4'];25;0.55
64;22;21;['F1', 'F5', 'F2', 'F3'];10;2.6999999999999997
65;30;12;['F4', 'F3'];11;1.2000000000000002
66;10;36;['F5'];13;0.45
67;12;38;['F1', 'F4', 'F3'];17;2.05
68;13;39;['F3', 'F4', 'F2', 'F5', 'F1'];16;3.2500000000000004
69;28;18;['F5', 'F1', 'F2', 'F4', 'F3'];16;3.2499999999999996
70;39;15;['F5', 'F4'];11;1.0
71;39;20;['F3', 'F5', 'F4'];8;1.6500000000000001
72;39;33;['F2', 'F4', 'F3', 'F5'];12;2.4000000000000004
73;17;9;['F1', 'F4', 'F3'];7;2.05
74;25;42;['F5', 'F1', 'F2', 'F3'];19;2.6999999999999997
75;1;21;['F3', 'F1'];17;1.5
76;2;31;['F1', 'F5', 'F4'];11;1.85
77;23;45;['F2', 'F1', 'F3', 'F4', 'F5'];21;3.25
78;41;15;['F3', 'F4', 'F2'];13;1.9500000000000002
79;3;36;['F2', 'F4', 'F1', 'F5'];16;2.6
80;17;21;['F1', 'F4', 'F3'];5;2.05
81;14;20;['F1', 'F3'];22;1.5
82;25;19;['F5', 'F3'];10;1.1
83;15;34;['F4', 'F1'];5;1.4
84;31;36;['F2', 'F4', 'F1'];15;2.15
85;37;5;['F3', 'F5', 'F1'];18;1.9500000000000002
86;38;45;['F2'];15;0.75
87;7;5;['F3', 'F4'];16;1.2000000000000002
88;6;40;['F4', 'F3'];18;1.2000000000000002
89;45;13;['F3', 'F2'];10;1.4
90;12;29;['F3', 'F1', 'F4'];17;2.05
91;41;23;['F4', 'F5', 'F3'];13;1.65
92;26;32;['F1', 'F5', 'F2', 'F4'];15;2.5999999999999996
93;43;30;['F2', 'F1', 'F3', 'F5'];13;2.7
94;3;9;['F5', 'F2', 'F3', 'F4', 'F1'];24;3.2500000000000004
95;27;43;['F5', 'F2', 'F3', 'F1', 'F4'];13;3.25
96;5;43;['F4', 'F2', 'F5'];7;1.75
97;26;9;['F2', 'F4', 'F1', 'F5', 'F3'];11;3.25
98;23;43;['F2', 'F4', 'F5', 'F1', 'F3'];24;3.25
99;16;26;['F5', 'F4'];22;1.0
100;28;41;['F4', 'F2', 'F1', 'F5'];5;2.6
101;12;44;['F3', 'F2', 'F5'];11;1.8499999999999999
102;10;24;['F1'];15;0.85
103;29;28;['F1'];19;0.85
104;13;27;['F1', 'F5', 'F2', 'F4'];22;2.5999999999999996
105;35;22;['F4', 'F2', 'F3', 'F1', 'F5'];25;3.2500000000000004
106;15;9;['F2'];11;0.75
107;32;15;['F3', 'F4', 'F2', 'F5', 'F1'];9;3.2500000000000004
108;23;10;['F5'];15;0.45
109;34;2;['F1', 'F5', 'F4', 'F2'];16;2.6
110;12;33;['F1', 'F2', 'F4'];11;2.1500000000000004
111;33;43;['F5', 'F4'];9;1.0
112;38;22;['F1', 'F4', 'F3', 'F2', 'F5'];7;3.25
113;12;6;['F4', 'F1', 'F5'];12;1.8499999999999999
114;45;14;['F4', 'F1', 'F2'];11;2.15
115;5;43;['F1', 'F4', 'F3', 'F2'];16;2.8
116;12;14;['F3', 'F1', 'F5', 'F4', 'F2'];7;3.25
117;26;11;['F4', 'F5', 'F1', 'F3'];20;2.5
118;7;35;['F4'];7;0.55
119;19;33;['F1', 'F4', 'F2', 'F3'];11;2.8
120;19;29;['F5', 'F1', 'F3', 'F2'];17;2.7
121;14;36;['F3', 'F5', 'F4', 'F2', 'F1'];19;3.2500000000000004
122;7;8;['F4', 'F5', 'F2'];18;1.75
123;21;43;['F5', 'F2'];20;1.2
124;2;42;['F2', 'F5', 'F3', 'F1'];20;2.7
125;6;9;['F2', 'F3'];5;1.4
126;7;18;['F3', 'F4', 'F2', 'F1'];21;2.8000000000000003
127;11;22;['F3', 'F5', 'F4', 'F1'];21;2.5
128;25;9;['F5', 'F4', 'F3'];17;1.65
129;34;7;['F4', 'F1'];22;1.4
130;10;35;['F4', 'F5'];13;1.0
131;26;4;['F5', 'F1'];18;1.3
132;15;11;['F2'];6;0.75
133;22;37;['F4', 'F1'];23;1.4
134;27;7;['F1', 'F3', 'F2', 'F4'];12;2.8
135;5;12;['F1', 'F2', 'F5'];24;2.0500000000000003
136;34;10;['F4'];20;0.55
137;22;9;['F1'];16;0.85
138;31;42;['F3', 'F2', 'F4', 'F1', 'F5'];18;3.25
139;27;24;['F4'];15;0.55
140;42;4;['F2'];20;0.75
141;6;8;['F2', 'F5', 'F1', 'F4'];25;2.5999999999999996
142;7;34;['F5', 'F4', 'F2', 'F3', 'F1'];19;3.25
143;39;8;['F4', 'F2'];6;1.3
144;24;37;['F3', 'F1'];19;1.5
145;13;37;['F2', 'F4', 'F1'];8;2.15
146;43;38;['F4', 'F1', 'F3', 'F5'];10;2.5
147;33;34;['F2', 'F5', 'F3', 'F4', 'F1'];16;3.2500000000000004
148;2;10;['F1'];13;0.85
149;15;27;['F4', 'F3', 'F2'];13;1.9500000000000002
150;41;40;['F4', 'F5', 'F1', 'F3'];11;2.5
151;42;26;['F3'];23;0.65
152;37;31;['F5', 'F2', 'F1'];14;2.05
153;33;6;['F3', 'F1', 'F5'];22;1.95
154;9;39;['F3', 'F4', 'F2'];21;1.9500000000000002
155;19;18;['F1'];18;0.85
156;19;26;['F1', 'F3', 'F2'];17;2.25
157;8;37;['F2', 'F1', 'F4'];20;2.1500000000000004
158;42;34;['F5', 'F2', 'F1', 'F3'];7;2.6999999999999997
159;3;34;['F1', 'F4', 'F2'];13;2.15
160;13;41;['F1'];6;0.85
161;6;7;['F5', 'F1', 'F3', 'F2'];21;2.7
162;34;29;['F2'];7;0.75
163;44;9;['F4', 'F1', 'F2', 'F5'];6;2.6
164;42;1;['F5', 'F1'];9;1.3
165;2;44;['F4', 'F3', 'F2'];9;1.9500000000000002
166;23;35;['F5', 'F4', 'F1'];21;1.85
167;6;25;['F1', 'F2', 'F4', 'F5', 'F3'];20;3.2500000000000004
168;45;8;['F2'];18;0.75
169;9;23;['F3', 'F5'];25;1.1
170;32;9;['F5'];16;0.45
171;13;11;['F1'];9;0.85
172;23;21;['F2', 'F5'];19;1.2
173;3;22;['F2', 'F5', 'F3', 'F1'];12;2.7
174;10;16;['F2', 'F4', 'F1'];20;2.15
175;45;40;['F5'];8;0.45
176;11;45;['F1'];10;0.85
177;24;34;['F5'];14;0.45
178;7;19;['F4', 'F3', 'F1', 'F5'];17;2.5000000000000004
179;12;21;['F4', 'F5', 'F3'];14;1.65
180;35;43;['F2', 'F4', 'F5'];7;1.75
181;23;28;['F4', 'F2'];16;1.3
182;23;26;['F5', 'F3', 'F1'];15;1.9500000000000002
183;9;13;['F3', 'F5', 'F1'];24;1.9500000000000002
184;20;19;['F1', 'F4', 'F2'];11;2.15
185;32;1;['F3', 'F1', 'F5', 'F4'];14;2.5
186;18;20;['F4'];6;0.55
187;3;14;['F5', 'F1', 'F4'];15;1.85
188;19;6;['F3'];12;0.65
189;36;28;['F1', 'F3', 'F5'];9;1.95
190;1;16;['F5', 'F2', 'F3'];22;1.85
191;1;25;['F1', 'F5', 'F2', 'F3'];16;2.6999999999999997
192;40;12;['F4', 'F1', 'F2'];10;2.15
193;34;33;['F1', 'F5', 'F4'];13;1.85
194;35;9;['F4', 'F5', 'F2'];18;1.75
195;17;40;['F2', 'F4', 'F1', 'F5', 'F3'];14;3.25
196;1;21;['F2'];10;0.75
197;9;7;['F2', 'F3', 'F4'];7;1.95
198;20;23;['F1', 'F3'];10;1.5
199;12;43;['F5', 'F1'];15;1.3
200;11;42;['F2'];17;0.75
201;25;8;['F1', 'F4'];17;1.4
202;45;38;['F2', 'F1'];22;1.6
203;36;5;['F4', 'F1', 'F3', 'F2'];13;2.8
204;13;1;['F5', 'F1', 'F4', 'F3', 'F2'];5;3.25
205;7;2;['F2', 'F4', 'F1'];6;2.15
206;44;7;['F3'];19;0.65
207;40;4;['F5', 'F4', 'F2', 'F3'];6;2.4
208;21;14;['F2', 'F1'];16;1.6
209;45;3;['F3', 'F2'];6;1.4
210;13;43;['F4', 'F5', 'F1'];7;1.85
211;29;35;['F4', 'F1', 'F3'];10;2.05
