requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;14;1;['F5', 'F4', 'F6'];5
2;5;12;['F2', 'F1', 'F4', 'F6'];5
3;20;6;['F2', 'F6', 'F5', 'F3'];5
4;10;4;['F3', 'F1', 'F6'];5
5;11;18;['F6', 'F1', 'F5'];5
6;15;8;['F3'];5
7;9;5;['F4', 'F1'];5
8;5;14;['F2', 'F6', 'F1'];5
9;8;3;['F4', 'F5', 'F3', 'F2'];5
10;17;20;['F1'];5
11;5;1;['F4', 'F1'];5
12;13;1;['F4', 'F2'];5
13;2;9;['F3'];5
14;14;1;['F2', 'F5', 'F1', 'F6'];5
15;8;20;['F6', 'F1', 'F3', 'F4'];5
16;6;8;['F4', 'F5'];5
17;9;1;['F3', 'F6', 'F4', 'F1'];5
18;15;4;['F1', 'F3', 'F6'];5
19;3;1;['F5', 'F2', 'F3'];5
20;14;10;['F4', 'F6'];5
21;15;18;['F6', 'F4', 'F2'];5
22;11;3;['F4'];5
23;16;20;['F1', 'F5', 'F3'];5
24;4;11;['F1'];5
25;4;15;['F2', 'F4', 'F6', 'F1'];5
26;20;12;['F4', 'F6', 'F3', 'F2'];5
27;3;20;['F1', 'F2'];5
28;1;16;['F1', 'F5', 'F3'];5
29;4;16;['F2', 'F4', 'F3'];5
30;4;11;['F1', 'F6', 'F2'];5
31;3;5;['F6', 'F5', 'F1'];5
32;5;4;['F3', 'F6', 'F2', 'F4'];5
33;14;2;['F1', 'F2'];5
34;16;20;['F2', 'F1', 'F3'];5
35;10;18;['F3', 'F5', 'F2', 'F4', 'F6'];5
36;15;9;['F2', 'F3', 'F1', 'F6'];5
37;10;8;['F6', 'F1'];5
38;9;7;['F6', 'F3', 'F4'];5
39;5;3;['F6', 'F1'];5
40;13;17;['F4', 'F2', 'F5'];5
41;13;10;['F5'];5
42;14;10;['F3', 'F6'];5
43;9;1;['F4', 'F5'];5
44;14;13;['F1', 'F3', 'F5'];5
45;18;3;['F3'];5
46;4;16;['F1', 'F4'];5
47;19;6;['F3', 'F2', 'F4'];5
48;11;6;['F2', 'F1'];5
49;12;20;['F5', 'F4', 'F1'];5
50;18;4;['F4', 'F3', 'F1', 'F2'];5
